Entity,Code,Year,"Age standardized deaths from malignant neoplasms 100,000 people",Sex
Albania,ALB,1987,127.92521,1
Albania,ALB,1988,145.433,1
Albania,ALB,1989,135.99101,1
Albania,ALB,1992,107.01872,1
Albania,ALB,1993,94.83256,1
Albania,ALB,1994,87.00372,1
Albania,ALB,1995,119.50186,1
Albania,ALB,1996,131.18149,1
Albania,ALB,1997,122.68798,1
Albania,ALB,1998,129.04938,1
Albania,ALB,1999,132.01044,1
Albania,ALB,2000,137.37955,1
Albania,ALB,2001,101.385345,1
Albania,ALB,2002,115.45181,1
Albania,ALB,2003,126.86263,1
Albania,ALB,2004,118.16469,1
Albania,ALB,2005,110.1895,1
Albania,ALB,2006,104.67305,1
Albania,ALB,2007,92.39577,1
Albania,ALB,2008,101.65469,1
Albania,ALB,2009,94.83855,1
Albania,ALB,2010,70.34519,1
Antigua and Barbuda,ATG,1961,83.746475,1
Antigua and Barbuda,ATG,1962,98.45095,1
Antigua and Barbuda,ATG,1963,139.3095,1
Antigua and Barbuda,ATG,1964,274.1866,1
Antigua and Barbuda,ATG,1966,206.88705,1
Antigua and Barbuda,ATG,1969,141.58443,1
Antigua and Barbuda,ATG,1970,78.508995,1
Antigua and Barbuda,ATG,1971,98.076256,1
Antigua and Barbuda,ATG,1972,107.29339,1
Antigua and Barbuda,ATG,1973,96.969696,1
Antigua and Barbuda,ATG,1974,147.82912,1
Antigua and Barbuda,ATG,1975,155.05405,1
Antigua and Barbuda,ATG,1976,145.8658,1
Antigua and Barbuda,ATG,1977,174.276,1
Antigua and Barbuda,ATG,1978,128.48357,1
Antigua and Barbuda,ATG,1983,139.82816,1
Antigua and Barbuda,ATG,1985,178.63919,1
Antigua and Barbuda,ATG,1986,141.61482,1
Antigua and Barbuda,ATG,1987,147.2137,1
Antigua and Barbuda,ATG,1988,101.937355,1
Antigua and Barbuda,ATG,1989,151.0588,1
Antigua and Barbuda,ATG,1990,140.15842,1
Antigua and Barbuda,ATG,1991,130.93408,1
Antigua and Barbuda,ATG,1992,132.16623,1
Antigua and Barbuda,ATG,1993,135.90773,1
Antigua and Barbuda,ATG,1994,167.70824,1
Antigua and Barbuda,ATG,1995,125.46919,1
Antigua and Barbuda,ATG,1998,142.01443,1
Antigua and Barbuda,ATG,1999,156.8983,1
Antigua and Barbuda,ATG,2000,178.20854,1
Antigua and Barbuda,ATG,2001,140.35306,1
Antigua and Barbuda,ATG,2002,128.24442,1
Antigua and Barbuda,ATG,2003,164.08401,1
Antigua and Barbuda,ATG,2004,178.15663,1
Antigua and Barbuda,ATG,2005,116.86003,1
Antigua and Barbuda,ATG,2006,85.23276,1
Antigua and Barbuda,ATG,2007,150.82999,1
Antigua and Barbuda,ATG,2008,134.1295,1
Antigua and Barbuda,ATG,2009,108.86144,1
Antigua and Barbuda,ATG,2010,105.52661,1
Antigua and Barbuda,ATG,2011,112.49233,1
Antigua and Barbuda,ATG,2012,140.30862,1
Antigua and Barbuda,ATG,2013,130.04662,1
Antigua and Barbuda,ATG,2014,175.92052,1
Antigua and Barbuda,ATG,2015,105.66022,1
Antigua and Barbuda,ATG,2016,106.56011,1
Antigua and Barbuda,ATG,2017,109.169334,1
Antigua and Barbuda,ATG,2018,112.491325,1
Antigua and Barbuda,ATG,2019,111.94137,1
Antigua and Barbuda,ATG,2020,123.89706,1
Antigua and Barbuda,ATG,2021,109.1851,1
Argentina,ARG,1966,185.47083,1
Argentina,ARG,1967,211.94438,1
Argentina,ARG,1968,219.62428,1
Argentina,ARG,1969,215.76762,1
Argentina,ARG,1970,215.57637,1
Argentina,ARG,1977,182.80717,1
Argentina,ARG,1978,184.98238,1
Argentina,ARG,1979,187.24649,1
Argentina,ARG,1980,184.31998,1
Argentina,ARG,1981,195.71707,1
Argentina,ARG,1982,166.436,1
Argentina,ARG,1983,168.81053,1
Argentina,ARG,1984,177.14665,1
Argentina,ARG,1985,172.90802,1
Argentina,ARG,1986,174.48364,1
Argentina,ARG,1987,179.38278,1
Argentina,ARG,1988,174.30553,1
Argentina,ARG,1989,176.57864,1
Argentina,ARG,1990,173.76666,1
Argentina,ARG,1991,180.4367,1
Argentina,ARG,1992,176.3277,1
Argentina,ARG,1993,174.20047,1
Argentina,ARG,1994,176.38512,1
Argentina,ARG,1995,174.73376,1
Argentina,ARG,1996,179.65309,1
Argentina,ARG,1997,174.81393,1
Argentina,ARG,1998,176.10117,1
Argentina,ARG,1999,175.6479,1
Argentina,ARG,2000,172.83357,1
Argentina,ARG,2001,167.36177,1
Argentina,ARG,2002,163.52171,1
Argentina,ARG,2003,164.63902,1
Argentina,ARG,2004,161.97083,1
Argentina,ARG,2005,163.61346,1
Argentina,ARG,2006,162.29474,1
Argentina,ARG,2007,159.9795,1
Argentina,ARG,2008,155.1086,1
Argentina,ARG,2009,151.74608,1
Argentina,ARG,2010,151.47034,1
Argentina,ARG,2011,147.7778,1
Argentina,ARG,2012,147.28978,1
Argentina,ARG,2013,145.79297,1
Argentina,ARG,2014,143.78398,1
Argentina,ARG,2015,145.80325,1
Argentina,ARG,2016,141.96602,1
Argentina,ARG,2017,139.47966,1
Argentina,ARG,2018,134.82957,1
Argentina,ARG,2019,131.43037,1
Argentina,ARG,2020,122.15247,1
Argentina,ARG,2021,119.31183,1
Armenia,ARM,1981,134.11644,1
Armenia,ARM,1982,135.5672,1
Armenia,ARM,1985,140.02295,1
Armenia,ARM,1986,132.13715,1
Armenia,ARM,1987,144.11511,1
Armenia,ARM,1988,148.61792,1
Armenia,ARM,1989,149.48088,1
Armenia,ARM,1990,158.43832,1
Armenia,ARM,1991,151.6516,1
Armenia,ARM,1992,139.70534,1
Armenia,ARM,1993,134.5722,1
Armenia,ARM,1994,116.75485,1
Armenia,ARM,1995,122.48731,1
Armenia,ARM,1996,130.4216,1
Armenia,ARM,1997,125.20111,1
Armenia,ARM,1998,120.550964,1
Armenia,ARM,1999,132.17741,1
Armenia,ARM,2000,124.081566,1
Armenia,ARM,2001,128.49498,1
Armenia,ARM,2002,159.45668,1
Armenia,ARM,2003,159.4748,1
Armenia,ARM,2006,185.76482,1
Armenia,ARM,2007,186.68733,1
Armenia,ARM,2008,199.27922,1
Armenia,ARM,2009,197.88754,1
Armenia,ARM,2010,202.39136,1
Armenia,ARM,2011,196.97247,1
Armenia,ARM,2012,185.44942,1
Armenia,ARM,2013,181.48125,1
Armenia,ARM,2014,191.2518,1
Armenia,ARM,2015,198.5153,1
Armenia,ARM,2016,187.66707,1
Armenia,ARM,2017,179.54454,1
Armenia,ARM,2018,164.16615,1
Armenia,ARM,2019,170.21948,1
Armenia,ARM,2020,172.71812,1
Armenia,ARM,2021,167.4847,1
Armenia,ARM,2022,150.23886,1
Australia,AUS,1950,141.0826,1
Australia,AUS,1951,141.6597,1
Australia,AUS,1952,146.3371,1
Australia,AUS,1953,148.86615,1
Australia,AUS,1954,147.79784,1
Australia,AUS,1955,150.30614,1
Australia,AUS,1956,150.92758,1
Australia,AUS,1957,155.13849,1
Australia,AUS,1958,152.76866,1
Australia,AUS,1959,157.56873,1
Australia,AUS,1960,155.54468,1
Australia,AUS,1961,155.7134,1
Australia,AUS,1962,158.30194,1
Australia,AUS,1963,161.38858,1
Australia,AUS,1964,165.14928,1
Australia,AUS,1965,163.19476,1
Australia,AUS,1966,166.94817,1
Australia,AUS,1967,168.43031,1
Australia,AUS,1968,178.56685,1
Australia,AUS,1969,177.08118,1
Australia,AUS,1970,181.6089,1
Australia,AUS,1971,181.5218,1
Australia,AUS,1972,183.77618,1
Australia,AUS,1973,186.32922,1
Australia,AUS,1974,192.12238,1
Australia,AUS,1975,185.42563,1
Australia,AUS,1976,185.32144,1
Australia,AUS,1977,185.42351,1
Australia,AUS,1978,187.93556,1
Australia,AUS,1979,185.90286,1
Australia,AUS,1980,191.28598,1
Australia,AUS,1981,190.67343,1
Australia,AUS,1982,191.12503,1
Australia,AUS,1983,191.77582,1
Australia,AUS,1984,192.84343,1
Australia,AUS,1985,195.11082,1
Australia,AUS,1986,188.05112,1
Australia,AUS,1987,190.43692,1
Australia,AUS,1988,190.43628,1
Australia,AUS,1989,193.07036,1
Australia,AUS,1990,186.77336,1
Australia,AUS,1991,184.0034,1
Australia,AUS,1992,186.42555,1
Australia,AUS,1993,183.45316,1
Australia,AUS,1994,188.6522,1
Australia,AUS,1995,178.4008,1
Australia,AUS,1996,178.04129,1
Australia,AUS,1997,171.63542,1
Australia,AUS,1998,171.50139,1
Australia,AUS,1999,166.26994,1
Australia,AUS,2000,164.11084,1
Australia,AUS,2001,161.87878,1
Australia,AUS,2002,158.83649,1
Australia,AUS,2003,154.02286,1
Australia,AUS,2004,153.82143,1
Australia,AUS,2006,151.72032,1
Australia,AUS,2007,145.46529,1
Australia,AUS,2008,147.29897,1
Australia,AUS,2009,141.93439,1
Australia,AUS,2010,142.50937,1
Australia,AUS,2011,140.34796,1
Australia,AUS,2012,134.39037,1
Australia,AUS,2013,133.55196,1
Australia,AUS,2014,128.44794,1
Australia,AUS,2015,130.47357,1
Australia,AUS,2016,127.13143,1
Australia,AUS,2017,122.538765,1
Australia,AUS,2018,122.65998,1
Australia,AUS,2019,124.2933,1
Australia,AUS,2020,116.26499,1
Australia,AUS,2021,116.44707,1
Australia,AUS,2022,115.94586,1
Austria,AUT,1955,212.59503,1
Austria,AUT,1956,214.53484,1
Austria,AUT,1957,218.3109,1
Austria,AUT,1958,221.62564,1
Austria,AUT,1959,218.6577,1
Austria,AUT,1960,221.89594,1
Austria,AUT,1961,224.4639,1
Austria,AUT,1962,220.88965,1
Austria,AUT,1963,220.99513,1
Austria,AUT,1964,218.35777,1
Austria,AUT,1965,227.48906,1
Austria,AUT,1966,223.68394,1
Austria,AUT,1967,224.80188,1
Austria,AUT,1968,226.19601,1
Austria,AUT,1969,219.85416,1
Austria,AUT,1970,222.95741,1
Austria,AUT,1971,224.51933,1
Austria,AUT,1972,219.82166,1
Austria,AUT,1973,220.82683,1
Austria,AUT,1974,219.46986,1
Austria,AUT,1975,216.80182,1
Austria,AUT,1976,218.28133,1
Austria,AUT,1977,213.48647,1
Austria,AUT,1978,218.6015,1
Austria,AUT,1979,216.233,1
Austria,AUT,1980,218.14473,1
Austria,AUT,1981,214.81062,1
Austria,AUT,1982,212.0102,1
Austria,AUT,1983,208.86737,1
Austria,AUT,1984,213.12936,1
Austria,AUT,1985,206.34364,1
Austria,AUT,1986,205.83951,1
Austria,AUT,1987,206.62952,1
Austria,AUT,1988,205.21356,1
Austria,AUT,1989,205.38698,1
Austria,AUT,1990,206.08568,1
Austria,AUT,1991,207.31247,1
Austria,AUT,1992,203.51674,1
Austria,AUT,1993,204.95197,1
Austria,AUT,1994,194.446,1
Austria,AUT,1995,193.34674,1
Austria,AUT,1996,190.84175,1
Austria,AUT,1997,188.41017,1
Austria,AUT,1998,185.49225,1
Austria,AUT,1999,181.44066,1
Austria,AUT,2000,176.04276,1
Austria,AUT,2001,172.09802,1
Austria,AUT,2002,171.71416,1
Austria,AUT,2003,173.64978,1
Austria,AUT,2004,170.62822,1
Austria,AUT,2005,164.48604,1
Austria,AUT,2006,161.56613,1
Austria,AUT,2007,155.44542,1
Austria,AUT,2008,160.0408,1
Austria,AUT,2009,155.14383,1
Austria,AUT,2010,150.65434,1
Austria,AUT,2011,148.6637,1
Austria,AUT,2012,146.63985,1
Austria,AUT,2013,144.08452,1
Austria,AUT,2014,141.6319,1
Austria,AUT,2015,138.38506,1
Austria,AUT,2016,133.42085,1
Austria,AUT,2017,132.44023,1
Austria,AUT,2018,131.28062,1
Austria,AUT,2019,126.003914,1
Austria,AUT,2020,127.16636,1
Austria,AUT,2021,122.95194,1
Azerbaijan,AZE,1981,163.98631,1
Azerbaijan,AZE,1982,162.0816,1
Azerbaijan,AZE,1985,154.3907,1
Azerbaijan,AZE,1986,163.30049,1
Azerbaijan,AZE,1987,162.67911,1
Azerbaijan,AZE,1988,161.08258,1
Azerbaijan,AZE,1989,146.60309,1
Azerbaijan,AZE,1990,135.2163,1
Azerbaijan,AZE,1991,130.59663,1
Azerbaijan,AZE,1992,130.06335,1
Azerbaijan,AZE,1993,125.98187,1
Azerbaijan,AZE,1994,122.45778,1
Azerbaijan,AZE,1995,115.645424,1
Azerbaijan,AZE,1996,114.54095,1
Azerbaijan,AZE,1997,114.977066,1
Azerbaijan,AZE,1998,110.914665,1
Azerbaijan,AZE,1999,120.647934,1
Azerbaijan,AZE,2000,109.179756,1
Azerbaijan,AZE,2001,112.24199,1
Azerbaijan,AZE,2002,114.99075,1
Azerbaijan,AZE,2003,125.45416,1
Azerbaijan,AZE,2004,111.06935,1
Azerbaijan,AZE,2007,87.01559,1
Bahamas,BHS,1972,167.35754,1
Bahamas,BHS,1975,135.8864,1
Bahamas,BHS,1979,151.19931,1
Bahamas,BHS,1980,193.0119,1
Bahamas,BHS,1981,163.86656,1
Bahamas,BHS,1983,174.87706,1
Bahamas,BHS,1984,200.32352,1
Bahamas,BHS,1985,181.12239,1
Bahamas,BHS,1987,228.50896,1
Bahamas,BHS,1993,153.43887,1
Bahamas,BHS,1994,168.91383,1
Bahamas,BHS,1995,154.35847,1
Bahamas,BHS,1996,160.03244,1
Bahamas,BHS,1997,171.14522,1
Bahamas,BHS,1998,180.56445,1
Bahamas,BHS,1999,136.57805,1
Bahamas,BHS,2000,117.22952,1
Bahamas,BHS,2001,158.51459,1
Bahamas,BHS,2002,146.06436,1
Bahamas,BHS,2003,162.85838,1
Bahamas,BHS,2004,126.28506,1
Bahamas,BHS,2005,139.6029,1
Bahamas,BHS,2006,126.17764,1
Bahamas,BHS,2007,139.55138,1
Bahamas,BHS,2008,152.3421,1
Bahamas,BHS,2009,152.27635,1
Bahamas,BHS,2010,152.96288,1
Bahamas,BHS,2011,164.10416,1
Bahamas,BHS,2012,147.99385,1
Bahamas,BHS,2013,136.06392,1
Bahamas,BHS,2014,132.42363,1
Bahamas,BHS,2015,141.73264,1
Bahrain,BHR,1985,111.03354,1
Bahrain,BHR,1987,97.90735,1
Bahrain,BHR,1988,110.62434,1
Bahrain,BHR,1997,107.056114,1
Bahrain,BHR,1998,122.916855,1
Bahrain,BHR,1999,104.727394,1
Bahrain,BHR,2000,91.619194,1
Bahrain,BHR,2001,113.22035,1
Bahrain,BHR,2002,134.71414,1
Bahrain,BHR,2003,102.521935,1
Bahrain,BHR,2004,91.151505,1
Bahrain,BHR,2005,67.047585,1
Bahrain,BHR,2006,61.410892,1
Bahrain,BHR,2007,63.007793,1
Bahrain,BHR,2008,58.716393,1
Bahrain,BHR,2009,51.00331,1
Bahrain,BHR,2010,54.368,1
Bahrain,BHR,2011,51.17781,1
Bahrain,BHR,2012,55.046223,1
Bahrain,BHR,2013,40.121094,1
Bahrain,BHR,2014,38.593216,1
Barbados,BRB,1960,126.35207,1
Barbados,BRB,1961,131.00066,1
Barbados,BRB,1962,156.28572,1
Barbados,BRB,1963,136.40894,1
Barbados,BRB,1964,123.43411,1
Barbados,BRB,1966,138.24586,1
Barbados,BRB,1967,158.46535,1
Barbados,BRB,1968,154.52968,1
Barbados,BRB,1969,146.35434,1
Barbados,BRB,1970,114.47813,1
Barbados,BRB,1971,144.8537,1
Barbados,BRB,1972,158.06998,1
Barbados,BRB,1973,146.40254,1
Barbados,BRB,1974,164.02762,1
Barbados,BRB,1975,157.9072,1
Barbados,BRB,1976,150.12718,1
Barbados,BRB,1977,138.05052,1
Barbados,BRB,1978,162.97997,1
Barbados,BRB,1979,153.38463,1
Barbados,BRB,1980,152.08687,1
Barbados,BRB,1981,179.80765,1
Barbados,BRB,1982,127.57074,1
Barbados,BRB,1983,166.39665,1
Barbados,BRB,1984,129.46985,1
Barbados,BRB,1985,185.591,1
Barbados,BRB,1986,192.23967,1
Barbados,BRB,1987,184.92978,1
Barbados,BRB,1988,189.52676,1
Barbados,BRB,1989,206.52954,1
Barbados,BRB,1990,168.31918,1
Barbados,BRB,1991,152.63593,1
Barbados,BRB,1992,173.44206,1
Barbados,BRB,1993,189.95465,1
Barbados,BRB,1994,173.68369,1
Barbados,BRB,1995,169.6029,1
Barbados,BRB,2000,146.944,1
Barbados,BRB,2001,105.38229,1
Barbados,BRB,2002,138.95164,1
Barbados,BRB,2003,159.09981,1
Barbados,BRB,2004,146.69592,1
Barbados,BRB,2005,144.1389,1
Barbados,BRB,2006,150.79631,1
Barbados,BRB,2007,121.63318,1
Barbados,BRB,2008,142.9286,1
Barbados,BRB,2009,144.6761,1
Barbados,BRB,2010,139.32556,1
Barbados,BRB,2011,121.08876,1
Barbados,BRB,2012,135.96236,1
Barbados,BRB,2013,130.65646,1
Belarus,BLR,1981,160.88191,1
Belarus,BLR,1982,166.32065,1
Belarus,BLR,1985,181.81076,1
Belarus,BLR,1986,186.71008,1
Belarus,BLR,1987,188.64635,1
Belarus,BLR,1988,197.84563,1
Belarus,BLR,1989,206.78658,1
Belarus,BLR,1990,207.65413,1
Belarus,BLR,1991,211.2784,1
Belarus,BLR,1992,218.77312,1
Belarus,BLR,1993,219.60963,1
Belarus,BLR,1994,218.69643,1
Belarus,BLR,1995,225.40424,1
Belarus,BLR,1996,218.3555,1
Belarus,BLR,1997,223.29677,1
Belarus,BLR,1998,221.62721,1
Belarus,BLR,1999,222.98232,1
Belarus,BLR,2000,217.79759,1
Belarus,BLR,2001,215.06404,1
Belarus,BLR,2002,212.96031,1
Belarus,BLR,2003,206.90837,1
Belarus,BLR,2007,195.0854,1
Belarus,BLR,2008,196.25746,1
Belarus,BLR,2009,194.89969,1
Belarus,BLR,2010,193.29109,1
Belarus,BLR,2011,189.93257,1
Belarus,BLR,2013,174.96764,1
Belarus,BLR,2014,176.1,1
Belarus,BLR,2018,185.13414,1
Belgium,BEL,1954,172.86072,1
Belgium,BEL,1955,177.03752,1
Belgium,BEL,1956,176.70656,1
Belgium,BEL,1957,180.04137,1
Belgium,BEL,1958,181.22456,1
Belgium,BEL,1959,188.2156,1
Belgium,BEL,1960,197.38853,1
Belgium,BEL,1961,196.81047,1
Belgium,BEL,1962,201.50356,1
Belgium,BEL,1963,208.89658,1
Belgium,BEL,1964,202.53275,1
Belgium,BEL,1965,209.62045,1
Belgium,BEL,1966,209.8849,1
Belgium,BEL,1967,215.95605,1
Belgium,BEL,1968,218.05159,1
Belgium,BEL,1969,221.28073,1
Belgium,BEL,1970,219.59457,1
Belgium,BEL,1971,225.05943,1
Belgium,BEL,1972,226.1286,1
Belgium,BEL,1973,230.09659,1
Belgium,BEL,1974,228.07898,1
Belgium,BEL,1975,232.78859,1
Belgium,BEL,1976,231.62288,1
Belgium,BEL,1977,236.88803,1
Belgium,BEL,1978,247.44473,1
Belgium,BEL,1979,244.44235,1
Belgium,BEL,1980,246.6198,1
Belgium,BEL,1981,251.99689,1
Belgium,BEL,1982,246.23672,1
Belgium,BEL,1983,248.29008,1
Belgium,BEL,1984,246.47183,1
Belgium,BEL,1985,246.99419,1
Belgium,BEL,1986,239.23618,1
Belgium,BEL,1987,240.53291,1
Belgium,BEL,1988,243.76288,1
Belgium,BEL,1989,237.78955,1
Belgium,BEL,1990,233.52097,1
Belgium,BEL,1991,230.54858,1
Belgium,BEL,1992,230.51875,1
Belgium,BEL,1993,233.16626,1
Belgium,BEL,1994,228.45914,1
Belgium,BEL,1995,228.63087,1
Belgium,BEL,1996,220.93651,1
Belgium,BEL,1997,220.49335,1
Belgium,BEL,1998,209.46841,1
Belgium,BEL,1999,203.17137,1
Belgium,BEL,2000,197.55576,1
Belgium,BEL,2001,194.03685,1
Belgium,BEL,2002,190.54454,1
Belgium,BEL,2003,183.53554,1
Belgium,BEL,2004,178.48265,1
Belgium,BEL,2005,179.39247,1
Belgium,BEL,2006,172.23465,1
Belgium,BEL,2007,169.82648,1
Belgium,BEL,2008,171.45874,1
Belgium,BEL,2009,164.29059,1
Belgium,BEL,2010,164.95598,1
Belgium,BEL,2011,159.76642,1
Belgium,BEL,2012,156.34238,1
Belgium,BEL,2013,152.10043,1
Belgium,BEL,2014,147.17577,1
Belgium,BEL,2015,144.72945,1
Belgium,BEL,2016,142.22765,1
Belgium,BEL,2017,134.67422,1
Belgium,BEL,2018,129.19923,1
Belgium,BEL,2019,126.59793,1
Belgium,BEL,2020,123.20533,1
Belize,BLZ,1964,76.482254,1
Belize,BLZ,1965,88.80936,1
Belize,BLZ,1966,44.40027,1
Belize,BLZ,1967,20.63615,1
Belize,BLZ,1968,58.100105,1
Belize,BLZ,1969,46.8182,1
Belize,BLZ,1970,59.205624,1
Belize,BLZ,1971,65.78106,1
Belize,BLZ,1972,93.61155,1
Belize,BLZ,1973,54.982483,1
Belize,BLZ,1974,40.483364,1
Belize,BLZ,1975,60.59595,1
Belize,BLZ,1976,48.24609,1
Belize,BLZ,1977,62.52069,1
Belize,BLZ,1978,61.94891,1
Belize,BLZ,1979,29.389833,1
Belize,BLZ,1980,44.98618,1
Belize,BLZ,1982,62.27345,1
Belize,BLZ,1983,120.65703,1
Belize,BLZ,1984,93.594894,1
Belize,BLZ,1986,48.77616,1
Belize,BLZ,1987,91.958206,1
Belize,BLZ,1989,64.983826,1
Belize,BLZ,1990,56.192394,1
Belize,BLZ,1991,56.999535,1
Belize,BLZ,1993,54.775707,1
Belize,BLZ,1994,74.469955,1
Belize,BLZ,1995,87.07567,1
Belize,BLZ,1996,64.87541,1
Belize,BLZ,1997,133.03336,1
Belize,BLZ,1998,164.13971,1
Belize,BLZ,1999,164.61401,1
Belize,BLZ,2000,116.51901,1
Belize,BLZ,2001,130.37129,1
Belize,BLZ,2002,129.8435,1
Belize,BLZ,2003,106.30519,1
Belize,BLZ,2004,113.39282,1
Belize,BLZ,2005,162.45775,1
Belize,BLZ,2006,134.15907,1
Belize,BLZ,2007,133.94463,1
Belize,BLZ,2008,105.65143,1
Belize,BLZ,2009,111.3881,1
Belize,BLZ,2010,84.332054,1
Belize,BLZ,2011,83.3229,1
Belize,BLZ,2012,91.04123,1
Belize,BLZ,2013,95.08702,1
Belize,BLZ,2014,70.56489,1
Belize,BLZ,2015,100.97431,1
Belize,BLZ,2016,93.81319,1
Bosnia and Herzegovina,BIH,1985,162.94403,1
Bosnia and Herzegovina,BIH,1986,163.4504,1
Bosnia and Herzegovina,BIH,1987,166.85948,1
Bosnia and Herzegovina,BIH,1988,179.71667,1
Bosnia and Herzegovina,BIH,1989,180.45367,1
Bosnia and Herzegovina,BIH,1990,170.9381,1
Bosnia and Herzegovina,BIH,1991,180.44281,1
Bosnia and Herzegovina,BIH,2011,162.90929,1
Bosnia and Herzegovina,BIH,2014,158.40977,1
Bosnia and Herzegovina,BIH,2016,174.86018,1
Bosnia and Herzegovina,BIH,2017,169.47041,1
Bosnia and Herzegovina,BIH,2018,165.1509,1
Bosnia and Herzegovina,BIH,2019,161.7616,1
Bosnia and Herzegovina,BIH,2020,156.82527,1
Bosnia and Herzegovina,BIH,2021,144.68253,1
Bosnia and Herzegovina,BIH,2022,136.75659,1
Brazil,BRA,1979,94.55841,1
Brazil,BRA,1980,98.50914,1
Brazil,BRA,1981,100.31522,1
Brazil,BRA,1982,101.34031,1
Brazil,BRA,1983,98.30069,1
Brazil,BRA,1984,99.02446,1
Brazil,BRA,1985,99.74013,1
Brazil,BRA,1986,102.199165,1
Brazil,BRA,1987,110.94182,1
Brazil,BRA,1988,111.32658,1
Brazil,BRA,1989,110.036865,1
Brazil,BRA,1990,110.364975,1
Brazil,BRA,1991,109.84173,1
Brazil,BRA,1992,111.71414,1
Brazil,BRA,1993,112.27377,1
Brazil,BRA,1994,112.39662,1
Brazil,BRA,1995,112.41476,1
Brazil,BRA,1996,115.123604,1
Brazil,BRA,1997,116.1097,1
Brazil,BRA,1998,116.6393,1
Brazil,BRA,1999,117.540596,1
Brazil,BRA,2000,119.72521,1
Brazil,BRA,2001,119.62025,1
Brazil,BRA,2002,120.006355,1
Brazil,BRA,2003,120.10637,1
Brazil,BRA,2004,122.08498,1
Brazil,BRA,2005,124.09568,1
Brazil,BRA,2006,125.18213,1
Brazil,BRA,2007,125.389885,1
Brazil,BRA,2008,125.16744,1
Brazil,BRA,2009,124.244095,1
Brazil,BRA,2010,125.083855,1
Brazil,BRA,2011,123.02833,1
Brazil,BRA,2012,122.43361,1
Brazil,BRA,2013,122.060974,1
Brazil,BRA,2014,120.365974,1
Brazil,BRA,2015,120.58058,1
Brazil,BRA,2016,119.18298,1
Brazil,BRA,2017,117.13923,1
Brazil,BRA,2018,115.42348,1
Brazil,BRA,2019,113.11239,1
Brazil,BRA,2020,107.76842,1
Brunei,BRN,1996,99.19867,1
Brunei,BRN,1997,112.14211,1
Brunei,BRN,1998,136.39499,1
Brunei,BRN,1999,146.2966,1
Brunei,BRN,2000,159.89745,1
Brunei,BRN,2001,128.91986,1
Brunei,BRN,2002,123.25883,1
Brunei,BRN,2003,139.03377,1
Brunei,BRN,2004,149.37352,1
Brunei,BRN,2005,142.24243,1
Brunei,BRN,2006,115.016785,1
Brunei,BRN,2007,134.4533,1
Brunei,BRN,2008,116.10704,1
Brunei,BRN,2009,114.77856,1
Brunei,BRN,2010,131.29729,1
Brunei,BRN,2011,119.98866,1
Brunei,BRN,2012,133.89561,1
Brunei,BRN,2013,129.66054,1
Brunei,BRN,2014,115.84951,1
Brunei,BRN,2015,107.35314,1
Brunei,BRN,2016,100.52066,1
Brunei,BRN,2017,125.85473,1
Brunei,BRN,2018,100.872406,1
Brunei,BRN,2019,86.87554,1
Bulgaria,BGR,1964,158.62021,1
Bulgaria,BGR,1965,153.40962,1
Bulgaria,BGR,1966,154.95723,1
Bulgaria,BGR,1967,154.02625,1
Bulgaria,BGR,1968,154.65004,1
Bulgaria,BGR,1969,149.446,1
Bulgaria,BGR,1970,142.26825,1
Bulgaria,BGR,1971,147.23474,1
Bulgaria,BGR,1972,145.5204,1
Bulgaria,BGR,1973,144.29968,1
Bulgaria,BGR,1974,143.57057,1
Bulgaria,BGR,1975,138.53134,1
Bulgaria,BGR,1976,137.89294,1
Bulgaria,BGR,1977,141.9591,1
Bulgaria,BGR,1978,137.03651,1
Bulgaria,BGR,1979,141.78754,1
Bulgaria,BGR,1980,131.81767,1
Bulgaria,BGR,1981,142.58427,1
Bulgaria,BGR,1982,145.38383,1
Bulgaria,BGR,1983,149.5929,1
Bulgaria,BGR,1984,148.83229,1
Bulgaria,BGR,1985,144.9941,1
Bulgaria,BGR,1986,148.35846,1
Bulgaria,BGR,1987,156.45633,1
Bulgaria,BGR,1988,153.7282,1
Bulgaria,BGR,1989,155.8641,1
Bulgaria,BGR,1990,152.13463,1
Bulgaria,BGR,1991,154.31432,1
Bulgaria,BGR,1992,158.1597,1
Bulgaria,BGR,1993,159.36632,1
Bulgaria,BGR,1994,165.53119,1
Bulgaria,BGR,1995,162.37968,1
Bulgaria,BGR,1996,160.75514,1
Bulgaria,BGR,1997,160.19176,1
Bulgaria,BGR,1998,159.82204,1
Bulgaria,BGR,1999,157.59859,1
Bulgaria,BGR,2000,148.477,1
Bulgaria,BGR,2001,154.24579,1
Bulgaria,BGR,2002,156.79327,1
Bulgaria,BGR,2003,156.65363,1
Bulgaria,BGR,2004,161.37463,1
Bulgaria,BGR,2005,173.7228,1
Bulgaria,BGR,2006,173.3044,1
Bulgaria,BGR,2007,174.47154,1
Bulgaria,BGR,2008,176.85416,1
Bulgaria,BGR,2009,167.58328,1
Bulgaria,BGR,2010,162.67305,1
Bulgaria,BGR,2011,161.19536,1
Bulgaria,BGR,2012,172.07747,1
Bulgaria,BGR,2013,173.7716,1
Bulgaria,BGR,2014,167.68073,1
Bulgaria,BGR,2015,166.16766,1
Bulgaria,BGR,2016,157.78456,1
Bulgaria,BGR,2017,158.60095,1
Bulgaria,BGR,2018,157.67055,1
Bulgaria,BGR,2019,164.77895,1
