Entity,Code,Year,"Age standardized deaths from malignant neoplasms 100,000 people",Sex
Kazakhstan,KAZ,2020,103.181595,1
Kazakhstan,KAZ,2021,94.98943,1
Kuwait,KWT,1972,113.35241,1
Kuwait,KWT,1975,161.87497,1
Kuwait,KWT,1976,120.84081,1
Kuwait,KWT,1977,111.51988,1
Kuwait,KWT,1978,105.64709,1
Kuwait,KWT,1979,111.91959,1
Kuwait,KWT,1980,118.95237,1
Kuwait,KWT,1981,112.820984,1
Kuwait,KWT,1982,127.14522,1
Kuwait,KWT,1983,139.73987,1
Kuwait,KWT,1984,121.29933,1
Kuwait,KWT,1985,143.50725,1
Kuwait,KWT,1986,107.7011,1
Kuwait,KWT,1987,96.45825,1
Kuwait,KWT,1993,86.97538,1
Kuwait,KWT,1994,76.50419,1
Kuwait,KWT,1995,81.78212,1
Kuwait,KWT,1996,87.846794,1
Kuwait,KWT,1997,110.01925,1
Kuwait,KWT,1998,86.02341,1
Kuwait,KWT,1999,71.730225,1
Kuwait,KWT,2000,74.4414,1
Kuwait,KWT,2001,70.763504,1
Kuwait,KWT,2002,73.54005,1
Kuwait,KWT,2003,73.63338,1
Kuwait,KWT,2004,82.364586,1
Kuwait,KWT,2005,77.536934,1
Kuwait,KWT,2006,87.053665,1
Kuwait,KWT,2007,69.64806,1
Kuwait,KWT,2008,59.820568,1
Kuwait,KWT,2009,69.67445,1
Kuwait,KWT,2010,59.604008,1
Kuwait,KWT,2011,59.294224,1
Kuwait,KWT,2012,58.34503,1
Kuwait,KWT,2013,56.154663,1
Kuwait,KWT,2014,53.475273,1
Kuwait,KWT,2015,62.887707,1
Kuwait,KWT,2016,47.349678,1
Kuwait,KWT,2017,54.47882,1
Kuwait,KWT,2018,50.017353,1
Kuwait,KWT,2019,54.76044,1
Kyrgyzstan,KGZ,1981,136.7002,1
Kyrgyzstan,KGZ,1982,140.03387,1
Kyrgyzstan,KGZ,1985,145.86375,1
Kyrgyzstan,KGZ,1986,150.81671,1
Kyrgyzstan,KGZ,1987,151.97906,1
Kyrgyzstan,KGZ,1988,144.82565,1
Kyrgyzstan,KGZ,1989,151.94432,1
Kyrgyzstan,KGZ,1990,153.54886,1
Kyrgyzstan,KGZ,1991,155.02626,1
Kyrgyzstan,KGZ,1992,152.10783,1
Kyrgyzstan,KGZ,1993,135.21394,1
Kyrgyzstan,KGZ,1994,135.60504,1
Kyrgyzstan,KGZ,1995,124.24708,1
Kyrgyzstan,KGZ,1996,120.386894,1
Kyrgyzstan,KGZ,1997,120.76886,1
Kyrgyzstan,KGZ,1998,116.517265,1
Kyrgyzstan,KGZ,1999,113.017715,1
Kyrgyzstan,KGZ,2000,113.16314,1
Kyrgyzstan,KGZ,2001,110.87343,1
Kyrgyzstan,KGZ,2002,110.453514,1
Kyrgyzstan,KGZ,2003,108.616844,1
Kyrgyzstan,KGZ,2004,108.68053,1
Kyrgyzstan,KGZ,2005,111.546234,1
Kyrgyzstan,KGZ,2006,107.28766,1
Kyrgyzstan,KGZ,2007,103.76395,1
Kyrgyzstan,KGZ,2008,103.00333,1
Kyrgyzstan,KGZ,2009,116.894356,1
Kyrgyzstan,KGZ,2010,111.161,1
Kyrgyzstan,KGZ,2011,113.76611,1
Kyrgyzstan,KGZ,2012,108.99714,1
Kyrgyzstan,KGZ,2013,111.64523,1
Kyrgyzstan,KGZ,2014,119.37705,1
Kyrgyzstan,KGZ,2015,114.196434,1
Kyrgyzstan,KGZ,2016,113.20154,1
Kyrgyzstan,KGZ,2017,109.32935,1
Kyrgyzstan,KGZ,2018,111.29951,1
Kyrgyzstan,KGZ,2019,108.679,1
Latvia,LVA,1980,191.19453,1
Latvia,LVA,1981,192.90974,1
Latvia,LVA,1982,204.14368,1
Latvia,LVA,1983,206.9905,1
Latvia,LVA,1984,208.18695,1
Latvia,LVA,1985,206.74971,1
Latvia,LVA,1986,210.88638,1
Latvia,LVA,1987,222.9915,1
Latvia,LVA,1988,220.17052,1
Latvia,LVA,1989,227.41228,1
Latvia,LVA,1990,222.1562,1
Latvia,LVA,1991,233.22562,1
Latvia,LVA,1992,231.98433,1
Latvia,LVA,1993,224.24814,1
Latvia,LVA,1994,231.3086,1
Latvia,LVA,1995,225.82213,1
Latvia,LVA,1996,226.19348,1
Latvia,LVA,1997,219.59796,1
Latvia,LVA,1998,219.21677,1
Latvia,LVA,1999,232.69266,1
Latvia,LVA,2000,221.53668,1
Latvia,LVA,2001,233.95757,1
Latvia,LVA,2002,227.22375,1
Latvia,LVA,2003,228.06699,1
Latvia,LVA,2004,232.38629,1
Latvia,LVA,2005,234.07565,1
Latvia,LVA,2006,235.39482,1
Latvia,LVA,2007,228.95871,1
Latvia,LVA,2008,232.17659,1
Latvia,LVA,2009,227.27814,1
Latvia,LVA,2010,229.81592,1
Latvia,LVA,2011,224.3548,1
Latvia,LVA,2012,226.19257,1
Latvia,LVA,2013,222.6749,1
Latvia,LVA,2014,223.20201,1
Latvia,LVA,2015,207.89076,1
Latvia,LVA,2016,213.4463,1
Latvia,LVA,2017,217.3276,1
Latvia,LVA,2018,209.25697,1
Latvia,LVA,2019,209.91678,1
Latvia,LVA,2020,203.89423,1
Latvia,LVA,2021,201.72034,1
Lebanon,LBN,2019,62.676033,1
Lebanon,LBN,2020,56.443928,1
Lebanon,LBN,2021,52.40777,1
Lithuania,LTU,1981,188.84593,1
Lithuania,LTU,1982,189.14243,1
Lithuania,LTU,1985,197.09308,1
Lithuania,LTU,1986,197.63918,1
Lithuania,LTU,1987,202.6694,1
Lithuania,LTU,1988,207.36417,1
Lithuania,LTU,1989,206.9972,1
Lithuania,LTU,1990,218.26717,1
Lithuania,LTU,1991,216.37434,1
Lithuania,LTU,1992,228.06757,1
Lithuania,LTU,1993,227.89095,1
Lithuania,LTU,1994,227.39804,1
Lithuania,LTU,1995,231.75386,1
Lithuania,LTU,1996,227.82503,1
Lithuania,LTU,1997,223.80035,1
Lithuania,LTU,1998,224.67184,1
Lithuania,LTU,1999,228.22255,1
Lithuania,LTU,2000,226.6633,1
Lithuania,LTU,2001,225.12088,1
Lithuania,LTU,2002,222.05016,1
Lithuania,LTU,2003,217.27086,1
Lithuania,LTU,2004,220.88179,1
Lithuania,LTU,2005,217.95357,1
Lithuania,LTU,2006,226.0941,1
Lithuania,LTU,2007,230.62512,1
Lithuania,LTU,2008,219.3371,1
Lithuania,LTU,2009,221.13171,1
Lithuania,LTU,2010,219.65788,1
Lithuania,LTU,2011,214.74356,1
Lithuania,LTU,2012,210.8499,1
Lithuania,LTU,2013,203.91309,1
Lithuania,LTU,2014,210.8029,1
Lithuania,LTU,2015,214.89653,1
Lithuania,LTU,2016,209.33961,1
Lithuania,LTU,2017,200.0373,1
Lithuania,LTU,2018,201.57405,1
Lithuania,LTU,2019,198.58916,1
Lithuania,LTU,2020,200.34883,1
Lithuania,LTU,2021,184.60988,1
Lithuania,LTU,2022,182.26779,1
Luxembourg,LUX,1967,223.82147,1
Luxembourg,LUX,1968,231.44621,1
Luxembourg,LUX,1969,236.29721,1
Luxembourg,LUX,1970,239.08519,1
Luxembourg,LUX,1971,249.73015,1
Luxembourg,LUX,1972,212.38797,1
Luxembourg,LUX,1973,249.17459,1
Luxembourg,LUX,1974,224.00578,1
Luxembourg,LUX,1975,240.4128,1
Luxembourg,LUX,1976,234.80994,1
Luxembourg,LUX,1977,255.16884,1
Luxembourg,LUX,1978,246.28784,1
Luxembourg,LUX,1979,222.37733,1
Luxembourg,LUX,1980,228.07304,1
Luxembourg,LUX,1981,250.01305,1
Luxembourg,LUX,1982,283.72513,1
Luxembourg,LUX,1983,258.58853,1
Luxembourg,LUX,1984,236.57962,1
Luxembourg,LUX,1985,248.1508,1
Luxembourg,LUX,1986,244.10976,1
Luxembourg,LUX,1987,259.94156,1
Luxembourg,LUX,1988,252.69582,1
Luxembourg,LUX,1989,224.72762,1
Luxembourg,LUX,1990,227.78763,1
Luxembourg,LUX,1991,218.05759,1
Luxembourg,LUX,1992,231.14804,1
Luxembourg,LUX,1993,232.1967,1
Luxembourg,LUX,1994,202.95502,1
Luxembourg,LUX,1995,229.59236,1
Luxembourg,LUX,1996,213.93782,1
Luxembourg,LUX,1997,188.29865,1
Luxembourg,LUX,1998,204.99619,1
Luxembourg,LUX,1999,179.42413,1
Luxembourg,LUX,2000,194.5308,1
Luxembourg,LUX,2001,169.63727,1
Luxembourg,LUX,2002,171.6277,1
Luxembourg,LUX,2003,177.26509,1
Luxembourg,LUX,2004,174.96266,1
Luxembourg,LUX,2005,159.16957,1
Luxembourg,LUX,2006,154.32133,1
Luxembourg,LUX,2007,164.44147,1
Luxembourg,LUX,2008,147.3662,1
Luxembourg,LUX,2009,155.7779,1
Luxembourg,LUX,2010,158.97522,1
Luxembourg,LUX,2011,151.75554,1
Luxembourg,LUX,2012,144.27626,1
Luxembourg,LUX,2013,132.15414,1
Luxembourg,LUX,2014,148.28278,1
Luxembourg,LUX,2015,122.51447,1
Luxembourg,LUX,2016,131.62418,1
Luxembourg,LUX,2017,118.69447,1
Luxembourg,LUX,2018,115.66486,1
Luxembourg,LUX,2019,116.02055,1
Luxembourg,LUX,2020,99.583694,1
Luxembourg,LUX,2021,110.08328,1
Luxembourg,LUX,2022,93.948,1
Malaysia,MYS,2000,44.14577,1
Malaysia,MYS,2001,42.489944,1
Malaysia,MYS,2002,44.15392,1
Malaysia,MYS,2003,44.629795,1
Malaysia,MYS,2004,46.66536,1
Malaysia,MYS,2005,45.228783,1
Malaysia,MYS,2006,46.473972,1
Malaysia,MYS,2007,48.98127,1
Malaysia,MYS,2008,48.635525,1
Malaysia,MYS,2009,44.105553,1
Malaysia,MYS,2010,44.042828,1
Malaysia,MYS,2011,44.849068,1
Malaysia,MYS,2012,43.699448,1
Malaysia,MYS,2013,43.950253,1
Malaysia,MYS,2014,44.457108,1
Malaysia,MYS,2015,44.137985,1
Malaysia,MYS,2016,46.090042,1
Malaysia,MYS,2017,51.005527,1
Malaysia,MYS,2018,61.104908,1
Malaysia,MYS,2019,53.78899,1
Malaysia,MYS,2020,56.906574,1
Maldives,MDV,2000,0,1
Maldives,MDV,2001,44.45303,1
Maldives,MDV,2002,44.19074,1
Maldives,MDV,2003,27.543837,1
Maldives,MDV,2004,16.268751,1
Maldives,MDV,2005,25.333614,1
Maldives,MDV,2007,35.00585,1
Maldives,MDV,2008,52.94418,1
Maldives,MDV,2010,46.74357,1
Maldives,MDV,2011,50.507637,1
Maldives,MDV,2012,42.19118,1
Maldives,MDV,2013,49.32552,1
Maldives,MDV,2014,36.704784,1
Maldives,MDV,2015,35.736805,1
Maldives,MDV,2016,28.985315,1
Maldives,MDV,2017,39.334915,1
Maldives,MDV,2018,38.68662,1
Maldives,MDV,2019,42.746838,1
Malta,MLT,1965,152.77386,1
Malta,MLT,1967,144.45564,1
Malta,MLT,1968,133.09201,1
Malta,MLT,1969,122.37488,1
Malta,MLT,1970,147.15092,1
Malta,MLT,1971,149.31606,1
Malta,MLT,1972,129.85797,1
Malta,MLT,1973,148.82701,1
Malta,MLT,1974,149.72002,1
Malta,MLT,1975,164.58278,1
Malta,MLT,1976,168.98093,1
Malta,MLT,1977,155.9908,1
Malta,MLT,1978,184.93974,1
Malta,MLT,1979,185.71674,1
Malta,MLT,1980,195.93217,1
Malta,MLT,1981,239.98483,1
Malta,MLT,1982,177.38506,1
Malta,MLT,1983,190.71269,1
Malta,MLT,1984,175.15399,1
Malta,MLT,1985,186.27962,1
Malta,MLT,1986,163.36775,1
Malta,MLT,1987,178.44316,1
Malta,MLT,1988,156.06705,1
Malta,MLT,1989,166.09488,1
Malta,MLT,1990,163.01819,1
Malta,MLT,1991,177.13985,1
Malta,MLT,1992,185.4162,1
Malta,MLT,1993,177.26492,1
Malta,MLT,1994,183.23128,1
Malta,MLT,1995,200.21758,1
Malta,MLT,1996,188.58383,1
Malta,MLT,1997,179.45918,1
Malta,MLT,1998,179.5977,1
Malta,MLT,1999,180.60161,1
Malta,MLT,2000,153.00577,1
Malta,MLT,2001,167.11107,1
Malta,MLT,2002,162.91878,1
Malta,MLT,2003,146.23952,1
Malta,MLT,2004,144.88295,1
Malta,MLT,2005,137.99211,1
Malta,MLT,2006,149.80731,1
Malta,MLT,2007,147.15457,1
Malta,MLT,2008,155.32715,1
Malta,MLT,2009,146.55069,1
Malta,MLT,2010,137.32658,1
Malta,MLT,2011,137.87509,1
Malta,MLT,2012,138.8986,1
Malta,MLT,2013,126.05676,1
Malta,MLT,2014,139.03093,1
Malta,MLT,2015,128.59349,1
Malta,MLT,2016,122.87636,1
Malta,MLT,2017,122.11522,1
Malta,MLT,2018,130.12372,1
Malta,MLT,2019,112.1557,1
Malta,MLT,2020,125.81498,1
Martinique,MTQ,1970,165.15025,1
Martinique,MTQ,1971,148.8298,1
Martinique,MTQ,1974,142.85556,1
Martinique,MTQ,1975,163.57907,1
Martinique,MTQ,1981,136.96915,1
Martinique,MTQ,1982,137.42195,1
Martinique,MTQ,1985,212.97827,1
Martinique,MTQ,2000,150.12325,1
Martinique,MTQ,2001,145.17767,1
Martinique,MTQ,2002,139.74286,1
Martinique,MTQ,2003,148.94157,1
Martinique,MTQ,2004,143.96689,1
Martinique,MTQ,2005,127.951836,1
Martinique,MTQ,2006,137.28462,1
Martinique,MTQ,2007,126.177895,1
Martinique,MTQ,2008,125.45666,1
Martinique,MTQ,2009,132.06044,1
Martinique,MTQ,2010,145.47806,1
Martinique,MTQ,2011,117.33502,1
Martinique,MTQ,2013,129.25676,1
Martinique,MTQ,2014,123.965385,1
Martinique,MTQ,2015,108.557915,1
Martinique,MTQ,2016,117.49178,1
Mauritius,MUS,1961,63.373333,1
Mauritius,MUS,1962,72.27033,1
Mauritius,MUS,1963,65.03189,1
Mauritius,MUS,1964,70.06663,1
Mauritius,MUS,1965,83.48113,1
Mauritius,MUS,1966,88.49562,1
Mauritius,MUS,1967,74.21722,1
Mauritius,MUS,1968,93.60326,1
Mauritius,MUS,1969,87.52755,1
Mauritius,MUS,1970,90.218376,1
Mauritius,MUS,1971,80.33043,1
Mauritius,MUS,1972,88.26712,1
Mauritius,MUS,1973,112.38592,1
Mauritius,MUS,1974,79.42556,1
Mauritius,MUS,1975,102.27485,1
Mauritius,MUS,1976,109.22732,1
Mauritius,MUS,1977,80.859795,1
Mauritius,MUS,1978,85.08052,1
Mauritius,MUS,1979,126.226814,1
Mauritius,MUS,1980,101.560356,1
Mauritius,MUS,1981,151.5739,1
Mauritius,MUS,1982,127.532036,1
Mauritius,MUS,1983,87.5689,1
Mauritius,MUS,1984,104.2125,1
Mauritius,MUS,1985,98.816444,1
Mauritius,MUS,1986,99.09193,1
Mauritius,MUS,1987,84.421425,1
Mauritius,MUS,1988,98.39519,1
Mauritius,MUS,1989,97.977585,1
Mauritius,MUS,1990,101.57288,1
Mauritius,MUS,1991,96.88336,1
Mauritius,MUS,1992,98.10836,1
Mauritius,MUS,1993,96.27785,1
Mauritius,MUS,1994,94.24525,1
Mauritius,MUS,1995,90.017296,1
Mauritius,MUS,1996,95.28855,1
Mauritius,MUS,1997,99.505066,1
Mauritius,MUS,1998,98.295685,1
Mauritius,MUS,1999,100.43425,1
Mauritius,MUS,2000,85.184006,1
Mauritius,MUS,2001,109.14301,1
Mauritius,MUS,2002,101.30605,1
Mauritius,MUS,2003,104.291,1
Mauritius,MUS,2004,101.63387,1
Mauritius,MUS,2005,90.73063,1
Mauritius,MUS,2006,94.800896,1
Mauritius,MUS,2007,98.66087,1
Mauritius,MUS,2008,105.39003,1
Mauritius,MUS,2009,98.22522,1
Mauritius,MUS,2010,97.86205,1
Mauritius,MUS,2011,93.88534,1
Mauritius,MUS,2012,96.34474,1
Mauritius,MUS,2013,98.845856,1
Mauritius,MUS,2014,94.542076,1
Mauritius,MUS,2015,94.69197,1
Mauritius,MUS,2016,85.67937,1
Mauritius,MUS,2017,90.94751,1
Mauritius,MUS,2018,91.08879,1
Mauritius,MUS,2019,91.63779,1
Mauritius,MUS,2020,85.245804,1
Mauritius,MUS,2021,84.17948,1
Mauritius,MUS,2022,85.82793,1
Mayotte,MYT,2012,59.727745,1
Mayotte,MYT,2013,69.64285,1
Mayotte,MYT,2014,78.14338,1
Mayotte,MYT,2015,70.4872,1
Mayotte,MYT,2016,94.25592,1
Mexico,MEX,1955,41.762794,1
Mexico,MEX,1956,47.302956,1
Mexico,MEX,1957,54.604702,1
Mexico,MEX,1958,53.54509,1
Mexico,MEX,1959,52.025635,1
Mexico,MEX,1960,56.39841,1
Mexico,MEX,1961,54.4199,1
Mexico,MEX,1962,52.666336,1
Mexico,MEX,1963,55.985977,1
Mexico,MEX,1964,57.886917,1
Mexico,MEX,1965,59.58438,1
Mexico,MEX,1966,58.166107,1
Mexico,MEX,1967,57.54852,1
Mexico,MEX,1968,55.930096,1
Mexico,MEX,1969,62.419224,1
Mexico,MEX,1970,63.38969,1
Mexico,MEX,1971,60.227203,1
Mexico,MEX,1972,61.61691,1
Mexico,MEX,1973,61.407833,1
Mexico,MEX,1974,62.96941,1
Mexico,MEX,1975,63.376575,1
Mexico,MEX,1976,65.62142,1
Mexico,MEX,1977,67.06976,1
Mexico,MEX,1978,67.41554,1
Mexico,MEX,1979,71.60125,1
Mexico,MEX,1980,70.6925,1
Mexico,MEX,1981,78.80163,1
Mexico,MEX,1982,81.6371,1
Mexico,MEX,1983,85.67052,1
Mexico,MEX,1984,76.99526,1
Mexico,MEX,1985,88.597,1
Mexico,MEX,1986,90.5869,1
Mexico,MEX,1987,93.023926,1
Mexico,MEX,1988,97.157135,1
Mexico,MEX,1989,98.55894,1
Mexico,MEX,1990,97.75609,1
Mexico,MEX,1991,96.358315,1
Mexico,MEX,1992,97.1309,1
Mexico,MEX,1993,97.024635,1
Mexico,MEX,1994,98.81449,1
Mexico,MEX,1995,99.834366,1
Mexico,MEX,1996,89.13345,1
Mexico,MEX,1997,88.82294,1
Mexico,MEX,1998,88.724754,1
Mexico,MEX,1999,87.728516,1
Mexico,MEX,2000,87.68493,1
Mexico,MEX,2001,86.117355,1
Mexico,MEX,2002,88.0319,1
Mexico,MEX,2003,88.07156,1
Mexico,MEX,2004,86.06293,1
Mexico,MEX,2005,86.26636,1
Mexico,MEX,2006,83.90719,1
Mexico,MEX,2007,81.438354,1
Mexico,MEX,2008,83.18969,1
Mexico,MEX,2009,80.61891,1
Mexico,MEX,2010,80.578896,1
Mexico,MEX,2011,78.93435,1
Mexico,MEX,2012,79.35609,1
Mexico,MEX,2013,76.900024,1
Mexico,MEX,2014,78.23004,1
Mexico,MEX,2015,78.21806,1
Mexico,MEX,2016,78.95775,1
Mexico,MEX,2017,77.87405,1
Mexico,MEX,2018,76.63376,1
Mexico,MEX,2019,77.328575,1
Mexico,MEX,2020,77.55071,1
Mexico,MEX,2021,72.99509,1
Moldova,MDA,1981,127.55781,1
Moldova,MDA,1982,130.23544,1
Moldova,MDA,1985,140.16212,1
Moldova,MDA,1986,153.1512,1
Moldova,MDA,1987,156.87695,1
Moldova,MDA,1988,163.89943,1
Moldova,MDA,1989,174.57762,1
Moldova,MDA,1990,174.43723,1
Moldova,MDA,1991,174.50174,1
Moldova,MDA,1992,172.55965,1
Moldova,MDA,1993,172.92332,1
Moldova,MDA,1994,179.53871,1
Moldova,MDA,1995,172.75967,1
Moldova,MDA,1996,169.65472,1
Moldova,MDA,1997,167.20454,1
Moldova,MDA,1998,164.06938,1
Moldova,MDA,1999,153.17752,1
Moldova,MDA,2000,152.40039,1
Moldova,MDA,2001,155.69598,1
Moldova,MDA,2002,161.60057,1
Moldova,MDA,2003,160.0121,1
Moldova,MDA,2004,169.11224,1
Moldova,MDA,2005,171.55492,1
Moldova,MDA,2006,174.19247,1
Moldova,MDA,2007,167.03326,1
Moldova,MDA,2008,170.38432,1
Moldova,MDA,2009,176.2252,1
Moldova,MDA,2010,174.95479,1
Moldova,MDA,2011,170.34436,1
Moldova,MDA,2012,177.66705,1
Moldova,MDA,2013,174.38918,1
Moldova,MDA,2014,175.07198,1
Moldova,MDA,2015,177.51932,1
Moldova,MDA,2016,177.30858,1
Moldova,MDA,2017,173.6814,1
Moldova,MDA,2018,172.63135,1
Mongolia,MNG,1994,268.36478,1
Mongolia,MNG,2016,288.35242,1
Mongolia,MNG,2017,261.59875,1
Mongolia,MNG,2018,263.2472,1
Mongolia,MNG,2019,275.56262,1
Mongolia,MNG,2020,247.82976,1
Mongolia,MNG,2021,241.45093,1
Montenegro,MNE,2000,147.5186,1
Montenegro,MNE,2001,144.83405,1
Montenegro,MNE,2002,162.0427,1
Montenegro,MNE,2003,166.63248,1
Montenegro,MNE,2004,158.13396,1
Montenegro,MNE,2005,158.48875,1
Montenegro,MNE,2006,150.69173,1
Montenegro,MNE,2007,145.45547,1
Montenegro,MNE,2008,140.1576,1
Montenegro,MNE,2009,124.91444,1
Montenegro,MNE,2017,156.39243,1
Montenegro,MNE,2019,134.41275,1
Netherlands,NLD,1950,167.82031,1
Netherlands,NLD,1951,167.01675,1
Netherlands,NLD,1952,168.49709,1
Netherlands,NLD,1953,169.0365,1
Netherlands,NLD,1954,173.10838,1
Netherlands,NLD,1955,172.92735,1
Netherlands,NLD,1956,173.90338,1
Netherlands,NLD,1957,174.89377,1
Netherlands,NLD,1958,179.09409,1
Netherlands,NLD,1959,180.81085,1
Netherlands,NLD,1960,184.79227,1
Netherlands,NLD,1961,190.05196,1
Netherlands,NLD,1962,190.59251,1
Netherlands,NLD,1963,197.22563,1
Netherlands,NLD,1964,201.59848,1
Netherlands,NLD,1965,200.96825,1
Netherlands,NLD,1966,204.24986,1
Netherlands,NLD,1967,206.84882,1
Netherlands,NLD,1968,218.03249,1
Netherlands,NLD,1969,212.79646,1
Netherlands,NLD,1970,212.59041,1
Netherlands,NLD,1971,214.98793,1
Netherlands,NLD,1972,217.6064,1
Netherlands,NLD,1973,223.81523,1
Netherlands,NLD,1974,223.85568,1
Netherlands,NLD,1975,228.50603,1
Netherlands,NLD,1976,229.537,1
Netherlands,NLD,1977,223.80013,1
Netherlands,NLD,1978,232.3635,1
Netherlands,NLD,1979,229.62909,1
Netherlands,NLD,1980,234.29652,1
Netherlands,NLD,1981,233.70274,1
Netherlands,NLD,1982,234.225,1
Netherlands,NLD,1983,232.44049,1
Netherlands,NLD,1984,234.4458,1
Netherlands,NLD,1985,232.04987,1
Netherlands,NLD,1986,235.56723,1
Netherlands,NLD,1987,237.17735,1
Netherlands,NLD,1988,235.9177,1
Netherlands,NLD,1989,230.55154,1
Netherlands,NLD,1990,224.68315,1
Netherlands,NLD,1991,223.96059,1
Netherlands,NLD,1992,223.47542,1
Netherlands,NLD,1993,221.51683,1
Netherlands,NLD,1994,216.69142,1
Netherlands,NLD,1995,213.99991,1
Netherlands,NLD,1996,213.8324,1
Netherlands,NLD,1997,206.72899,1
Netherlands,NLD,1998,205.0555,1
Netherlands,NLD,1999,204.84009,1
Netherlands,NLD,2000,198.45003,1
Netherlands,NLD,2001,192.78658,1
Netherlands,NLD,2002,190.00041,1
Netherlands,NLD,2003,187.005,1
Netherlands,NLD,2004,185.18771,1
Netherlands,NLD,2005,181.95901,1
Netherlands,NLD,2006,177.90999,1
Netherlands,NLD,2007,175.86655,1
Netherlands,NLD,2008,172.84793,1
Netherlands,NLD,2009,172.35306,1
Netherlands,NLD,2010,172.11221,1
Netherlands,NLD,2011,165.76648,1
Netherlands,NLD,2012,164.85252,1
Netherlands,NLD,2013,155.44354,1
Netherlands,NLD,2014,152.77449,1
Netherlands,NLD,2015,152.93326,1
Netherlands,NLD,2016,152.1764,1
Netherlands,NLD,2017,147.87508,1
Netherlands,NLD,2018,137.38884,1
Netherlands,NLD,2019,132.30682,1
Netherlands,NLD,2020,130.47998,1
Netherlands,NLD,2021,130.99355,1
Netherlands,NLD,2022,129.17712,1
New Zealand,NZL,1950,154.56458,1
New Zealand,NZL,1951,156.09535,1
New Zealand,NZL,1952,152.10849,1
New Zealand,NZL,1953,154.67763,1
New Zealand,NZL,1954,154.35138,1
New Zealand,NZL,1955,161.0426,1
New Zealand,NZL,1956,158.27092,1
New Zealand,NZL,1957,163.32213,1
New Zealand,NZL,1958,159.4665,1
New Zealand,NZL,1959,164.34271,1
New Zealand,NZL,1960,153.93489,1
New Zealand,NZL,1961,165.84229,1
New Zealand,NZL,1962,169.65465,1
New Zealand,NZL,1963,177.94276,1
New Zealand,NZL,1964,167.9505,1
New Zealand,NZL,1965,173.62292,1
New Zealand,NZL,1966,172.57666,1
New Zealand,NZL,1967,168.61415,1
New Zealand,NZL,1968,181.77701,1
New Zealand,NZL,1969,186.09863,1
New Zealand,NZL,1970,195.81021,1
New Zealand,NZL,1971,196.19809,1
New Zealand,NZL,1972,185.04259,1
New Zealand,NZL,1973,195.6088,1
New Zealand,NZL,1974,201.20464,1
New Zealand,NZL,1975,202.53381,1
New Zealand,NZL,1976,199.77759,1
New Zealand,NZL,1977,203.26103,1
New Zealand,NZL,1978,195.3956,1
New Zealand,NZL,1979,197.48183,1
New Zealand,NZL,1980,198.11037,1
New Zealand,NZL,1981,202.24718,1
New Zealand,NZL,1982,198.85704,1
New Zealand,NZL,1983,200.23874,1
New Zealand,NZL,1984,202.292,1
New Zealand,NZL,1985,204.12764,1
New Zealand,NZL,1986,200.2013,1
New Zealand,NZL,1987,197.68597,1
New Zealand,NZL,1988,199.95079,1
New Zealand,NZL,1989,198.47333,1
New Zealand,NZL,1990,197.43507,1
New Zealand,NZL,1991,188.35289,1
New Zealand,NZL,1992,196.38608,1
New Zealand,NZL,1993,194.26894,1
New Zealand,NZL,1994,190.38116,1
New Zealand,NZL,1995,190.61153,1
New Zealand,NZL,1996,184.65977,1
New Zealand,NZL,1997,179.25749,1
New Zealand,NZL,1998,178.1901,1
New Zealand,NZL,1999,180.14691,1
New Zealand,NZL,2000,177.32033,1
New Zealand,NZL,2001,175.50941,1
New Zealand,NZL,2002,168.57968,1
New Zealand,NZL,2003,167.53185,1
New Zealand,NZL,2004,161.40431,1
New Zealand,NZL,2005,154.66794,1
New Zealand,NZL,2006,148.86617,1
New Zealand,NZL,2007,157.13692,1
New Zealand,NZL,2008,152.54442,1
New Zealand,NZL,2009,143.63998,1
New Zealand,NZL,2010,141.68683,1
New Zealand,NZL,2011,141.62491,1
New Zealand,NZL,2012,139.40369,1
New Zealand,NZL,2013,139.03223,1
New Zealand,NZL,2014,135.62845,1
New Zealand,NZL,2015,138.34592,1
New Zealand,NZL,2016,131.42783,1
Nicaragua,NIC,2005,70.70265,1
Nicaragua,NIC,2006,62.410576,1
Nicaragua,NIC,2007,67.99544,1
Nicaragua,NIC,2008,68.44038,1
Nicaragua,NIC,2009,69.57538,1
Nicaragua,NIC,2010,72.71794,1
Nicaragua,NIC,2011,68.66577,1
Nicaragua,NIC,2012,73.56837,1
Nicaragua,NIC,2013,73.781006,1
Nicaragua,NIC,2014,70.83968,1
Nicaragua,NIC,2015,70.34361,1
Nicaragua,NIC,2016,70.285034,1
Nicaragua,NIC,2017,66.918724,1
Nicaragua,NIC,2018,63.43561,1
Nicaragua,NIC,2019,64.448784,1
Nicaragua,NIC,2020,71.03084,1
Nicaragua,NIC,2021,66.21609,1
North Macedonia,MKD,1991,132.9239,1
North Macedonia,MKD,1992,142.49403,1
North Macedonia,MKD,1993,143.52287,1
North Macedonia,MKD,1994,152.15778,1
North Macedonia,MKD,1995,151.46391,1
North Macedonia,MKD,1996,154.53165,1
North Macedonia,MKD,1997,160.24878,1
North Macedonia,MKD,1998,170.06989,1
North Macedonia,MKD,1999,155.09332,1
North Macedonia,MKD,2000,162.54958,1
North Macedonia,MKD,2001,165.49892,1
North Macedonia,MKD,2002,169.14972,1
North Macedonia,MKD,2003,167.9168,1
North Macedonia,MKD,2004,158.95699,1
