Entity,Code,Year,Age,"Deaths from malignant neoplasms per 100,000 people in, both sexes"
Belgium,BEL,2020,1-4,1.4318061
Belize,BLZ,1964,1-4,0.0
Belize,BLZ,1965,1-4,6.477523
Belize,BLZ,1966,1-4,0.0
Belize,BLZ,1967,1-4,0.0
Belize,BLZ,1968,1-4,6.1391125
Belize,BLZ,1969,1-4,5.986232
Belize,BLZ,1970,1-4,5.8692336
Belize,BLZ,1971,1-4,0.0
Belize,BLZ,1972,1-4,0.0
Belize,BLZ,1973,1-4,0.0
Belize,BLZ,1974,1-4,0.0
Belize,BLZ,1975,1-4,0.0
Belize,BLZ,1976,1-4,9.756098
Belize,BLZ,1977,1-4,0.0
Belize,BLZ,1978,1-4,0.0
Belize,BLZ,1979,1-4,0.0
Belize,BLZ,1980,1-4,0.0
Belize,BLZ,1982,1-4,0.0
Belize,BLZ,1983,1-4,0.0
Belize,BLZ,1984,1-4,0.0
Belize,BLZ,1986,1-4,12.5
Belize,BLZ,1987,1-4,0.0
Belize,BLZ,1989,1-4,0.0
Belize,BLZ,1990,1-4,0.0
Belize,BLZ,1991,1-4,4.0983605
Belize,BLZ,1993,1-4,3.90625
Belize,BLZ,1994,1-4,0.0
Belize,BLZ,1995,1-4,3.5714285
Belize,BLZ,1996,1-4,0.0
Belize,BLZ,1997,1-4,7.4432454
Belize,BLZ,1998,1-4,0.0
Belize,BLZ,1999,1-4,3.4612856
Belize,BLZ,2000,1-4,6.7369556
Belize,BLZ,2001,1-4,13.269198
Belize,BLZ,2002,1-4,9.833164
Belize,BLZ,2003,1-4,0.0
Belize,BLZ,2004,1-4,0.0
Belize,BLZ,2005,1-4,6.471026
Belize,BLZ,2006,1-4,3.2646666
Belize,BLZ,2007,1-4,3.277399
Belize,BLZ,2008,1-4,3.2771842
Belize,BLZ,2009,1-4,6.5423617
Belize,BLZ,2010,1-4,6.544717
Belize,BLZ,2011,1-4,3.3208249
Belize,BLZ,2012,1-4,3.3278978
Belize,BLZ,2013,1-4,9.92983
Belize,BLZ,2014,1-4,0.0
Belize,BLZ,2015,1-4,3.270967
Belize,BLZ,2016,1-4,0.0
Bosnia and Herzegovina,BIH,1985,1-4,5.996473
Bosnia and Herzegovina,BIH,1986,1-4,8.784259
Bosnia and Herzegovina,BIH,1987,1-4,7.760141
Bosnia and Herzegovina,BIH,1988,1-4,9.907997
Bosnia and Herzegovina,BIH,1989,1-4,4.905396
Bosnia and Herzegovina,BIH,1990,1-4,4.5678144
Bosnia and Herzegovina,BIH,1991,1-4,2.4196336
Bosnia and Herzegovina,BIH,2011,1-4,3.0043564
Bosnia and Herzegovina,BIH,2014,1-4,0.7218184
Bosnia and Herzegovina,BIH,2016,1-4,2.1384733
Bosnia and Herzegovina,BIH,2017,1-4,1.6469445
Bosnia and Herzegovina,BIH,2018,1-4,1.7101326
Bosnia and Herzegovina,BIH,2019,1-4,2.6563013
Bosnia and Herzegovina,BIH,2020,1-4,1.8437088
Bosnia and Herzegovina,BIH,2021,1-4,1.7248665
Bosnia and Herzegovina,BIH,2022,1-4,0.88486177
Brazil,BRA,1979,1-4,4.0654817
Brazil,BRA,1980,1-4,4.3817115
Brazil,BRA,1981,1-4,4.9766436
Brazil,BRA,1982,1-4,4.5435658
Brazil,BRA,1983,1-4,5.1037354
Brazil,BRA,1984,1-4,4.433778
Brazil,BRA,1985,1-4,4.142141
Brazil,BRA,1986,1-4,5.069878
Brazil,BRA,1987,1-4,4.279403
Brazil,BRA,1988,1-4,4.1853185
Brazil,BRA,1989,1-4,4.2117496
Brazil,BRA,1990,1-4,3.688995
Brazil,BRA,1991,1-4,4.1137037
Brazil,BRA,1992,1-4,3.849374
Brazil,BRA,1993,1-4,3.6999502
Brazil,BRA,1994,1-4,3.8361049
Brazil,BRA,1995,1-4,3.7368743
Brazil,BRA,1996,1-4,3.8986807
Brazil,BRA,1997,1-4,4.213675
Brazil,BRA,1998,1-4,4.7851667
Brazil,BRA,1999,1-4,4.61758
Brazil,BRA,2000,1-4,4.614624
Brazil,BRA,2001,1-4,4.5030127
Brazil,BRA,2002,1-4,4.5656962
Brazil,BRA,2003,1-4,4.6834164
Brazil,BRA,2004,1-4,4.729537
Brazil,BRA,2005,1-4,4.5583773
Brazil,BRA,2006,1-4,4.5851874
Brazil,BRA,2007,1-4,4.3647127
Brazil,BRA,2008,1-4,4.46477
Brazil,BRA,2009,1-4,4.7302155
Brazil,BRA,2010,1-4,4.461658
Brazil,BRA,2011,1-4,4.832454
Brazil,BRA,2012,1-4,5.0830836
Brazil,BRA,2013,1-4,5.018976
Brazil,BRA,2014,1-4,4.635128
Brazil,BRA,2015,1-4,4.2354274
Brazil,BRA,2016,1-4,4.7455425
Brazil,BRA,2017,1-4,4.670247
Brazil,BRA,2018,1-4,4.6549716
Brazil,BRA,2019,1-4,4.156323
Brazil,BRA,2020,1-4,3.7658865
Brunei,BRN,1996,1-4,0.0
Brunei,BRN,1997,1-4,3.3691587
Brunei,BRN,1998,1-4,3.4259481
Brunei,BRN,1999,1-4,3.5014005
Brunei,BRN,2000,1-4,10.693281
Brunei,BRN,2001,1-4,7.267706
Brunei,BRN,2002,1-4,0.0
Brunei,BRN,2003,1-4,0.0
Brunei,BRN,2004,1-4,0.0
Brunei,BRN,2005,1-4,7.178751
Brunei,BRN,2006,1-4,10.645848
Brunei,BRN,2007,1-4,3.8470416
Brunei,BRN,2008,1-4,3.9030483
Brunei,BRN,2009,1-4,0.0
Brunei,BRN,2010,1-4,3.5186489
Brunei,BRN,2011,1-4,0.0
Brunei,BRN,2012,1-4,0.0
Brunei,BRN,2013,1-4,7.70327
Brunei,BRN,2014,1-4,3.7544584
Brunei,BRN,2015,1-4,0.0
Brunei,BRN,2016,1-4,30.955645
Brunei,BRN,2017,1-4,4.277345
Brunei,BRN,2018,1-4,8.155605
Brunei,BRN,2019,1-4,3.7155383
Bulgaria,BGR,1964,1-4,11.872846
Bulgaria,BGR,1965,1-4,10.906207
Bulgaria,BGR,1966,1-4,13.25945
Bulgaria,BGR,1967,1-4,13.010408
Bulgaria,BGR,1968,1-4,7.9171743
Bulgaria,BGR,1969,1-4,10.458568
Bulgaria,BGR,1970,1-4,11.012783
Bulgaria,BGR,1971,1-4,10.898662
Bulgaria,BGR,1972,1-4,8.379889
Bulgaria,BGR,1973,1-4,6.769462
Bulgaria,BGR,1974,1-4,8.935361
Bulgaria,BGR,1975,1-4,9.800226
Bulgaria,BGR,1976,1-4,7.557604
Bulgaria,BGR,1977,1-4,7.3860564
Bulgaria,BGR,1978,1-4,8.002846
Bulgaria,BGR,1979,1-4,6.4701653
Bulgaria,BGR,1980,1-4,8.576642
Bulgaria,BGR,1981,1-4,9.014085
Bulgaria,BGR,1982,1-4,10.4267235
Bulgaria,BGR,1983,1-4,8.860012
Bulgaria,BGR,1984,1-4,12.439807
Bulgaria,BGR,1985,1-4,10.462075
Bulgaria,BGR,1986,1-4,6.6994195
Bulgaria,BGR,1987,1-4,8.703035
Bulgaria,BGR,1988,1-4,9.430008
Bulgaria,BGR,1989,1-4,6.5566835
Bulgaria,BGR,1990,1-4,6.235218
Bulgaria,BGR,1991,1-4,7.3105893
Bulgaria,BGR,1992,1-4,8.310926
Bulgaria,BGR,1993,1-4,6.2176166
Bulgaria,BGR,1994,1-4,7.6315074
Bulgaria,BGR,1995,1-4,9.208633
Bulgaria,BGR,1996,1-4,7.308161
Bulgaria,BGR,1997,1-4,6.4226074
Bulgaria,BGR,1998,1-4,8.523696
Bulgaria,BGR,1999,1-4,6.517017
Bulgaria,BGR,2000,1-4,4.0732894
Bulgaria,BGR,2001,1-4,5.8878484
Bulgaria,BGR,2002,1-4,5.7969446
Bulgaria,BGR,2003,1-4,3.3925395
Bulgaria,BGR,2004,1-4,5.238874
Bulgaria,BGR,2005,1-4,4.478364
Bulgaria,BGR,2006,1-4,5.9026
Bulgaria,BGR,2007,1-4,6.515436
Bulgaria,BGR,2008,1-4,3.8842082
Bulgaria,BGR,2009,1-4,5.515701
Bulgaria,BGR,2010,1-4,1.6794924
Bulgaria,BGR,2011,1-4,4.469412
Bulgaria,BGR,2012,1-4,3.5693061
Bulgaria,BGR,2013,1-4,4.299103
Bulgaria,BGR,2014,1-4,3.6485364
Bulgaria,BGR,2015,1-4,2.2260394
Bulgaria,BGR,2016,1-4,2.2461562
Bulgaria,BGR,2017,1-4,4.1542983
Bulgaria,BGR,2018,1-4,3.0323246
Bulgaria,BGR,2019,1-4,3.8253205
Bulgaria,BGR,2020,1-4,1.9436837
Bulgaria,BGR,2021,1-4,4.3553834
Canada,CAN,1950,1-4,11.845924
Canada,CAN,1951,1-4,10.719302
Canada,CAN,1952,1-4,11.872211
Canada,CAN,1953,1-4,12.52975
Canada,CAN,1954,1-4,10.789903
Canada,CAN,1955,1-4,11.409785
Canada,CAN,1956,1-4,12.668045
Canada,CAN,1957,1-4,12.416962
Canada,CAN,1958,1-4,10.337902
Canada,CAN,1959,1-4,11.950342
Canada,CAN,1960,1-4,11.255755
Canada,CAN,1961,1-4,11.276097
Canada,CAN,1962,1-4,10.764499
Canada,CAN,1963,1-4,10.564922
Canada,CAN,1964,1-4,10.907504
Canada,CAN,1965,1-4,10.511908
Canada,CAN,1966,1-4,9.9616
Canada,CAN,1967,1-4,10.466114
Canada,CAN,1968,1-4,9.722722
Canada,CAN,1969,1-4,9.377178
Canada,CAN,1970,1-4,8.333889
Canada,CAN,1971,1-4,9.302962
Canada,CAN,1972,1-4,10.118632
Canada,CAN,1973,1-4,8.080382
Canada,CAN,1974,1-4,6.5469904
Canada,CAN,1975,1-4,6.6032376
Canada,CAN,1976,1-4,6.0270514
Canada,CAN,1977,1-4,6.4311004
Canada,CAN,1978,1-4,5.890805
Canada,CAN,1979,1-4,5.5133896
Canada,CAN,1980,1-4,5.970359
Canada,CAN,1981,1-4,5.916743
Canada,CAN,1982,1-4,4.5051193
Canada,CAN,1983,1-4,4.9569707
Canada,CAN,1984,1-4,5.2438025
Canada,CAN,1985,1-4,4.0444894
Canada,CAN,1986,1-4,5.633607
Canada,CAN,1987,1-4,4.8037333
Canada,CAN,1988,1-4,4.494382
Canada,CAN,1989,1-4,3.6516094
Canada,CAN,1990,1-4,3.730837
Canada,CAN,1991,1-4,3.1064112
Canada,CAN,1992,1-4,3.2857323
Canada,CAN,1993,1-4,3.2896779
Canada,CAN,1994,1-4,2.5344625
Canada,CAN,1995,1-4,2.490505
Canada,CAN,1996,1-4,3.9762685
Canada,CAN,1997,1-4,3.2540038
Canada,CAN,1998,1-4,2.742107
Canada,CAN,1999,1-4,3.220921
Canada,CAN,2000,1-4,2.2820315
Canada,CAN,2001,1-4,3.1537938
Canada,CAN,2002,1-4,2.3521261
Canada,CAN,2003,1-4,2.100556
Canada,CAN,2004,1-4,2.6305676
Canada,CAN,2005,1-4,2.0524142
Canada,CAN,2006,1-4,2.8255525
Canada,CAN,2007,1-4,2.5641646
Canada,CAN,2008,1-4,3.2797546
Canada,CAN,2009,1-4,2.0503132
Canada,CAN,2010,1-4,2.4817874
Canada,CAN,2011,1-4,1.6941532
Canada,CAN,2012,1-4,1.4762866
Canada,CAN,2013,1-4,2.5518017
Canada,CAN,2014,1-4,2.033988
Canada,CAN,2015,1-4,2.0253537
Canada,CAN,2016,1-4,2.381662
Canada,CAN,2017,1-4,2.1906707
Canada,CAN,2018,1-4,2.2974408
Canada,CAN,2019,1-4,1.9574562
Canada,CAN,2020,1-4,1.7592326
Canada,CAN,2021,1-4,2.122131
Canada,CAN,2022,1-4,1.8653028
Cape Verde,CPV,1980,1-4,7.85217
Cape Verde,CPV,2011,1-4,7.218827
Chile,CHL,1955,1-4,4.8327136
Chile,CHL,1956,1-4,4.5949216
Chile,CHL,1957,1-4,6.2426386
Chile,CHL,1958,1-4,5.536332
Chile,CHL,1959,1-4,9.9210825
Chile,CHL,1960,1-4,6.398941
Chile,CHL,1961,1-4,6.3182693
Chile,CHL,1962,1-4,7.5463786
Chile,CHL,1963,1-4,7.675775
Chile,CHL,1964,1-4,7.070305
Chile,CHL,1965,1-4,7.045699
Chile,CHL,1966,1-4,7.0854077
Chile,CHL,1967,1-4,6.936633
Chile,CHL,1968,1-4,5.9720693
Chile,CHL,1969,1-4,8.800235
Chile,CHL,1970,1-4,8.855435
Chile,CHL,1971,1-4,5.763407
Chile,CHL,1972,1-4,7.4805794
Chile,CHL,1973,1-4,5.374316
Chile,CHL,1974,1-4,6.75139
Chile,CHL,1975,1-4,8.080808
Chile,CHL,1976,1-4,7.6620827
Chile,CHL,1977,1-4,6.460945
Chile,CHL,1978,1-4,5.8195925
Chile,CHL,1979,1-4,7.5525618
Chile,CHL,1980,1-4,6.0240965
Chile,CHL,1981,1-4,4.841897
Chile,CHL,1982,1-4,6.0311284
Chile,CHL,1983,1-4,5.4844027
Chile,CHL,1984,1-4,5.6311593
Chile,CHL,1985,1-4,4.629201
Chile,CHL,1986,1-4,6.104651
Chile,CHL,1987,1-4,4.6309423
Chile,CHL,1988,1-4,4.1159472
Chile,CHL,1989,1-4,4.154765
Chile,CHL,1990,1-4,4.5454545
Chile,CHL,1991,1-4,5.193456
Chile,CHL,1992,1-4,3.5989716
Chile,CHL,1993,1-4,3.5891302
Chile,CHL,1994,1-4,4.268397
Chile,CHL,1995,1-4,5.121001
Chile,CHL,1996,1-4,3.3431256
Chile,CHL,1997,1-4,3.0382605
Chile,CHL,1998,1-4,4.0681577
Chile,CHL,1999,1-4,3.2534404
Chile,CHL,2000,1-4,3.0508804
Chile,CHL,2001,1-4,3.4550867
Chile,CHL,2002,1-4,4.0424356
Chile,CHL,2003,1-4,2.9129248
Chile,CHL,2004,1-4,2.8523636
Chile,CHL,2005,1-4,3.4034898
Chile,CHL,2006,1-4,4.252349
Chile,CHL,2007,1-4,2.3901916
Chile,CHL,2008,1-4,2.9084504
Chile,CHL,2009,1-4,2.175742
Chile,CHL,2010,1-4,2.9905818
Chile,CHL,2011,1-4,3.3498049
Chile,CHL,2012,1-4,2.4170303
Chile,CHL,2013,1-4,2.8121343
Chile,CHL,2014,1-4,4.0159717
Chile,CHL,2015,1-4,2.4087727
Chile,CHL,2016,1-4,3.3133261
Chile,CHL,2017,1-4,2.1223526
Chile,CHL,2018,1-4,2.657017
Chile,CHL,2019,1-4,3.1093755
Chile,CHL,2020,1-4,2.8474646
Chile,CHL,2021,1-4,2.6129076
Colombia,COL,1953,1-4,1.1354469
Colombia,COL,1954,1-4,1.7663696
Colombia,COL,1955,1-4,4.5495906
Colombia,COL,1956,1-4,4.821189
Colombia,COL,1957,1-4,2.728117
Colombia,COL,1958,1-4,3.4435263
Colombia,COL,1959,1-4,4.147202
Colombia,COL,1960,1-4,4.434385
Colombia,COL,1961,1-4,3.1781557
Colombia,COL,1962,1-4,6.0724354
Colombia,COL,1963,1-4,4.497499
Colombia,COL,1964,1-4,4.927914
Colombia,COL,1965,1-4,0.0
Colombia,COL,1966,1-4,4.9751244
Colombia,COL,1967,1-4,5.748854
Colombia,COL,1968,1-4,6.0752454
Colombia,COL,1969,1-4,5.132226
Colombia,COL,1972,1-4,4.7993164
Colombia,COL,1974,1-4,5.3197994
Colombia,COL,1975,1-4,5.257874
Colombia,COL,1976,1-4,5.5979695
Colombia,COL,1977,1-4,5.1266527
Colombia,COL,1984,1-4,6.6005435
Colombia,COL,1985,1-4,6.496199
Colombia,COL,1986,1-4,5.8194613
Colombia,COL,1987,1-4,4.8178897
Colombia,COL,1988,1-4,4.6603107
Colombia,COL,1989,1-4,5.013034
Colombia,COL,1990,1-4,4.6101503
Colombia,COL,1991,1-4,4.66438
Colombia,COL,1992,1-4,4.920337
Colombia,COL,1993,1-4,4.985132
Colombia,COL,1994,1-4,4.9739666
Colombia,COL,1995,1-4,4.2936187
Colombia,COL,1996,1-4,4.2823076
Colombia,COL,1997,1-4,4.6290436
Colombia,COL,1998,1-4,4.315558
Colombia,COL,1999,1-4,5.619675
Colombia,COL,2000,1-4,5.570068
Colombia,COL,2001,1-4,5.197625
Colombia,COL,2002,1-4,5.156297
Colombia,COL,2003,1-4,4.650231
Colombia,COL,2004,1-4,5.554685
Colombia,COL,2005,1-4,4.3632245
Colombia,COL,2006,1-4,4.6223907
Colombia,COL,2007,1-4,4.897133
Colombia,COL,2008,1-4,4.4425826
Colombia,COL,2009,1-4,4.8551006
Colombia,COL,2010,1-4,4.080498
Colombia,COL,2011,1-4,4.161136
Colombia,COL,2012,1-4,4.5398097
Colombia,COL,2013,1-4,4.992245
Colombia,COL,2014,1-4,4.061557
Colombia,COL,2015,1-4,4.1726646
Colombia,COL,2016,1-4,3.7746012
Colombia,COL,2017,1-4,4.9047513
Colombia,COL,2018,1-4,3.807914
Colombia,COL,2019,1-4,4.5115337
Colombia,COL,2020,1-4,3.6482382
Colombia,COL,2021,1-4,4.4384995
Costa Rica,CRI,1961,1-4,6.585613
Costa Rica,CRI,1962,1-4,9.727627
Costa Rica,CRI,1963,1-4,6.071929
Costa Rica,CRI,1964,1-4,5.754759
Costa Rica,CRI,1965,1-4,9.329941
Costa Rica,CRI,1966,1-4,8.364701
Costa Rica,CRI,1967,1-4,6.1753807
Costa Rica,CRI,1968,1-4,8.123477
Costa Rica,CRI,1969,1-4,6.7891374
Costa Rica,CRI,1970,1-4,8.376546
Costa Rica,CRI,1971,1-4,4.5437336
Costa Rica,CRI,1972,1-4,5.094614
Costa Rica,CRI,1973,1-4,8.716707
Costa Rica,CRI,1974,1-4,7.5542965
Costa Rica,CRI,1975,1-4,3.6513007
Costa Rica,CRI,1976,1-4,7.545495
Costa Rica,CRI,1977,1-4,7.0955534
Costa Rica,CRI,1978,1-4,5.2656775
Costa Rica,CRI,1979,1-4,5.166745
Costa Rica,CRI,1980,1-4,4.385965
Costa Rica,CRI,1981,1-4,6.034483
Costa Rica,CRI,1982,1-4,3.7815125
Costa Rica,CRI,1983,1-4,8.91663
Costa Rica,CRI,1984,1-4,4.096834
Costa Rica,CRI,1985,1-4,7.221458
Costa Rica,CRI,1986,1-4,4.3594904
Costa Rica,CRI,1987,1-4,6.0858426
Costa Rica,CRI,1988,1-4,8.109795
Costa Rica,CRI,1989,1-4,5.4157376
Costa Rica,CRI,1990,1-4,5.853358
Costa Rica,CRI,1991,1-4,3.3577533
Costa Rica,CRI,1992,1-4,6.642512
Costa Rica,CRI,1993,1-4,4.202942
Costa Rica,CRI,1994,1-4,3.8829153
Costa Rica,CRI,1995,1-4,4.1828504
Costa Rica,CRI,1996,1-4,3.6210127
Costa Rica,CRI,1997,1-4,3.6556723
Costa Rica,CRI,1998,1-4,5.525388
Costa Rica,CRI,1999,1-4,4.028834
Costa Rica,CRI,2000,1-4,5.344013
Costa Rica,CRI,2001,1-4,5.7164454
Costa Rica,CRI,2002,1-4,3.5517325
Costa Rica,CRI,2003,1-4,2.3084862
Costa Rica,CRI,2004,1-4,3.7047265
Costa Rica,CRI,2005,1-4,2.3988295
Costa Rica,CRI,2006,1-4,3.847257
Costa Rica,CRI,2007,1-4,4.244197
Costa Rica,CRI,2008,1-4,4.6154776
Costa Rica,CRI,2009,1-4,3.553572
Costa Rica,CRI,2010,1-4,1.7780496
Costa Rica,CRI,2011,1-4,2.4606385
Costa Rica,CRI,2012,1-4,3.1469302
Costa Rica,CRI,2013,1-4,2.7953262
Costa Rica,CRI,2014,1-4,3.8467052
Costa Rica,CRI,2015,1-4,2.0982983
Costa Rica,CRI,2016,1-4,3.1424363
Costa Rica,CRI,2017,1-4,6.6473775
Costa Rica,CRI,2018,1-4,3.5142097
Costa Rica,CRI,2019,1-4,3.381371
Costa Rica,CRI,2020,1-4,3.9219322
Croatia,HRV,1985,1-4,7.5901327
Croatia,HRV,1986,1-4,7.6923075
Croatia,HRV,1987,1-4,9.395425
Croatia,HRV,1988,1-4,4.8859935
Croatia,HRV,1989,1-4,6.6917605
Croatia,HRV,1990,1-4,7.7352815
Croatia,HRV,1991,1-4,5.258545
Croatia,HRV,1992,1-4,6.137659
Croatia,HRV,1993,1-4,7.020623
Croatia,HRV,1994,1-4,3.918154
Croatia,HRV,1995,1-4,6.224989
Croatia,HRV,1996,1-4,4.518753
Croatia,HRV,1997,1-4,4.0540543
Croatia,HRV,1998,1-4,2.653693
Croatia,HRV,1999,1-4,3.1222124
Croatia,HRV,2000,1-4,2.7829313
Croatia,HRV,2001,1-4,5.139274
Croatia,HRV,2002,1-4,6.4690027
Croatia,HRV,2003,1-4,2.8328612
Croatia,HRV,2004,1-4,5.861665
Croatia,HRV,2005,1-4,3.6720157
Croatia,HRV,2006,1-4,4.8960805
Croatia,HRV,2007,1-4,3.6515229
Croatia,HRV,2008,1-4,6.0393767
Croatia,HRV,2009,1-4,3.5415154
Croatia,HRV,2010,1-4,5.3159127
Croatia,HRV,2011,1-4,5.23411
Croatia,HRV,2012,1-4,2.9107168
Croatia,HRV,2013,1-4,7.618869
Croatia,HRV,2014,1-4,2.3790832
Croatia,HRV,2015,1-4,3.6732295
Croatia,HRV,2016,1-4,1.2531093
Croatia,HRV,2017,1-4,5.8661346
Croatia,HRV,2018,1-4,8.474024
Croatia,HRV,2019,1-4,3.40312
Croatia,HRV,2020,1-4,3.4378438
Croatia,HRV,2021,1-4,1.419779
Cuba,CUB,1964,1-4,9.343718
Cuba,CUB,1968,1-4,8.801655
Cuba,CUB,1969,1-4,8.998664
Cuba,CUB,1970,1-4,9.081309
Cuba,CUB,1971,1-4,8.520366
Cuba,CUB,1972,1-4,8.259972
Cuba,CUB,1973,1-4,10.005438
Cuba,CUB,1974,1-4,9.0654
Cuba,CUB,1975,1-4,9.615385
Cuba,CUB,1976,1-4,8.982684
Cuba,CUB,1977,1-4,7.58547
Cuba,CUB,1978,1-4,6.6596193
Cuba,CUB,1979,1-4,10.131875
Cuba,CUB,1980,1-4,9.470305
Cuba,CUB,1981,1-4,7.882883
Cuba,CUB,1982,1-4,4.466422
Cuba,CUB,1983,1-4,8.526765
Cuba,CUB,1984,1-4,7.5282307
Cuba,CUB,1985,1-4,7.3185925
Cuba,CUB,1986,1-4,5.5274796
Cuba,CUB,1987,1-4,7.8692493
Cuba,CUB,1988,1-4,6.9269524
Cuba,CUB,1989,1-4,6.9394245
Cuba,CUB,1990,1-4,6.7681894
Cuba,CUB,1991,1-4,6.9631944
Cuba,CUB,1992,1-4,5.098325
Cuba,CUB,1993,1-4,7.550589
Cuba,CUB,1994,1-4,5.6497173
Cuba,CUB,1995,1-4,8.642364
Cuba,CUB,1996,1-4,5.9162135
Cuba,CUB,1997,1-4,6.8337283
Cuba,CUB,1998,1-4,6.479743
Cuba,CUB,1999,1-4,4.735369
Cuba,CUB,2000,1-4,5.6137724
Cuba,CUB,2001,1-4,6.632828
Cuba,CUB,2002,1-4,5.160826
Cuba,CUB,2003,1-4,7.523901
Cuba,CUB,2004,1-4,6.004362
Cuba,CUB,2005,1-4,4.5306764
Cuba,CUB,2006,1-4,4.9330716
Cuba,CUB,2007,1-4,4.9005194
Cuba,CUB,2008,1-4,6.1973352
Cuba,CUB,2009,1-4,6.8887687
Cuba,CUB,2010,1-4,5.3252063
Cuba,CUB,2011,1-4,5.3664455
Cuba,CUB,2012,1-4,4.935428
Cuba,CUB,2013,1-4,5.7009873
Cuba,CUB,2014,1-4,7.2618713
Cuba,CUB,2015,1-4,6.834583
Cuba,CUB,2016,1-4,4.524575
Cuba,CUB,2017,1-4,3.358416
Cuba,CUB,2018,1-4,4.848661
Cuba,CUB,2019,1-4,3.3231976
Cuba,CUB,2020,1-4,5.3157444
Cuba,CUB,2021,1-4,8.030032
Cyprus,CYP,1999,1-4,5.3113327
Cyprus,CYP,2000,1-4,0.0
Cyprus,CYP,2004,1-4,6.013591
Cyprus,CYP,2005,1-4,6.027001
Cyprus,CYP,2006,1-4,0.0
Cyprus,CYP,2007,1-4,0.0
Cyprus,CYP,2008,1-4,0.0
Cyprus,CYP,2009,1-4,0.0
Cyprus,CYP,2010,1-4,0.0
Cyprus,CYP,2011,1-4,0.0
Cyprus,CYP,2012,1-4,2.5293403
Cyprus,CYP,2013,1-4,0.0
Cyprus,CYP,2014,1-4,0.0
Cyprus,CYP,2015,1-4,2.6331034
Cyprus,CYP,2016,1-4,0.0
Cyprus,CYP,2017,1-4,8.06495
Cyprus,CYP,2018,1-4,0.0
Cyprus,CYP,2019,1-4,0.0
Cyprus,CYP,2020,1-4,2.6508324
Cyprus,CYP,2021,1-4,0.0
Czechia,CZE,1986,1-4,6.9673634
Czechia,CZE,1987,1-4,6.0964346
Czechia,CZE,1988,1-4,6.5506268
Czechia,CZE,1989,1-4,7.558579
Czechia,CZE,1990,1-4,8.213944
Czechia,CZE,1991,1-4,7.6023393
Czechia,CZE,1992,1-4,6.061791
Czechia,CZE,1993,1-4,6.314128
Czechia,CZE,1994,1-4,5.406488
Czechia,CZE,1995,1-4,6.795717
Czechia,CZE,1996,1-4,4.1439476
Czechia,CZE,1997,1-4,7.2650576
Czechia,CZE,1998,1-4,4.538578
Czechia,CZE,1999,1-4,4.5470715
Czechia,CZE,2000,1-4,4.960741
Czechia,CZE,2001,1-4,4.7315145
Czechia,CZE,2002,1-4,3.645623
Czechia,CZE,2003,1-4,5.5581646
Czechia,CZE,2004,1-4,2.4678628
Czechia,CZE,2005,1-4,1.8800224
Czechia,CZE,2006,1-4,3.9247186
Czechia,CZE,2007,1-4,4.0570936
Czechia,CZE,2008,1-4,2.9067373
Czechia,CZE,2009,1-4,2.7600102
Czechia,CZE,2010,1-4,2.6437135
Czechia,CZE,2011,1-4,2.728891
Czechia,CZE,2012,1-4,1.8850733
Czechia,CZE,2013,1-4,1.5015788
Czechia,CZE,2014,1-4,1.9855628
Czechia,CZE,2015,1-4,2.0304065
Czechia,CZE,2016,1-4,2.2686386
Czechia,CZE,2017,1-4,2.2501187
Czechia,CZE,2018,1-4,2.4448736
Czechia,CZE,2019,1-4,3.0767066
Czechia,CZE,2020,1-4,1.3128557
Czechia,CZE,2021,1-4,1.7833736
Denmark,DNK,1951,1-4,11.188388
Denmark,DNK,1952,1-4,12.970579
Denmark,DNK,1953,1-4,13.080444
Denmark,DNK,1954,1-4,17.892645
Denmark,DNK,1955,1-4,9.666667
Denmark,DNK,1956,1-4,10.731053
Denmark,DNK,1957,1-4,14.112904
Denmark,DNK,1958,1-4,11.482607
Denmark,DNK,1959,1-4,14.930438
Denmark,DNK,1960,1-4,11.568561
Denmark,DNK,1961,1-4,12.2657585
Denmark,DNK,1962,1-4,12.61077
Denmark,DNK,1963,1-4,13.184585
Denmark,DNK,1964,1-4,14.9303255
Denmark,DNK,1965,1-4,14.216478
Denmark,DNK,1966,1-4,11.31364
Denmark,DNK,1967,1-4,10.968922
Denmark,DNK,1968,1-4,10.833584
Denmark,DNK,1969,1-4,13.117755
Denmark,DNK,1970,1-4,9.451796
Denmark,DNK,1971,1-4,11.904762
Denmark,DNK,1972,1-4,12.559402
Denmark,DNK,1973,1-4,8.29302
Denmark,DNK,1974,1-4,8.238929
Denmark,DNK,1975,1-4,6.520247
Denmark,DNK,1976,1-4,7.941989
Denmark,DNK,1977,1-4,8.450705
Denmark,DNK,1978,1-4,3.998546
Denmark,DNK,1979,1-4,5.634861
Denmark,DNK,1980,1-4,5.8639565
Denmark,DNK,1981,1-4,6.5226254
Denmark,DNK,1982,1-4,2.1141648
Denmark,DNK,1983,1-4,6.1592607
Denmark,DNK,1984,1-4,4.5745654
Denmark,DNK,1985,1-4,4.716981
Denmark,DNK,1986,1-4,5.7061343
Denmark,DNK,1987,1-4,6.5851364
Denmark,DNK,1988,1-4,4.6146746
Denmark,DNK,1989,1-4,6.747638
Denmark,DNK,1990,1-4,5.6669574
Denmark,DNK,1991,1-4,3.3741038
Denmark,DNK,1992,1-4,5.695688
Denmark,DNK,1993,1-4,5.5009823
