Entity,Code,Year,Age,"Deaths from malignant neoplasms per 100,000 people in, both sexes"
Albania,ALB,1987,0-1,0.0
Albania,ALB,1988,0-1,0.0
Albania,ALB,1989,0-1,0.0
Albania,ALB,1992,0-1,0.0
Albania,ALB,1993,0-1,29.94012
Albania,ALB,1994,0-1,29.871977
Albania,ALB,1995,0-1,4.2674255
Albania,ALB,1996,0-1,3.1298904
Albania,ALB,1997,0-1,6.514658
Albania,ALB,1998,0-1,9.868421
Albania,ALB,1999,0-1,4.901961
Albania,ALB,2000,0-1,5.3097343
Albania,ALB,2001,0-1,9.59914
Albania,ALB,2002,0-1,3.8328862
Albania,ALB,2003,0-1,21.802902
Albania,ALB,2004,0-1,6.1656084
Albania,ALB,2005,0-1,12.246497
Albania,ALB,2006,0-1,7.831876
Albania,ALB,2007,0-1,0.0
Albania,ALB,2008,0-1,8.481285
Albania,ALB,2009,0-1,0.0
Albania,ALB,2010,0-1,2.8134935
Antigua and Barbuda,ATG,1961,0-1,0.0
Antigua and Barbuda,ATG,1962,0-1,55.555557
Antigua and Barbuda,ATG,1963,0-1,0.0
Antigua and Barbuda,ATG,1964,0-1,0.0
Antigua and Barbuda,ATG,1966,0-1,0.0
Antigua and Barbuda,ATG,1969,0-1,0.0
Antigua and Barbuda,ATG,1970,0-1,104.00416
Antigua and Barbuda,ATG,1971,0-1,0.0
Antigua and Barbuda,ATG,1972,0-1,0.0
Antigua and Barbuda,ATG,1973,0-1,54.555374
Antigua and Barbuda,ATG,1974,0-1,0.0
Antigua and Barbuda,ATG,1975,0-1,0.0
Antigua and Barbuda,ATG,1976,0-1,0.0
Antigua and Barbuda,ATG,1977,0-1,0.0
Antigua and Barbuda,ATG,1978,0-1,0.0
Antigua and Barbuda,ATG,1983,0-1,0.0
Antigua and Barbuda,ATG,1985,0-1,0.0
Antigua and Barbuda,ATG,1986,0-1,0.0
Antigua and Barbuda,ATG,1987,0-1,0.0
Antigua and Barbuda,ATG,1988,0-1,0.0
Antigua and Barbuda,ATG,1989,0-1,0.0
Antigua and Barbuda,ATG,1990,0-1,0.0
Antigua and Barbuda,ATG,1991,0-1,0.0
Antigua and Barbuda,ATG,1992,0-1,0.0
Antigua and Barbuda,ATG,1993,0-1,0.0
Antigua and Barbuda,ATG,1994,0-1,0.0
Antigua and Barbuda,ATG,1995,0-1,0.0
Antigua and Barbuda,ATG,1998,0-1,0.0
Antigua and Barbuda,ATG,1999,0-1,0.0
Antigua and Barbuda,ATG,2000,0-1,0.0
Antigua and Barbuda,ATG,2001,0-1,0.0
Antigua and Barbuda,ATG,2002,0-1,0.0
Antigua and Barbuda,ATG,2003,0-1,0.0
Antigua and Barbuda,ATG,2004,0-1,0.0
Antigua and Barbuda,ATG,2005,0-1,0.0
Antigua and Barbuda,ATG,2006,0-1,67.842606
Antigua and Barbuda,ATG,2007,0-1,67.2495
Antigua and Barbuda,ATG,2008,0-1,0.0
Antigua and Barbuda,ATG,2009,0-1,0.0
Antigua and Barbuda,ATG,2010,0-1,0.0
Antigua and Barbuda,ATG,2011,0-1,0.0
Antigua and Barbuda,ATG,2012,0-1,0.0
Antigua and Barbuda,ATG,2013,0-1,0.0
Antigua and Barbuda,ATG,2014,0-1,0.0
Antigua and Barbuda,ATG,2015,0-1,0.0
Antigua and Barbuda,ATG,2016,0-1,0.0
Antigua and Barbuda,ATG,2017,0-1,0.0
Antigua and Barbuda,ATG,2018,0-1,0.0
Antigua and Barbuda,ATG,2019,0-1,206.04396
Antigua and Barbuda,ATG,2020,0-1,0.0
Antigua and Barbuda,ATG,2021,0-1,0.0
Argentina,ARG,1966,0-1,8.262712
Argentina,ARG,1967,0-1,13.877551
Argentina,ARG,1968,0-1,10.848126
Argentina,ARG,1969,0-1,10.040983
Argentina,ARG,1970,0-1,8.687259
Argentina,ARG,1977,0-1,6.7125645
Argentina,ARG,1978,0-1,9.475466
Argentina,ARG,1979,0-1,7.2758036
Argentina,ARG,1980,0-1,9.809663
Argentina,ARG,1981,0-1,6.9774346
Argentina,ARG,1982,0-1,6.382979
Argentina,ARG,1983,0-1,6.9243155
Argentina,ARG,1984,0-1,8.143323
Argentina,ARG,1985,0-1,4.5189505
Argentina,ARG,1986,0-1,7.392376
Argentina,ARG,1987,0-1,6.0094433
Argentina,ARG,1988,0-1,5.963918
Argentina,ARG,1989,0-1,5.6640334
Argentina,ARG,1990,0-1,7.2039623
Argentina,ARG,1991,0-1,4.754829
Argentina,ARG,1992,0-1,5.5555553
Argentina,ARG,1993,0-1,4.657452
Argentina,ARG,1994,0-1,4.3135505
Argentina,ARG,1995,0-1,3.8701994
Argentina,ARG,1996,0-1,3.8319824
Argentina,ARG,1997,0-1,4.0058427
Argentina,ARG,1998,0-1,5.360703
Argentina,ARG,1999,0-1,4.5270343
Argentina,ARG,2000,0-1,3.6546984
Argentina,ARG,2001,0-1,3.3332367
Argentina,ARG,2002,0-1,3.70913
Argentina,ARG,2003,0-1,4.6204314
Argentina,ARG,2004,0-1,3.030779
Argentina,ARG,2005,0-1,2.591398
Argentina,ARG,2006,0-1,3.4034443
Argentina,ARG,2007,0-1,4.2375546
Argentina,ARG,2008,0-1,3.5789256
Argentina,ARG,2009,0-1,3.321027
Argentina,ARG,2010,0-1,2.07607
Argentina,ARG,2011,0-1,3.0260265
Argentina,ARG,2012,0-1,2.177007
Argentina,ARG,2013,0-1,2.6870127
Argentina,ARG,2014,0-1,3.1902802
Argentina,ARG,2015,0-1,1.7177567
Argentina,ARG,2016,0-1,1.8487169
Argentina,ARG,2017,0-1,2.6505723
Argentina,ARG,2018,0-1,1.8672417
Argentina,ARG,2019,0-1,2.4171164
Argentina,ARG,2020,0-1,1.215162
Argentina,ARG,2021,0-1,3.114362
Armenia,ARM,1981,0-1,7.0422535
Armenia,ARM,1982,0-1,9.602195
Armenia,ARM,1985,0-1,12.626263
Armenia,ARM,1986,0-1,7.556675
Armenia,ARM,1987,0-1,12.804097
Armenia,ARM,1988,0-1,6.60502
Armenia,ARM,1989,0-1,6.747638
Armenia,ARM,1990,0-1,3.963012
Armenia,ARM,1991,0-1,7.7120824
Armenia,ARM,1992,0-1,0.0
Armenia,ARM,1993,0-1,4.6875
Armenia,ARM,1994,0-1,1.8348624
Armenia,ARM,1995,0-1,6.060606
Armenia,ARM,1996,0-1,4.1753654
Armenia,ARM,1997,0-1,4.3956046
Armenia,ARM,1998,0-1,2.4271846
Armenia,ARM,1999,0-1,10.666667
Armenia,ARM,2000,0-1,0.0
Armenia,ARM,2001,0-1,3.0540879
Armenia,ARM,2002,0-1,0.0
Armenia,ARM,2003,0-1,0.0
Armenia,ARM,2006,0-1,6.8084335
Armenia,ARM,2007,0-1,0.0
Armenia,ARM,2008,0-1,2.4836698
Armenia,ARM,2009,0-1,4.595377
Armenia,ARM,2010,0-1,0.0
Armenia,ARM,2011,0-1,4.649649
Armenia,ARM,2012,0-1,2.3882308
Armenia,ARM,2013,0-1,2.376087
Armenia,ARM,2014,0-1,2.359882
Armenia,ARM,2015,0-1,2.3685458
Armenia,ARM,2016,0-1,7.3412457
Armenia,ARM,2017,0-1,2.5734727
Armenia,ARM,2018,0-1,0.0
Armenia,ARM,2019,0-1,2.7703133
Armenia,ARM,2020,0-1,2.5823112
Armenia,ARM,2021,0-1,5.297171
Armenia,ARM,2022,0-1,0.0
Australia,AUS,1950,0-1,4.326663
Australia,AUS,1951,0-1,7.3917637
Australia,AUS,1952,0-1,4.653568
Australia,AUS,1953,0-1,5.5137844
Australia,AUS,1954,0-1,5.0479555
Australia,AUS,1955,0-1,6.4548163
Australia,AUS,1956,0-1,5.788712
Australia,AUS,1957,0-1,9.465216
Australia,AUS,1958,0-1,5.5223193
Australia,AUS,1959,0-1,5.8479533
Australia,AUS,1960,0-1,6.224989
Australia,AUS,1961,0-1,7.2618537
Australia,AUS,1962,0-1,3.8412292
Australia,AUS,1963,0-1,4.763967
Australia,AUS,1964,0-1,7.860262
Australia,AUS,1965,0-1,5.427408
Australia,AUS,1966,0-1,5.464481
Australia,AUS,1967,0-1,7.535461
Australia,AUS,1968,0-1,3.4904015
Australia,AUS,1969,0-1,4.9261084
Australia,AUS,1970,0-1,5.684125
Australia,AUS,1971,0-1,5.694761
Australia,AUS,1972,0-1,4.856182
Australia,AUS,1973,0-1,5.168986
Australia,AUS,1974,0-1,4.139073
Australia,AUS,1975,0-1,3.3955858
Australia,AUS,1976,0-1,3.4934497
Australia,AUS,1977,0-1,6.213937
Australia,AUS,1978,0-1,4.4622936
Australia,AUS,1979,0-1,4.94382
Australia,AUS,1980,0-1,4.502476
Australia,AUS,1981,0-1,7.3688774
Australia,AUS,1982,0-1,4.661017
Australia,AUS,1983,0-1,4.5719037
Australia,AUS,1984,0-1,4.604437
Australia,AUS,1985,0-1,6.6611156
Australia,AUS,1986,0-1,2.514669
Australia,AUS,1987,0-1,4.1373606
Australia,AUS,1988,0-1,2.03749
Australia,AUS,1989,0-1,1.2024049
Australia,AUS,1990,0-1,3.117693
Australia,AUS,1991,0-1,3.088803
Australia,AUS,1992,0-1,1.9677292
Australia,AUS,1993,0-1,3.492433
Australia,AUS,1994,0-1,2.3483367
Australia,AUS,1995,0-1,1.9440124
Australia,AUS,1996,0-1,3.1347961
Australia,AUS,1997,0-1,3.5532253
Australia,AUS,1998,0-1,3.2103374
Australia,AUS,1999,0-1,5.1856875
Australia,AUS,2000,0-1,1.5909634
Australia,AUS,2001,0-1,0.79041696
Australia,AUS,2002,0-1,2.7636197
Australia,AUS,2003,0-1,2.8412204
Australia,AUS,2004,0-1,2.7683413
Australia,AUS,2006,0-1,3.4942908
Australia,AUS,2007,0-1,2.5319295
Australia,AUS,2008,0-1,1.7339617
Australia,AUS,2009,0-1,0.33805826
Australia,AUS,2010,0-1,3.1102264
Australia,AUS,2011,0-1,1.3774247
Australia,AUS,2012,0-1,1.3114023
Australia,AUS,2013,0-1,1.9345852
Australia,AUS,2014,0-1,1.6319017
Australia,AUS,2015,0-1,0.97261757
Australia,AUS,2016,0-1,1.8817036
Australia,AUS,2017,0-1,0.65312946
Australia,AUS,2018,0-1,1.9833792
Australia,AUS,2019,0-1,2.3151593
Australia,AUS,2020,0-1,1.6862098
Australia,AUS,2021,0-1,3.3469331
Australia,AUS,2022,0-1,1.6370149
Austria,AUT,1955,0-1,13.69863
Austria,AUT,1956,0-1,3.6968577
Austria,AUT,1957,0-1,15.030946
Austria,AUT,1958,0-1,6.081668
Austria,AUT,1959,0-1,10.169492
Austria,AUT,1960,0-1,9.075908
Austria,AUT,1961,0-1,10.517799
Austria,AUT,1962,0-1,8.5470085
Austria,AUT,1963,0-1,6.8965516
Austria,AUT,1964,0-1,5.347594
Austria,AUT,1965,0-1,7.7700076
Austria,AUT,1966,0-1,4.7581286
Austria,AUT,1967,0-1,8.8
Austria,AUT,1968,0-1,7.2639227
Austria,AUT,1969,0-1,9.090909
Austria,AUT,1970,0-1,2.624672
Austria,AUT,1971,0-1,7.4626865
Austria,AUT,1972,0-1,10.607522
Austria,AUT,1973,0-1,3.0364373
Austria,AUT,1974,0-1,4.1797285
Austria,AUT,1975,0-1,11.640212
Austria,AUT,1976,0-1,3.3407571
Austria,AUT,1977,0-1,6.9686413
Austria,AUT,1978,0-1,1.1737089
Austria,AUT,1979,0-1,1.1641444
Austria,AUT,1980,0-1,6.772009
Austria,AUT,1981,0-1,4.3103447
Austria,AUT,1982,0-1,7.4634027
Austria,AUT,1983,0-1,8.726765
Austria,AUT,1984,0-1,3.3682508
Austria,AUT,1985,0-1,5.6909366
Austria,AUT,1986,0-1,3.4538338
Austria,AUT,1987,0-1,2.3139043
Austria,AUT,1988,0-1,3.4458995
Austria,AUT,1989,0-1,2.264262
Austria,AUT,1990,0-1,6.6885157
Austria,AUT,1991,0-1,3.2467885
Austria,AUT,1992,0-1,4.2331176
Austria,AUT,1993,0-1,4.225828
Austria,AUT,1994,0-1,2.149798
Austria,AUT,1995,0-1,2.2202733
Austria,AUT,1996,0-1,3.3848202
Austria,AUT,1997,0-1,5.7768073
Austria,AUT,1998,0-1,3.6141095
Austria,AUT,1999,0-1,2.4958506
Austria,AUT,2000,0-1,1.2717146
Austria,AUT,2001,0-1,2.6190693
Austria,AUT,2002,0-1,2.634803
Austria,AUT,2003,0-1,2.5906737
Austria,AUT,2004,0-1,2.5807118
Austria,AUT,2005,0-1,1.2740152
Austria,AUT,2006,0-1,0.0
Austria,AUT,2007,0-1,1.3023207
Austria,AUT,2008,0-1,0.0
Austria,AUT,2009,0-1,1.31108
Austria,AUT,2010,0-1,2.602845
Austria,AUT,2011,0-1,1.2783964
Austria,AUT,2012,0-1,1.2883941
Austria,AUT,2013,0-1,0.0
Austria,AUT,2014,0-1,1.2526933
Austria,AUT,2015,0-1,1.217404
Austria,AUT,2016,0-1,1.1782172
Austria,AUT,2017,0-1,4.588208
Austria,AUT,2018,0-1,2.331709
Austria,AUT,2019,0-1,0.0
Austria,AUT,2020,0-1,1.2064472
Austria,AUT,2021,0-1,0.0
Azerbaijan,AZE,1981,0-1,6.35324
Azerbaijan,AZE,1982,0-1,4.385965
Azerbaijan,AZE,1985,0-1,1.1370096
Azerbaijan,AZE,1986,0-1,3.327787
Azerbaijan,AZE,1987,0-1,4.446915
Azerbaijan,AZE,1988,0-1,3.3594625
Azerbaijan,AZE,1989,0-1,2.2333891
Azerbaijan,AZE,1990,0-1,1.659292
Azerbaijan,AZE,1991,0-1,0.5319149
Azerbaijan,AZE,1992,0-1,1.0718113
Azerbaijan,AZE,1993,0-1,2.293578
Azerbaijan,AZE,1994,0-1,6.7360687
Azerbaijan,AZE,1995,0-1,4.691689
Azerbaijan,AZE,1996,0-1,6.3694267
Azerbaijan,AZE,1997,0-1,2.8129394
Azerbaijan,AZE,1998,0-1,2.006689
Azerbaijan,AZE,1999,0-1,1.9893899
Azerbaijan,AZE,2000,0-1,2.5586355
Azerbaijan,AZE,2001,0-1,3.51803
Azerbaijan,AZE,2002,0-1,2.713704
Azerbaijan,AZE,2003,0-1,0.89206064
Azerbaijan,AZE,2004,0-1,7.343941
Azerbaijan,AZE,2007,0-1,5.9820538
Bahamas,BHS,1972,0-1,0.0
Bahamas,BHS,1975,0-1,0.0
Bahamas,BHS,1979,0-1,0.0
Bahamas,BHS,1980,0-1,0.0
Bahamas,BHS,1981,0-1,0.0
Bahamas,BHS,1983,0-1,15.873015
Bahamas,BHS,1984,0-1,0.0
Bahamas,BHS,1985,0-1,0.0
Bahamas,BHS,1987,0-1,18.518518
Bahamas,BHS,1993,0-1,18.518518
Bahamas,BHS,1994,0-1,0.0
Bahamas,BHS,1995,0-1,0.0
Bahamas,BHS,1996,0-1,0.0
Bahamas,BHS,1997,0-1,0.0
Bahamas,BHS,1998,0-1,17.36111
Bahamas,BHS,1999,0-1,18.796993
Bahamas,BHS,2000,0-1,0.0
Bahamas,BHS,2001,0-1,0.0
Bahamas,BHS,2002,0-1,0.0
Bahamas,BHS,2003,0-1,0.0
Bahamas,BHS,2004,0-1,18.48429
Bahamas,BHS,2005,0-1,17.81896
Bahamas,BHS,2006,0-1,0.0
Bahamas,BHS,2007,0-1,0.0
Bahamas,BHS,2008,0-1,16.170763
Bahamas,BHS,2009,0-1,0.0
Bahamas,BHS,2010,0-1,16.262808
Bahamas,BHS,2011,0-1,0.0
Bahamas,BHS,2012,0-1,0.0
Bahamas,BHS,2013,0-1,0.0
Bahamas,BHS,2014,0-1,21.079258
Bahamas,BHS,2015,0-1,0.0
Bahrain,BHR,1985,0-1,0.0
Bahrain,BHR,1987,0-1,0.0
Bahrain,BHR,1988,0-1,0.0
Bahrain,BHR,1997,0-1,0.0
Bahrain,BHR,1998,0-1,0.0
Bahrain,BHR,1999,0-1,0.0
Bahrain,BHR,2000,0-1,7.0516887
Bahrain,BHR,2001,0-1,0.0
Bahrain,BHR,2002,0-1,0.0
Bahrain,BHR,2003,0-1,0.0
Bahrain,BHR,2004,0-1,0.0
Bahrain,BHR,2005,0-1,0.0
Bahrain,BHR,2006,0-1,0.0
Bahrain,BHR,2007,0-1,0.0
Bahrain,BHR,2008,0-1,0.0
Bahrain,BHR,2009,0-1,5.742176
Bahrain,BHR,2010,0-1,5.522116
Bahrain,BHR,2011,0-1,0.0
Bahrain,BHR,2012,0-1,0.0
Bahrain,BHR,2013,0-1,0.0
Bahrain,BHR,2014,0-1,0.0
Barbados,BRB,1960,0-1,0.0
Barbados,BRB,1961,0-1,14.925373
Barbados,BRB,1962,0-1,30.30303
Barbados,BRB,1963,0-1,0.0
Barbados,BRB,1964,0-1,15.873015
Barbados,BRB,1966,0-1,0.0
Barbados,BRB,1967,0-1,0.0
Barbados,BRB,1968,0-1,0.0
Barbados,BRB,1969,0-1,0.0
Barbados,BRB,1970,0-1,0.0
Barbados,BRB,1971,0-1,0.0
Barbados,BRB,1972,0-1,0.0
Barbados,BRB,1973,0-1,0.0
Barbados,BRB,1974,0-1,0.0
Barbados,BRB,1975,0-1,0.0
Barbados,BRB,1976,0-1,0.0
Barbados,BRB,1977,0-1,0.0
Barbados,BRB,1978,0-1,25.0
Barbados,BRB,1979,0-1,0.0
Barbados,BRB,1980,0-1,0.0
Barbados,BRB,1981,0-1,25.0
Barbados,BRB,1982,0-1,0.0
Barbados,BRB,1983,0-1,0.0
Barbados,BRB,1984,0-1,0.0
Barbados,BRB,1985,0-1,0.0
Barbados,BRB,1986,0-1,25.0
Barbados,BRB,1987,0-1,0.0
Barbados,BRB,1988,0-1,0.0
Barbados,BRB,1989,0-1,0.0
Barbados,BRB,1990,0-1,0.0
Barbados,BRB,1991,0-1,0.0
Barbados,BRB,1992,0-1,0.0
Barbados,BRB,1993,0-1,0.0
Barbados,BRB,1994,0-1,0.0
Barbados,BRB,1995,0-1,0.0
Barbados,BRB,2000,0-1,0.0
Barbados,BRB,2001,0-1,0.0
Barbados,BRB,2002,0-1,0.0
Barbados,BRB,2003,0-1,28.169014
Barbados,BRB,2004,0-1,55.694794
Barbados,BRB,2005,0-1,27.754648
Barbados,BRB,2006,0-1,55.912777
Barbados,BRB,2007,0-1,0.0
Barbados,BRB,2008,0-1,58.00464
Barbados,BRB,2009,0-1,0.0
Barbados,BRB,2010,0-1,0.0
Barbados,BRB,2011,0-1,0.0
Barbados,BRB,2012,0-1,0.0
Barbados,BRB,2013,0-1,0.0
Belarus,BLR,1981,0-1,10.869565
Belarus,BLR,1982,0-1,7.5757575
Belarus,BLR,1985,0-1,6.0204697
Belarus,BLR,1986,0-1,7.761194
Belarus,BLR,1987,0-1,12.742719
Belarus,BLR,1988,0-1,8.674102
Belarus,BLR,1989,0-1,5.689001
Belarus,BLR,1990,0-1,7.447529
Belarus,BLR,1991,0-1,7.621951
Belarus,BLR,1992,0-1,7.0699134
Belarus,BLR,1993,0-1,8.56898
Belarus,BLR,1994,0-1,4.424779
Belarus,BLR,1995,0-1,1.9120458
Belarus,BLR,1996,0-1,7.186858
Belarus,BLR,1997,0-1,6.528836
Belarus,BLR,1998,0-1,4.429679
Belarus,BLR,1999,0-1,0.0
Belarus,BLR,2000,0-1,1.0800653
Belarus,BLR,2001,0-1,2.1727085
Belarus,BLR,2002,0-1,3.3462722
Belarus,BLR,2003,0-1,4.540295
Belarus,BLR,2007,0-1,1.0027575
Belarus,BLR,2008,0-1,3.7973
Belarus,BLR,2009,0-1,4.62214
Belarus,BLR,2010,0-1,1.8468926
Belarus,BLR,2011,0-1,1.8472508
Belarus,BLR,2013,0-1,4.2689433
Belarus,BLR,2014,0-1,2.534897
Belarus,BLR,2018,0-1,1.0133561
Belgium,BEL,1954,0-1,11.888112
Belgium,BEL,1955,0-1,7.586207
Belgium,BEL,1956,0-1,12.995896
Belgium,BEL,1957,0-1,8.091706
Belgium,BEL,1958,0-1,7.2703238
Belgium,BEL,1959,0-1,10.335917
Belgium,BEL,1960,0-1,5.795235
Belgium,BEL,1961,0-1,9.752926
Belgium,BEL,1962,0-1,9.746589
Belgium,BEL,1963,0-1,9.055628
Belgium,BEL,1964,0-1,7.609385
Belgium,BEL,1965,0-1,5.121639
Belgium,BEL,1966,0-1,6.6137567
Belgium,BEL,1967,0-1,7.5085325
Belgium,BEL,1968,0-1,10.548523
Belgium,BEL,1969,0-1,7.1530757
Belgium,BEL,1970,0-1,7.178751
Belgium,BEL,1971,0-1,6.4794817
Belgium,BEL,1972,0-1,8.810573
Belgium,BEL,1973,0-1,8.377761
Belgium,BEL,1974,0-1,13.198758
Belgium,BEL,1975,0-1,5.8333335
Belgium,BEL,1976,0-1,11.774601
Belgium,BEL,1977,0-1,7.518797
Belgium,BEL,1978,0-1,10.0
Belgium,BEL,1979,0-1,4.132231
Belgium,BEL,1980,0-1,6.5681443
Belgium,BEL,1981,0-1,1.6326531
Belgium,BEL,1982,0-1,3.30033
Belgium,BEL,1983,0-1,1.6694491
Belgium,BEL,1984,0-1,4.1701417
Belgium,BEL,1985,0-1,0.8795075
Belgium,BEL,1986,0-1,4.317789
Belgium,BEL,1987,0-1,4.306632
Belgium,BEL,1988,0-1,5.106383
Belgium,BEL,1989,0-1,1.6722409
Belgium,BEL,1990,0-1,2.4549918
Belgium,BEL,1991,0-1,2.4077046
Belgium,BEL,1992,0-1,2.4019215
Belgium,BEL,1993,0-1,1.6380017
Belgium,BEL,1994,0-1,6.802721
Belgium,BEL,1995,0-1,5.221932
Belgium,BEL,1996,0-1,1.7390548
Belgium,BEL,1997,0-1,3.4627838
Belgium,BEL,1998,0-1,3.4921079
Belgium,BEL,1999,0-1,0.8823127
Belgium,BEL,2000,0-1,0.8790204
Belgium,BEL,2001,0-1,2.6331728
Belgium,BEL,2002,0-1,3.562332
Belgium,BEL,2003,0-1,0.0
Belgium,BEL,2004,0-1,3.5059118
Belgium,BEL,2005,0-1,0.8537668
Belgium,BEL,2006,0-1,1.6660696
Belgium,BEL,2007,0-1,1.6479487
Belgium,BEL,2008,0-1,4.0379567
Belgium,BEL,2009,0-1,1.5780462
Belgium,BEL,2010,0-1,1.5768642
Belgium,BEL,2011,0-1,2.303935
Belgium,BEL,2012,0-1,3.8776221
Belgium,BEL,2013,0-1,2.3774617
Belgium,BEL,2014,0-1,2.3876796
Belgium,BEL,2015,0-1,0.81274384
Belgium,BEL,2016,0-1,1.6292084
Belgium,BEL,2017,0-1,2.4860163
Belgium,BEL,2018,0-1,3.3635776
Belgium,BEL,2019,0-1,3.3909225
Belgium,BEL,2020,0-1,1.7251046
Belize,BLZ,1964,0-1,0.0
Belize,BLZ,1965,0-1,0.0
Belize,BLZ,1966,0-1,0.0
Belize,BLZ,1967,0-1,0.0
Belize,BLZ,1968,0-1,0.0
Belize,BLZ,1969,0-1,22.276676
Belize,BLZ,1970,0-1,0.0
Belize,BLZ,1971,0-1,0.0
Belize,BLZ,1972,0-1,0.0
Belize,BLZ,1973,0-1,0.0
Belize,BLZ,1974,0-1,0.0
Belize,BLZ,1975,0-1,0.0
Belize,BLZ,1976,0-1,0.0
Belize,BLZ,1977,0-1,0.0
Belize,BLZ,1978,0-1,0.0
Belize,BLZ,1979,0-1,0.0
Belize,BLZ,1980,0-1,0.0
Belize,BLZ,1982,0-1,0.0
Belize,BLZ,1983,0-1,0.0
Belize,BLZ,1984,0-1,0.0
Belize,BLZ,1986,0-1,23.255814
Belize,BLZ,1987,0-1,0.0
Belize,BLZ,1989,0-1,0.0
Belize,BLZ,1990,0-1,0.0
Belize,BLZ,1991,0-1,17.241379
Belize,BLZ,1993,0-1,0.0
Belize,BLZ,1994,0-1,0.0
Belize,BLZ,1995,0-1,0.0
Belize,BLZ,1996,0-1,0.0
Belize,BLZ,1997,0-1,0.0
Belize,BLZ,1998,0-1,0.0
Belize,BLZ,1999,0-1,13.451709
Belize,BLZ,2000,0-1,13.30672
Belize,BLZ,2001,0-1,0.0
Belize,BLZ,2002,0-1,13.253811
Belize,BLZ,2003,0-1,0.0
Belize,BLZ,2004,0-1,0.0
Belize,BLZ,2005,0-1,0.0
Belize,BLZ,2006,0-1,0.0
Belize,BLZ,2007,0-1,0.0
Belize,BLZ,2008,0-1,27.73925
Belize,BLZ,2009,0-1,13.858093
Belize,BLZ,2010,0-1,13.755158
Belize,BLZ,2011,0-1,13.518994
Belize,BLZ,2012,0-1,0.0
Belize,BLZ,2013,0-1,0.0
Belize,BLZ,2014,0-1,0.0
Belize,BLZ,2015,0-1,0.0
Belize,BLZ,2016,0-1,0.0
Bosnia and Herzegovina,BIH,1985,0-1,4.231312
Bosnia and Herzegovina,BIH,1986,0-1,7.173601
Bosnia and Herzegovina,BIH,1987,0-1,14.409222
Bosnia and Herzegovina,BIH,1988,0-1,12.94964
Bosnia and Herzegovina,BIH,1989,0-1,12.195122
Bosnia and Herzegovina,BIH,1990,0-1,6.060606
Bosnia and Herzegovina,BIH,1991,0-1,6.2695923
Bosnia and Herzegovina,BIH,2011,0-1,3.0043564
Bosnia and Herzegovina,BIH,2014,0-1,2.8872528
Bosnia and Herzegovina,BIH,2016,0-1,0.0
Bosnia and Herzegovina,BIH,2017,0-1,4.0417104
Bosnia and Herzegovina,BIH,2018,0-1,4.0723243
Bosnia and Herzegovina,BIH,2019,0-1,0.0
Bosnia and Herzegovina,BIH,2020,0-1,8.071351
Bosnia and Herzegovina,BIH,2021,0-1,0.0
Bosnia and Herzegovina,BIH,2022,0-1,0.0
Brazil,BRA,1979,0-1,6.082773
Brazil,BRA,1980,0-1,7.1817446
Brazil,BRA,1981,0-1,5.9782405
Brazil,BRA,1982,0-1,5.3742394
Brazil,BRA,1983,0-1,6.1004224
Brazil,BRA,1984,0-1,6.3222694
Brazil,BRA,1985,0-1,6.066206
Brazil,BRA,1986,0-1,5.5901794
Brazil,BRA,1987,0-1,3.9352927
Brazil,BRA,1988,0-1,3.325757
Brazil,BRA,1989,0-1,3.4004905
Brazil,BRA,1990,0-1,3.2127757
Brazil,BRA,1991,0-1,3.278494
Brazil,BRA,1992,0-1,3.141204
Brazil,BRA,1993,0-1,4.411052
Brazil,BRA,1994,0-1,4.039964
Brazil,BRA,1995,0-1,3.7990787
Brazil,BRA,1996,0-1,3.7978187
Brazil,BRA,1997,0-1,3.6357372
Brazil,BRA,1998,0-1,3.7114854
Brazil,BRA,1999,0-1,3.3326592
Brazil,BRA,2000,0-1,3.6795163
Brazil,BRA,2001,0-1,4.068669
Brazil,BRA,2002,0-1,3.9411902
Brazil,BRA,2003,0-1,4.2187824
Brazil,BRA,2004,0-1,4.100333
Brazil,BRA,2005,0-1,4.440991
Brazil,BRA,2006,0-1,5.0974693
Brazil,BRA,2007,0-1,4.642132
Brazil,BRA,2008,0-1,4.4218574
Brazil,BRA,2009,0-1,3.6290383
Brazil,BRA,2010,0-1,3.775739
Brazil,BRA,2011,0-1,3.5617645
Brazil,BRA,2012,0-1,4.6638093
Brazil,BRA,2013,0-1,3.9865606
Brazil,BRA,2014,0-1,3.75995
Brazil,BRA,2015,0-1,4.0166826
Brazil,BRA,2016,0-1,3.8200526
Brazil,BRA,2017,0-1,3.29904
Brazil,BRA,2018,0-1,3.224324
Brazil,BRA,2019,0-1,3.8501208
Brazil,BRA,2020,0-1,3.761859
Brunei,BRN,1996,0-1,0.0
Brunei,BRN,1997,0-1,13.267879
Brunei,BRN,1998,0-1,0.0
Brunei,BRN,1999,0-1,0.0
Brunei,BRN,2000,0-1,14.6649065
Brunei,BRN,2001,0-1,0.0
Brunei,BRN,2002,0-1,0.0
Brunei,BRN,2003,0-1,0.0
Brunei,BRN,2004,0-1,0.0
Brunei,BRN,2005,0-1,0.0
Brunei,BRN,2006,0-1,14.450867
Brunei,BRN,2007,0-1,0.0
Brunei,BRN,2008,0-1,0.0
Brunei,BRN,2009,0-1,0.0
Brunei,BRN,2010,0-1,0.0
Brunei,BRN,2011,0-1,15.941336
