Entity,Code,Year,"Age-standardized deaths from bladder cancer in both sexes per 100,000 people","Age-standardized deaths from colon and rectum cancers in both sexes per 100,000 people","Age-standardized deaths from pancreas cancer in both sexes per 100,000 people","Age-standardized deaths from breast cancer in both sexes per 100,000 people","Age-standardized deaths from corpus uteri cancer in both sexes per 100,000 people","Age-standardized deaths from kidney cancer in both sexes per 100,000 people","Age-standardized deaths from oesophagus cancer in both sexes per 100,000 people","Age-standardized deaths from melanoma and other skin cancers in both sexes per 100,000 people","Age-standardized deaths from prostate cancer in both sexes per 100,000 people","Age-standardized deaths from thyroid cancer in both sexes per 100,000 people","Age-standardized deaths from testicular cancer in both sexes per 100,000 people","Age-standardized deaths from trachea, bronchus, lung cancers in both sexes per 100,000 people","Age-standardized deaths from mouth and oropharynx cancers in both sexes per 100,000 people","Age-standardized deaths from ovary cancer in both sexes per 100,000 people","Age-standardized deaths from larynx cancer in both sexes per 100,000 people","Age-standardized deaths from gallbladder and biliary tract cancer in both sexes per 100,000 people","Age-standardized deaths from cervix uteri cancer in both sexes per 100,000 people","Age-standardized deaths from stomach cancer in both sexes per 100,000 people","Age-standardized deaths from brain and nervous system cancers in both sexes per 100,000 people","Age-standardized deaths from liver cancer in both sexes per 100,000 people",Continent
Albania,ALB,1987,0.09916479,2.37789,2.0657334,3.2387831,1.8596307,,2.2007337,2.0279934,3.6644876,,0.30021444,21.17492,3.4080694,0.53940034,2.616829,,0.38325635,11.04085,3.2300928,,Europe
Albania,ALB,1988,0.19622076,3.882006,2.4746256,2.5781834,2.0584912,,2.3991594,1.6571901,4.390699,,0.38987386,23.047655,4.684407,0.9299435,3.1376932,,0.50954396,12.94678,3.3574855,,Europe
Albania,ALB,1989,0.0441704,3.4622316,1.9555315,3.1176913,2.175244,,1.6824794,1.2537979,5.0740433,,0.41016784,19.306635,4.5117173,0.76406187,2.9643705,,0.48789093,12.972528,3.278628,,Europe
Albania,ALB,1992,0.08343782,2.4945974,1.5224555,2.8641176,1.8217607,,1.2313163,1.3157408,3.6622229,,0.14279145,16.941454,3.252922,0.38886204,2.361314,,0.30893078,11.501205,3.5686963,,Europe
Albania,ALB,1993,0.12912494,2.5322132,1.5672592,2.6134884,1.0477308,,1.1232353,1.2478606,3.5071805,,0.07160276,15.851012,3.174761,0.3739795,2.2327225,,0.15871485,9.383472,2.4305742,,Europe
Albania,ALB,1994,0.0,2.1192153,1.2549087,2.47532,0.921116,,0.895309,0.9418199,3.6816006,,0.13020925,13.996148,2.2858768,0.13123971,1.4365199,,0.34586003,7.635748,2.2073066,,Europe
Albania,ALB,1995,0.0,3.166301,2.7534103,3.1459105,1.6772157,,0.88535744,1.4272759,3.148407,,0.30282164,20.264757,1.7261999,0.18189055,2.1150255,,0.2446963,10.8103895,3.3110452,,Europe
Albania,ALB,1996,0.0,2.965215,2.6155705,3.3422997,1.7748498,,1.3722842,1.3911455,4.451579,,0.13234082,22.522184,1.8329132,0.22012435,2.009497,,0.67058337,13.1001625,4.588085,,Europe
Albania,ALB,1997,0.0,2.7467628,2.1556263,2.9760587,2.086007,,1.0410681,2.0366757,3.7522318,,0.14668433,22.97112,1.248211,0.26677915,2.1701286,,0.6088485,11.858477,4.0398917,,Europe
Albania,ALB,1998,0.0,3.3269267,2.89496,3.4754195,1.6866677,,0.8622907,1.7117641,4.487436,,0.09684999,22.819641,1.974161,0.4048625,1.688031,,0.34865737,12.967612,3.730463,,Europe
Albania,ALB,1999,0.0,3.1629148,2.7343006,4.670291,2.3360598,,0.78922516,1.4337022,5.802137,,0.2318132,23.073807,1.991078,0.634738,2.4416842,,0.30425045,13.21898,4.4727964,,Europe
Albania,ALB,2000,0.0,3.0230622,3.193938,4.6540465,1.5253289,,1.3979641,1.5535979,6.641801,,0.06977237,23.079542,1.8055137,0.36636078,2.5094912,,0.7666558,14.465557,4.1851163,,Europe
Albania,ALB,2001,0.0,2.9549973,3.0920389,3.580008,1.0437717,,1.0123243,1.322872,3.9015183,,0.14843543,18.061525,1.616461,0.18978886,2.0744483,,0.44445816,10.576465,3.6661003,,Europe
Albania,ALB,2002,0.0,3.529257,3.725992,3.6801753,1.5051645,,0.8453643,1.1286967,4.7716184,,0.28301185,21.00043,1.9807851,0.4276743,2.323974,,0.67982054,11.694495,4.6634836,,Europe
Albania,ALB,2003,0.0,3.8248932,3.5954895,4.6618047,1.040063,,1.0721965,1.4523461,5.4608684,,0.22356059,22.266104,2.4515033,0.6711862,2.8511467,,0.438903,12.586138,5.7511196,,Europe
Albania,ALB,2004,0.0,3.3263235,4.5649443,4.523596,1.2464613,,1.5438445,1.2150722,4.450732,,0.05802557,19.885788,2.4000347,0.7666694,1.682985,,0.60181224,12.163694,4.683692,,Europe
Albania,ALB,2005,0.0,3.5021162,3.882034,4.109087,1.757854,,1.3356819,1.0384312,4.626826,,0.15156458,17.11936,2.2781525,0.33797634,2.2981353,,0.713236,11.317679,4.4149375,,Europe
Albania,ALB,2006,0.06336672,3.254701,3.1973016,4.6580353,1.7243421,,1.4796903,1.0414493,4.364796,,0.21788043,17.373549,2.2407696,0.7284299,1.5514883,,0.7523318,11.007504,5.2295938,,Europe
Albania,ALB,2007,0.0,3.2546322,3.5145235,3.8579087,1.052587,,0.6878562,0.72877496,3.7792299,,0.12804736,15.267668,2.4362574,0.4781568,0.86896807,,0.734455,9.172205,4.007371,,Europe
Albania,ALB,2008,0.06497528,3.0155885,3.5274038,4.9851556,1.3540548,,0.9727231,1.0472318,3.8884354,,0.20174494,17.81391,1.5258197,0.66688854,1.4527481,,0.6134423,9.671266,5.131877,,Europe
Albania,ALB,2009,0.07039173,3.0302012,4.329549,4.2250876,1.559992,,0.6557374,0.97824275,4.2943463,,0.2922364,16.924603,1.3703635,1.0909576,1.5708215,,0.7593893,8.554411,4.0429435,,Europe
Albania,ALB,2010,0.0,2.2554674,2.0555131,3.5383096,0.48050934,,0.42332608,0.8994606,3.0343428,,0.12188388,9.558446,0.932635,0.33195856,1.013602,,0.3777965,4.497679,1.8654567,,Europe
Antigua and Barbuda,ATG,1983,0.0,0.0,,0.0,2.665502,,2.665502,6.7819285,25.67679,,,0.0,11.71286,,2.665502,,5.331004,22.77494,,0.0,North America
Antigua and Barbuda,ATG,1985,1.9523196,8.59234,,15.615561,3.7489398,,5.945547,0.0,5.940178,,,3.7411788,6.5837984,,0.0,,5.501188,35.79647,,0.0,North America
Antigua and Barbuda,ATG,1986,1.7894737,0.0,,5.5103946,0.0,,0.0,0.0,9.178169,,,5.9512053,3.6943476,,3.631743,,2.037767,17.502724,,0.0,North America
Antigua and Barbuda,ATG,1987,5.923763,1.7474048,,6.586761,3.538527,,3.932913,8.035939,12.565774,,,3.837474,1.8173431,,1.7211838,,5.5108266,24.370415,,0.0,North America
Antigua and Barbuda,ATG,1988,1.6679245,0.0,,0.0,1.9092827,,3.6969416,0.0,6.8740277,,,16.278862,0.0,,2.088748,,1.6679245,13.278581,,0.0,North America
Antigua and Barbuda,ATG,1989,6.632749,3.6887472,,23.980223,0.0,,3.1430361,3.1430361,21.09804,,,5.130338,8.916236,,5.2045674,,12.134973,17.002691,,0.0,North America
Antigua and Barbuda,ATG,1990,0.0,5.218337,,15.742367,0.0,,7.6112347,0.0,13.587537,,,13.698331,0.0,,1.7607195,,2.8317757,8.837125,,0.0,North America
Antigua and Barbuda,ATG,1991,6.475798,2.8666036,,10.015104,1.7589285,,0.0,0.0,25.714252,,,4.76758,2.8666036,,1.4958677,,2.275914,15.117468,,0.0,North America
Antigua and Barbuda,ATG,1992,1.4410828,1.4525408,,17.260828,0.0,,4.346164,0.0,24.69766,,,16.69109,7.8163743,,2.1371987,,0.0,4.48814,,0.0,North America
Antigua and Barbuda,ATG,1993,2.1323025,5.2811112,,4.2172537,0.0,,3.0628998,0.0,17.7814,,,3.2811112,3.731434,,0.0,,0.0,19.630436,,0.0,North America
Antigua and Barbuda,ATG,1994,5.820401,9.582024,,18.529707,1.9540453,,1.875371,0.0,28.884184,,,5.1178412,0.0,,0.0,,3.7494678,13.016523,,0.0,North America
Antigua and Barbuda,ATG,1995,0.0,10.476798,,12.967933,2.8750076,,0.0,0.0,23.436354,,,11.797732,2.0683334,,3.8901582,,3.1677487,6.5659547,,0.0,North America
Antigua and Barbuda,ATG,1998,1.6480238,13.164911,6.4276395,5.6775203,0.0,0.0,2.9459233,4.320876,17.643078,0.0,0.0,3.4019928,1.3115942,1.3692034,0.0,0.0,2.8053346,13.709344,2.1247663,8.2207575,North America
Antigua and Barbuda,ATG,1999,1.1178035,10.744939,0.0,2.5637393,0.0,0.0,1.4823874,0.0,36.847286,1.6554307,0.0,12.056979,2.0630672,0.0,1.6554307,2.5572712,4.6041756,7.384463,2.0798883,6.5319905,North America
Antigua and Barbuda,ATG,2000,0.0,8.792012,5.9278755,18.593683,3.4787602,0.0,0.0,1.490566,31.16834,0.0,0.0,6.9575205,3.4896808,1.7126913,1.5014867,3.4341223,1.267507,11.65819,1.0834876,6.7699714,North America
Antigua and Barbuda,ATG,2001,0.0,3.900025,10.825551,7.8950415,2.535014,1.631531,1.267507,2.5298507,28.069551,1.3650109,0.0,2.9241786,3.0240114,0.0,1.8719637,5.32486,4.5139303,4.368485,1.1645167,1.4694471,North America
Antigua and Barbuda,ATG,2002,3.0874379,8.66473,0.0,11.722409,5.9917603,1.314037,3.9814155,2.5467565,26.954794,0.0,0.0,1.6492537,1.2622036,1.2845528,0.0,0.0,3.144892,7.2245803,2.2998009,6.140323,North America
Antigua and Barbuda,ATG,2003,0.0,12.741297,1.26186,9.2383,0.0,0.0,3.184233,3.2411742,24.721035,0.0,0.0,7.517685,2.501586,0.0,1.7762405,0.0,4.6641383,10.924665,1.7578822,9.416416,North America
Antigua and Barbuda,ATG,2004,0.0,10.960203,4.3140903,16.137499,2.7907522,1.1939313,1.2490119,0.0,38.849087,0.0,0.0,3.2719908,1.6915039,1.3899083,1.6915039,2.6060212,4.488104,2.1927698,6.285248,1.6915039,North America
Antigua and Barbuda,ATG,2005,0.0,8.351843,4.0955453,7.473895,3.1309288,0.0,2.6863406,1.5529372,18.391495,0.0,0.0,5.6460586,0.0,5.5286393,0.0,0.0,3.9568202,8.22904,1.1726913,1.3397356,North America
Antigua and Barbuda,ATG,2006,4.4144907,6.4186153,2.358209,6.0080028,4.604855,4.2624545,1.5460963,1.1470215,18.14975,0.0,1.0414033,4.878377,0.0,2.4328725,0.0,0.0,1.2332994,2.1884248,5.470869,1.5643197,North America
Antigua and Barbuda,ATG,2007,0.0,11.979655,4.1898456,12.0514,5.4575295,1.525555,8.092329,0.0,26.978846,0.0,0.0,8.764432,2.52938,3.8846583,1.229343,2.641674,4.8417554,5.2335463,0.0,5.405263,North America
Antigua and Barbuda,ATG,2008,1.29156,11.768985,2.489255,10.08935,0.0,0.0,1.469415,0.0,23.455076,0.0,0.0,4.8096147,3.9835072,9.007418,2.58808,0.0,4.866462,2.4102252,0.0,3.3680377,North America
Antigua and Barbuda,ATG,2009,0.0,7.9207253,4.0249434,10.027255,1.3188097,2.8403153,1.3188097,0.0,19.384865,0.0,0.0,13.116511,2.3443294,1.4529915,0.0,0.0,4.909709,6.227088,2.5889215,0.0,North America
Antigua and Barbuda,ATG,2010,0.0,10.034192,0.0,11.035526,2.5503442,0.0,1.3075222,1.2428219,25.963505,0.0,0.0,7.297323,2.3807049,2.4856439,0.0,1.2428219,0.0,2.3621492,0.0,3.410149,North America
Antigua and Barbuda,ATG,2011,3.5450506,7.418344,0.0,13.344783,3.4524133,1.0936152,2.4080036,0.0,21.931675,0.0,0.0,1.206416,1.1505567,3.6455243,0.0,0.0,3.2722008,6.255591,0.0,3.06896,North America
Antigua and Barbuda,ATG,2012,1.3053751,10.942942,0.0,12.517696,4.2233305,0.0,0.0,0.0,32.734615,0.0,0.0,9.365178,3.4437902,2.1819236,0.0,0.0,4.24646,3.6374226,1.3053751,5.508339,North America
Antigua and Barbuda,ATG,2013,2.078342,8.848043,4.1564393,9.309038,3.371412,3.41837,1.1529458,0.0,26.637375,0.0,0.0,3.2811067,3.3590977,2.1386824,0.8957128,1.2307067,3.2461188,2.255622,3.2880652,1.1346787,North America
Antigua and Barbuda,ATG,2014,2.3078735,16.531141,4.347509,14.820405,2.172032,1.0722927,1.0997394,0.9461078,36.66083,0.89160025,0.0,3.053492,0.89160025,2.0997343,0.97428757,1.2081339,2.981194,11.148077,0.0,4.9770203,North America
Antigua and Barbuda,ATG,2015,1.1707883,10.403301,3.0625172,11.682074,2.0153446,1.9198914,0.0,2.0083897,17.463354,1.1707883,0.0,1.9243623,0.0,1.0493608,0.99450547,1.8597137,3.9882574,6.1462016,3.072371,8.212162,North America
Antigua and Barbuda,ATG,2016,1.0791016,11.864145,4.8193426,19.830725,6.0019827,2.717716,0.0,0.0,16.043093,1.9806707,0.0,8.876329,3.8371224,1.8997264,2.0917814,0.0,5.8106613,6.1748295,1.0791016,2.7397325,North America
Antigua and Barbuda,ATG,2017,0.0,8.344607,3.0881126,18.627676,4.8230658,0.0,0.0,0.8586956,20.886248,0.0,0.0,4.930756,0.0,2.8333604,0.9298202,2.198839,2.851562,2.635257,0.8218822,0.9442614,North America
Antigua and Barbuda,ATG,2018,0.0,8.142643,6.418737,13.687158,2.935843,0.0,0.94741905,1.988424,19.096289,0.0,0.0,7.080157,2.8476648,1.9358864,0.94741905,0.0,4.4245815,8.3637905,0.0,1.8325982,North America
Antigua and Barbuda,ATG,2019,0.0,23.289215,4.4405513,10.729292,2.5934515,1.006674,0.0,0.0,14.585367,0.0,0.0,7.7442126,3.0904808,0.8404063,0.0,0.84042555,1.8766731,5.2509866,0.84042555,3.6513739,North America
Antigua and Barbuda,ATG,2020,1.8644984,16.771605,2.6202526,11.149049,5.73547,0.7992701,2.5790386,0.7992701,23.762035,1.8499008,0.0,3.411765,0.87322694,1.8900193,0.0,2.6529953,3.3803174,2.800009,2.7383387,5.125871,North America
Antigua and Barbuda,ATG,2021,1.6626194,9.7663965,3.1355069,15.588878,3.3494806,0.0,0.7859233,3.5608418,20.570108,0.0,0.0,4.1656747,3.6358988,5.204585,1.6617352,0.0,4.002884,1.8072426,2.4685488,4.4889565,North America
Antigua and Barbuda,ATG,1961,,2.7745454,,17.913334,17.913334,,4.744151,2.3720756,0.0,,,2.3896923,0.0,,,,14.103288,29.14068,,,North America
Antigua and Barbuda,ATG,1962,,5.0813346,,2.306789,21.875084,,8.323636,4.613578,0.0,,,0.0,3.7867677,,,,6.920367,16.79375,,,North America
Antigua and Barbuda,ATG,1963,,6.898666,,22.684387,2.1675863,,17.973469,2.5433333,0.0,,,14.781446,0.0,,,,15.532941,24.851974,,,North America
Antigua and Barbuda,ATG,1964,,28.159088,,7.3117995,26.931545,,10.128074,0.0,0.0,,,7.902941,7.902941,,,,2.2251327,68.989586,,,North America
Antigua and Barbuda,ATG,1966,,12.398516,,17.88368,8.024688,,20.378763,0.0,6.3133335,,,7.938515,0.0,,,,7.3729444,21.650698,,,North America
Antigua and Barbuda,ATG,1969,,2.1066666,,10.242749,16.227583,,6.4404764,4.1610665,0.0,,,7.446,10.582742,,,,16.766092,35.71806,,,North America
Antigua and Barbuda,ATG,1970,,6.568033,,9.198003,3.0491257,,17.032913,2.129659,0.0,,,10.232974,0.0,,,,12.537116,15.300142,,,North America
Antigua and Barbuda,ATG,1971,,7.7090316,,6.7482877,2.262634,,9.971665,4.6197896,0.0,,,23.945498,2.684072,,,,2.2802114,48.09775,,,North America
Antigua and Barbuda,ATG,1972,,6.5833335,,11.154511,4.7367306,,8.660597,0.0,7.8400583,,,11.9202585,4.2887735,,,,19.395668,19.29113,,,North America
Antigua and Barbuda,ATG,1973,,17.81482,,2.4308374,8.745621,,20.462254,2.7351484,4.3519883,,,4.8005314,6.4162707,,,,15.917458,9.184291,,,North America
Antigua and Barbuda,ATG,1974,,14.017604,,13.469267,4.414723,,6.6554418,0.0,7.408313,,,4.619168,0.0,,,,2.6658626,24.529781,,,North America
Antigua and Barbuda,ATG,1975,,2.6030624,,10.958907,6.8261275,,20.387747,0.0,6.411525,,,6.9550505,4.8655915,,,,9.535929,45.615894,,,North America
Antigua and Barbuda,ATG,1976,,8.700104,,12.149832,6.8689528,,12.323951,0.0,6.6906667,,,0.0,2.5056689,,,,9.037554,27.162992,,,North America
Antigua and Barbuda,ATG,1977,,8.389052,,13.880278,3.1237113,,13.145185,1.2450778,17.11365,,,0.0,4.7559967,,,,7.5756364,36.998394,,,North America
Antigua and Barbuda,ATG,1978,,3.434139,,9.477752,0.0,,12.04354,0.0,10.176101,,,4.3981557,1.8377376,,,,14.319064,28.650904,,,North America
Argentina,ARG,1979,4.8253355,14.544265,,11.802439,4.3833055,,7.47334,0.70512134,7.1113033,,,25.021006,2.5382967,,3.0770745,,2.532734,13.675596,,1.8012239,South America
Argentina,ARG,1980,4.2760434,13.756212,,11.7292795,4.390792,,7.112882,0.75915784,6.193458,,,25.357435,2.6234066,,3.2560391,,2.3900537,12.638407,,1.2700704,South America
Argentina,ARG,1981,4.6999335,14.873035,,12.255591,4.4397664,,7.2752275,0.7827343,6.566042,,,26.394182,2.957817,,3.276591,,2.747919,13.24966,,1.2401369,South America
Argentina,ARG,1982,4.0067887,13.074585,,11.553152,4.0168037,,6.2673116,0.7533899,5.77402,,,23.110737,2.5553784,,2.651512,,2.3931048,11.289656,,5.1690397,South America
Argentina,ARG,1983,3.8670776,12.744488,,11.618383,4.1666017,,6.146285,0.7179176,6.0648913,,,24.06373,2.598677,,2.6527061,,2.4377258,10.983579,,4.9416795,South America
Argentina,ARG,1984,3.937849,12.941927,,12.142427,4.150077,,6.3680387,0.69500023,6.2737665,,,24.269615,2.7631652,,2.897149,,2.6998382,11.266931,,5.017593,South America
Argentina,ARG,1985,3.8411334,13.401218,,12.235317,4.2333884,,6.230148,0.6117596,6.161383,,,23.7349,2.588342,,2.7007256,,2.6843803,11.016642,,4.5979776,South America
Argentina,ARG,1986,3.7197933,13.321989,,12.339654,4.105829,,6.2958517,0.6593364,6.6838336,,,23.23904,2.581118,,2.7274396,,2.8393533,10.774232,,5.1354227,South America
Argentina,ARG,1987,3.6905792,13.789632,,12.903485,4.045898,,6.6379175,0.7768574,7.2709136,,,24.511858,2.583402,,2.7438917,,2.7190063,10.875921,,5.141554,South America
Argentina,ARG,1988,3.614454,13.395592,,13.052527,3.9234977,,6.4646726,0.8481745,6.9326653,,,23.730354,2.5759115,,2.87559,,2.7482836,10.449855,,5.019777,South America
Argentina,ARG,1989,3.6077075,13.4930935,,12.494049,4.0525517,,5.835238,0.6535284,6.8880825,,,23.366507,2.622689,,2.7847438,,2.5084426,10.292209,,4.960494,South America
Argentina,ARG,1990,3.643721,13.246549,,13.029711,4.133297,,5.6703167,0.57995254,6.945657,,,22.437733,2.784885,,2.7890902,,2.4087815,9.228449,,4.820881,South America
Argentina,ARG,1991,3.6896834,13.182649,,13.206541,3.8753443,,5.6910377,0.5845919,7.1485705,,,23.705154,2.5969024,,2.751852,,2.7772734,9.280084,,4.838308,South America
Argentina,ARG,1992,3.7096133,12.993824,,12.959693,4.200999,,5.5893717,0.74599266,7.1006064,,,22.86195,2.4690573,,2.7113485,,2.820896,8.766155,,4.8030705,South America
Argentina,ARG,1993,3.4746852,13.056118,,13.308267,4.142282,,5.38932,0.8305021,7.3067436,,,22.769564,2.2285466,,2.6539743,,2.7166991,8.32822,,4.902803,South America
Argentina,ARG,1994,3.375032,13.560952,,13.080304,4.112427,,5.437488,0.93787193,7.398092,,,22.932451,2.3392272,,2.7775254,,2.4680712,8.522619,,4.6807175,South America
Argentina,ARG,1995,3.2431064,13.311817,,13.271518,3.9276712,,4.9922976,0.98571247,7.8695693,,,22.281628,2.145285,,2.5095034,,2.5471396,8.259494,,4.4719644,South America
Argentina,ARG,1996,3.2640016,13.769184,,13.819304,4.0096397,,5.1022162,1.0478092,8.221839,,,22.414858,2.3467138,,2.7133737,,2.7093754,8.400669,,4.5292854,South America
Argentina,ARG,1997,3.2819018,13.316254,7.763088,13.435209,3.9593852,3.2234304,4.9006433,1.502614,7.824178,0.42084238,0.41170758,22.156973,2.107107,2.6153815,2.63719,3.0808816,2.7659383,7.9433527,2.463321,4.879764,South America
Argentina,ARG,1998,3.097594,13.280076,7.535424,13.1511345,3.9749603,3.132977,4.773243,1.602615,8.344127,0.40260962,0.40717828,22.354063,2.1421897,2.4609365,2.500664,3.124224,2.5873084,7.6348915,2.4984577,4.4028454,South America
Argentina,ARG,1999,3.0027354,13.5908165,7.707048,12.915582,3.9447896,3.2287636,4.792166,1.4534875,8.006927,0.45676666,0.38280818,22.355299,2.2089436,2.3627188,2.5415196,3.048173,2.6137648,7.690838,2.3002608,4.36407,South America
Argentina,ARG,2000,2.995295,13.570446,7.7452674,12.960758,3.9499238,3.1774116,4.8932514,1.5479925,7.991727,0.4093149,0.37337688,21.44707,2.1344092,2.5533657,2.4375992,3.0120313,2.4944036,7.333717,2.3351133,4.5020275,South America
Argentina,ARG,2001,2.7465947,13.466312,7.417242,12.997708,3.6576917,3.3426664,4.623856,1.6915287,7.791488,0.4644217,0.40960804,20.468782,2.1493943,2.4969053,2.425806,2.915828,2.612442,7.0443377,2.3344593,4.164013,South America
Argentina,ARG,2002,2.6764288,12.982693,7.3647466,12.41876,3.5346005,3.453258,4.4921513,1.5744563,7.6104307,0.39486763,0.4530307,20.304314,1.9400115,2.5440335,2.2850225,2.838704,2.5989788,6.8789845,2.5399165,4.149385,South America
Argentina,ARG,2003,2.8854666,13.631243,7.6231556,13.178985,3.3236709,3.2975223,4.397114,1.6389556,7.6931033,0.33479083,0.38634038,20.357899,2.165812,2.542306,2.2861655,2.8192902,2.7087626,6.6905622,2.449661,3.8731475,South America
Argentina,ARG,2004,2.8074422,13.368928,7.545979,12.457678,3.2804363,3.3341339,4.215454,1.6110495,7.662806,0.40849763,0.4451292,20.232178,2.055436,2.5037866,2.212532,2.7383988,2.6579428,6.8914156,2.6555717,3.8620281,South America
Argentina,ARG,2005,2.9336662,13.79591,7.8181334,12.525732,3.2133322,3.4244418,4.278059,1.5793902,7.7102737,0.38688532,0.36178616,19.95626,1.8904372,2.5216343,2.1928997,2.88554,2.387791,6.9098506,2.5468466,3.8073761,South America
Argentina,ARG,2006,2.8558261,13.599547,7.8571115,12.244699,3.3034885,3.6809487,4.2800217,1.6860126,7.678858,0.42398086,0.4430342,20.34926,1.9049463,2.6717892,2.0525594,2.7724478,2.5427012,6.4840283,2.6419199,3.8823519,South America
Argentina,ARG,2007,2.642461,13.574765,7.915446,12.062039,3.3532739,3.344015,4.167309,1.6465892,7.674017,0.36348426,0.43569937,19.894186,1.9342682,2.593288,1.9519897,2.7536185,2.496292,6.1938696,2.5162725,3.950219,South America
Argentina,ARG,2008,2.5326014,13.690489,7.8561673,11.471075,3.2998316,3.357153,3.790944,1.6057554,7.3400316,0.3914068,0.37705797,19.74697,1.8634163,2.404492,1.9633694,2.6948295,2.488617,6.105404,2.2969408,3.6816154,South America
Argentina,ARG,2009,2.555296,13.487354,7.828228,11.66397,3.2187383,3.432747,3.6567566,1.664444,6.933366,0.33032188,0.41865787,19.435913,1.7996066,2.4808137,1.8375987,2.6211429,2.5101264,5.9180136,2.4060404,3.4810896,South America
Argentina,ARG,2010,2.458173,13.586113,7.386378,11.637306,3.3182745,3.612373,3.5995731,1.6176264,7.2365313,0.36177272,0.41386673,19.10235,1.8393786,2.4831166,1.8861265,2.5699406,2.3504448,6.067237,2.4707632,3.7281246,South America
Argentina,ARG,2011,2.5811672,13.34344,7.5402555,11.264304,3.3162,3.5459049,3.6430519,1.5950859,6.7969303,0.39616346,0.45086184,19.322107,1.762555,2.4634225,1.638383,2.4483273,2.2588456,5.7194076,2.5168056,3.556288,South America
Argentina,ARG,2012,2.4519753,13.3271885,7.646202,11.341796,3.2636628,3.708189,3.5666385,1.5904868,6.62513,0.36764008,0.4165265,18.880693,1.7541258,2.3394563,1.6242757,2.454419,2.3491812,5.8898582,2.8410845,3.8418891,South America
Argentina,ARG,2013,2.412196,13.473328,7.518443,11.3555565,3.2506573,3.653715,3.519316,1.6259522,6.4922733,0.44877014,0.43941572,18.605429,1.8266715,2.5416484,1.6437583,2.399693,2.4849892,5.7350035,2.7111907,3.6142483,South America
Argentina,ARG,2014,2.5246694,13.69128,7.615683,11.142077,3.143502,3.687909,3.3599923,1.6589174,6.269545,0.3514736,0.4340949,18.359459,1.8012811,2.2504988,1.5973177,2.416261,2.47531,5.586404,2.7066338,3.5383308,South America
Argentina,ARG,2015,2.4446068,13.851165,7.8136096,11.500487,3.1654272,3.7318745,3.2543964,1.7034749,6.381954,0.39294237,0.47717994,18.752222,1.7114872,2.3146408,1.5429063,2.32082,2.4689956,5.7201037,2.6540997,3.7578948,South America
Argentina,ARG,2016,2.5580509,13.662399,7.586534,11.174265,3.332267,3.6552734,3.2121432,1.6748059,6.262093,0.42598116,0.4722637,17.905571,1.7027622,2.4429018,1.5042636,2.3532858,2.61647,5.4834757,2.6366854,3.442525,South America
Argentina,ARG,2017,2.3558323,13.334601,7.697486,11.354905,3.1846669,3.8797812,3.095965,1.6105437,6.02059,0.4075188,0.4484528,17.643463,1.794325,2.3596883,1.5076661,2.3570087,2.612,5.5521774,2.587909,3.6145556,South America
Argentina,ARG,2018,2.1960833,12.887489,7.871929,10.735198,3.0653377,3.7813478,2.9756193,1.4566982,5.9288826,0.43872398,0.4960919,16.848614,1.6209794,2.2577567,1.3789316,2.2595272,2.72017,5.3291183,2.4809718,3.4098873,South America
Argentina,ARG,2019,2.2366278,12.940192,7.691338,10.787405,3.137329,3.7056334,2.9641886,1.4179995,5.7189226,0.42589536,0.43896776,16.54936,1.7002178,2.2664454,1.3251034,2.2640908,2.881579,5.1363225,2.8216612,3.4139423,South America
Argentina,ARG,2020,2.0969124,12.449381,7.2752376,10.152991,3.1054156,3.4973123,2.6044755,1.3841014,5.3541913,0.40200642,0.5062341,15.157637,1.5741227,2.372403,1.2001436,2.1221905,2.530457,4.709037,2.465847,3.542011,South America
Argentina,ARG,2021,2.037051,12.415413,7.348279,10.423225,3.1413991,3.4354765,2.5923314,1.3501781,5.3221674,0.42717716,0.47039974,14.878396,1.593606,2.1498492,1.0939311,2.1656132,2.5420754,4.6844187,2.6181622,3.2952023,South America
Argentina,ARG,1966,,16.785934,,9.868949,4.9086924,,8.441184,1.5030231,6.0143127,,,24.503622,2.4395022,,,,1.8853878,20.331898,,,South America
Argentina,ARG,1967,,18.093332,,11.338789,5.138337,,10.071646,1.8256058,7.379685,,,27.829605,2.6822858,,,,2.1839697,22.294277,,,South America
Argentina,ARG,1968,,18.568115,,12.169336,5.3619776,,10.0372505,1.8632157,8.257356,,,29.047358,2.5366554,,,,2.3426254,21.939533,,,South America
Argentina,ARG,1969,,18.91665,,11.6890335,5.336839,,9.565715,1.4604502,8.083024,,,28.971766,2.8072765,,,,2.2565396,21.372276,,,South America
Argentina,ARG,1970,,18.282825,,11.1317835,5.389685,,9.827259,1.6970956,7.5434895,,,28.307514,2.4851792,,,,2.2320306,20.641949,,,South America
Argentina,ARG,1977,,15.702126,,11.682484,4.3601174,,7.9803414,1.371965,6.4660344,,,25.20618,2.303966,,,,2.3837905,15.013193,,,South America
Argentina,ARG,1978,,16.042995,,11.824882,4.534388,,8.044227,1.5210787,6.984906,,,25.4926,2.2842867,,,,2.4964745,14.466069,,,South America
Armenia,ARM,2006,4.82616,10.934825,7.402635,14.007913,4.773004,3.269798,1.208748,1.776882,4.549057,0.98760664,0.28045356,32.71231,1.9961135,2.5215664,3.2848487,0.90283126,1.8983524,12.334771,6.0898433,9.642475,Asia
