Entity,Code,Year,"Age-standardized deaths from malignant neoplasms in males per 100,000 people","Age-standardized deaths from malignant neoplasms in females per 100,000 people"
Dominican Republic,DOM,1977,48.278763,47.534428
Dominican Republic,DOM,1978,47.606476,45.109722
Dominican Republic,DOM,1979,47.85026,49.29397
Dominican Republic,DOM,1980,48.269222,52.572723
Dominican Republic,DOM,1981,61.149445,54.89074
Dominican Republic,DOM,1982,58.180023,60.13986
Dominican Republic,DOM,1983,64.49426,64.88914
Dominican Republic,DOM,1984,71.49254,63.466736
Dominican Republic,DOM,1985,68.18689,59.15925
Dominican Republic,DOM,1986,54.600166,48.865665
Dominican Republic,DOM,1987,60.16538,51.450623
Dominican Republic,DOM,1988,52.4951,49.48182
Dominican Republic,DOM,1989,55.115288,49.97262
Dominican Republic,DOM,1990,56.067398,47.96813
Dominican Republic,DOM,1991,51.51659,48.07411
Dominican Republic,DOM,1992,50.667717,44.42393
Dominican Republic,DOM,1994,53.32274,45.264233
Dominican Republic,DOM,1995,54.688076,45.824238
Dominican Republic,DOM,1996,60.303913,48.3684
Dominican Republic,DOM,1997,67.469894,51.43193
Dominican Republic,DOM,1998,67.23043,57.99066
Dominican Republic,DOM,1999,83.21072,44.952152
Dominican Republic,DOM,2000,64.74675,45.82526
Dominican Republic,DOM,2001,72.194695,49.317722
Dominican Republic,DOM,2002,67.621735,49.31859
Dominican Republic,DOM,2003,70.32045,50.171097
Dominican Republic,DOM,2004,71.284225,52.097588
Dominican Republic,DOM,2005,70.97949,50.31517
Dominican Republic,DOM,2006,61.719395,46.996044
Dominican Republic,DOM,2007,61.272476,40.19803
Dominican Republic,DOM,2008,56.88845,43.669823
Dominican Republic,DOM,2009,63.563564,40.438076
Dominican Republic,DOM,2010,65.89819,47.284092
Dominican Republic,DOM,2011,66.067085,47.600544
Dominican Republic,DOM,2012,61.520824,47.08613
Dominican Republic,DOM,2013,64.90738,49.186962
Dominican Republic,DOM,2014,60.47434,45.41546
Dominican Republic,DOM,2015,52.480434,38.563183
Dominican Republic,DOM,2016,53.704594,41.65389
Dominican Republic,DOM,2017,50.328793,41.28801
Dominican Republic,DOM,2018,55.126892,41.548916
Ecuador,ECU,1966,58.56582,70.96034
Ecuador,ECU,1967,65.62573,75.58232
Ecuador,ECU,1968,58.066006,64.36925
Ecuador,ECU,1969,65.900055,67.28157
Ecuador,ECU,1970,62.717045,69.522545
Ecuador,ECU,1971,61.92035,65.85901
Ecuador,ECU,1972,60.196507,65.89866
Ecuador,ECU,1973,61.597603,68.66819
Ecuador,ECU,1974,65.83238,67.83363
Ecuador,ECU,1975,64.16418,69.21903
Ecuador,ECU,1977,72.42306,74.27989
Ecuador,ECU,1978,76.256,78.64802
Ecuador,ECU,1979,86.76623,87.49993
Ecuador,ECU,1980,88.88428,90.14679
Ecuador,ECU,1981,80.45642,82.736435
Ecuador,ECU,1982,103.26745,103.515724
Ecuador,ECU,1983,86.21463,85.33216
Ecuador,ECU,1984,107.5663,100.18914
Ecuador,ECU,1985,111.06753,109.31678
Ecuador,ECU,1986,104.823044,106.024025
Ecuador,ECU,1987,97.219925,97.01265
Ecuador,ECU,1988,101.03271,99.651436
Ecuador,ECU,1989,92.079414,89.619896
Ecuador,ECU,1990,88.482735,88.34608
Ecuador,ECU,1991,94.79955,87.9256
Ecuador,ECU,1992,87.98651,86.960724
Ecuador,ECU,1993,88.03876,84.0877
Ecuador,ECU,1994,83.43834,83.94962
Ecuador,ECU,1995,82.45953,87.94537
Ecuador,ECU,1996,86.78956,84.51069
Ecuador,ECU,1997,85.17275,86.3858
Ecuador,ECU,1998,86.51236,82.51099
Ecuador,ECU,1999,86.55605,81.85045
Ecuador,ECU,2000,84.71595,79.04135
Ecuador,ECU,2001,81.76347,78.27477
Ecuador,ECU,2002,79.0105,73.555084
Ecuador,ECU,2003,77.4856,72.68495
Ecuador,ECU,2004,82.37626,73.75653
Ecuador,ECU,2005,82.61372,77.504684
Ecuador,ECU,2006,83.64268,78.29523
Ecuador,ECU,2007,82.679054,76.98573
Ecuador,ECU,2008,85.02841,75.158745
Ecuador,ECU,2009,80.90281,75.26531
Ecuador,ECU,2010,83.943825,75.36603
Ecuador,ECU,2011,82.472595,73.80149
Ecuador,ECU,2012,83.2651,74.3773
Ecuador,ECU,2013,76.00053,71.548706
Ecuador,ECU,2014,74.22579,70.199295
Ecuador,ECU,2015,75.75617,69.95046
Ecuador,ECU,2016,76.357,70.798584
Ecuador,ECU,2017,75.97986,69.51979
Ecuador,ECU,2018,75.34489,71.8025
Ecuador,ECU,2019,76.83992,73.39248
Ecuador,ECU,2020,73.94133,67.61108
Ecuador,ECU,2021,70.837585,67.490036
Egypt,EGY,1965,40.06128,19.158636
Egypt,EGY,1966,46.120895,20.35642
Egypt,EGY,1967,45.007923,20.127104
Egypt,EGY,1970,46.23001,21.033306
Egypt,EGY,1971,43.15694,19.27802
Egypt,EGY,1972,41.637714,19.331264
Egypt,EGY,1973,39.64866,17.84703
Egypt,EGY,1974,38.266464,18.455463
Egypt,EGY,1975,37.670734,17.707993
Egypt,EGY,1976,35.426567,16.70534
Egypt,EGY,1977,35.187355,17.288855
Egypt,EGY,1978,35.98751,17.085192
Egypt,EGY,1979,36.526203,18.178646
Egypt,EGY,1980,34.417767,18.067657
Egypt,EGY,1987,37.519543,23.363247
Egypt,EGY,1991,37.587387,23.570503
Egypt,EGY,1992,38.55032,24.913986
Egypt,EGY,2000,43.71449,27.10921
Egypt,EGY,2001,48.185585,30.304857
Egypt,EGY,2002,50.332603,32.170444
Egypt,EGY,2003,54.34883,34.06576
Egypt,EGY,2004,54.380554,34.916355
Egypt,EGY,2005,54.48908,35.508312
Egypt,EGY,2006,54.220757,35.85604
Egypt,EGY,2007,53.031128,34.66094
Egypt,EGY,2008,54.608265,36.481766
Egypt,EGY,2009,57.002655,37.180984
Egypt,EGY,2010,58.081257,38.62142
Egypt,EGY,2011,58.958458,38.729527
Egypt,EGY,2012,58.5722,39.75209
Egypt,EGY,2013,61.73381,41.9984
Egypt,EGY,2014,64.80645,48.54181
Egypt,EGY,2015,58.644623,41.268764
Egypt,EGY,2016,58.67851,40.488956
Egypt,EGY,2017,55.95011,39.146366
Egypt,EGY,2018,56.513264,39.553776
Egypt,EGY,2019,51.142914,35.61502
El Salvador,SLV,1990,49.694733,62.75949
El Salvador,SLV,1991,56.414448,63.745445
El Salvador,SLV,1992,60.688526,75.126274
El Salvador,SLV,1993,64.41925,71.09754
El Salvador,SLV,1995,51.77233,64.19656
El Salvador,SLV,1996,62.765118,74.81567
El Salvador,SLV,1997,65.2536,82.59139
El Salvador,SLV,1998,67.53893,74.20239
El Salvador,SLV,1999,66.38514,73.2143
El Salvador,SLV,2000,70.77891,78.11375
El Salvador,SLV,2001,71.84987,78.89935
El Salvador,SLV,2002,70.93481,77.976204
El Salvador,SLV,2003,71.099266,76.2559
El Salvador,SLV,2004,68.92346,76.42255
El Salvador,SLV,2005,71.19457,76.8436
El Salvador,SLV,2006,70.54956,72.577675
El Salvador,SLV,2007,68.97946,73.27314
El Salvador,SLV,2008,66.6538,71.08598
El Salvador,SLV,2009,66.34711,69.03554
El Salvador,SLV,2010,63.589947,67.18032
El Salvador,SLV,2011,67.87125,65.70455
El Salvador,SLV,2012,62.79447,66.036835
El Salvador,SLV,2013,65.526726,68.2455
El Salvador,SLV,2014,65.1467,63.7647
El Salvador,SLV,2015,51.836853,49.894093
El Salvador,SLV,2016,56.25137,55.05706
El Salvador,SLV,2017,50.34078,52.649452
El Salvador,SLV,2018,53.987076,48.864475
Estonia,EST,1981,209.72913,108.957405
Estonia,EST,1982,215.40872,108.684044
Estonia,EST,1985,219.02176,112.66532
Estonia,EST,1986,222.9397,108.49046
Estonia,EST,1987,214.9622,110.412865
Estonia,EST,1988,225.09227,110.42021
Estonia,EST,1989,225.80899,117.060555
Estonia,EST,1990,219.53136,112.869484
Estonia,EST,1991,244.48918,121.56142
Estonia,EST,1992,234.35999,115.62326
Estonia,EST,1993,241.98843,121.58613
Estonia,EST,1994,227.31323,118.04203
Estonia,EST,1995,239.20674,111.11026
Estonia,EST,1996,231.54675,118.84972
Estonia,EST,1997,233.53952,116.55571
Estonia,EST,1998,241.04099,116.63488
Estonia,EST,1999,222.4441,115.35297
Estonia,EST,2000,222.99965,115.72899
Estonia,EST,2001,220.62639,110.48836
Estonia,EST,2002,226.48137,110.30362
Estonia,EST,2003,222.48158,105.4647
Estonia,EST,2004,227.46913,108.059425
Estonia,EST,2005,229.49548,105.20907
Estonia,EST,2006,225.84972,109.57195
Estonia,EST,2007,223.84494,103.39403
Estonia,EST,2008,216.43738,103.84726
Estonia,EST,2009,213.0272,104.508804
Estonia,EST,2010,216.37245,98.33857
Estonia,EST,2011,210.0178,103.63191
Estonia,EST,2012,210.29903,102.2453
Estonia,EST,2013,206.49329,98.895
Estonia,EST,2014,208.85881,103.63484
Estonia,EST,2015,208.84625,100.14161
Estonia,EST,2016,195.59538,100.09742
Estonia,EST,2017,195.9322,98.10955
Estonia,EST,2018,200.24269,97.70246
Estonia,EST,2019,188.12773,95.31938
Estonia,EST,2020,182.04489,91.4137
Estonia,EST,2021,179.27895,89.20462
Estonia,EST,2022,161.3437,84.39262
Fiji,FJI,1978,47.693634,80.464195
Fiji,FJI,2001,57.74995,69.222885
Fiji,FJI,2002,51.574806,74.07505
Fiji,FJI,2003,54.81636,93.13035
Fiji,FJI,2004,71.84922,94.6619
Fiji,FJI,2005,79.057365,105.48189
Fiji,FJI,2006,87.51614,108.86879
Fiji,FJI,2007,95.57223,114.57695
Fiji,FJI,2008,81.10771,115.67184
Fiji,FJI,2009,71.62428,114.87024
Fiji,FJI,2011,96.013985,118.562195
Fiji,FJI,2012,80.2593,113.78993
Finland,FIN,1952,207.59128,140.84126
Finland,FIN,1953,211.48592,139.67998
Finland,FIN,1954,210.49083,134.61009
Finland,FIN,1955,212.42061,130.27318
Finland,FIN,1956,206.16283,131.99915
Finland,FIN,1957,216.96188,135.1159
Finland,FIN,1958,213.3852,131.24776
Finland,FIN,1959,216.12364,128.58105
Finland,FIN,1960,217.48726,130.34995
Finland,FIN,1961,217.45839,127.26255
Finland,FIN,1962,218.01967,118.8829
Finland,FIN,1963,215.69455,126.13498
Finland,FIN,1964,217.6867,126.19254
Finland,FIN,1965,213.09477,121.73944
Finland,FIN,1966,212.6213,121.65295
Finland,FIN,1967,211.99612,118.80261
Finland,FIN,1968,221.57323,120.93406
Finland,FIN,1969,222.14513,121.58275
Finland,FIN,1970,219.7665,116.23753
Finland,FIN,1971,223.44948,117.8924
Finland,FIN,1972,211.97124,117.43295
Finland,FIN,1973,214.32104,113.85159
Finland,FIN,1974,212.95624,114.9455
Finland,FIN,1975,207.8886,112.23187
Finland,FIN,1976,218.5645,110.70256
Finland,FIN,1977,208.21904,111.83637
Finland,FIN,1978,214.79065,110.315285
Finland,FIN,1979,210.44873,114.4909
Finland,FIN,1980,209.16019,108.8306
Finland,FIN,1981,206.33905,108.58796
Finland,FIN,1982,198.06764,107.94244
Finland,FIN,1983,201.31563,111.48709
Finland,FIN,1984,198.21889,108.763115
Finland,FIN,1985,196.95807,105.87394
Finland,FIN,1986,187.76715,107.78639
Finland,FIN,1987,186.21297,105.02534
Finland,FIN,1988,184.68144,105.868614
Finland,FIN,1989,182.34189,105.523224
Finland,FIN,1990,179.8131,105.81236
Finland,FIN,1991,173.68144,101.781555
Finland,FIN,1992,176.40184,103.796364
Finland,FIN,1993,174.47745,103.518654
Finland,FIN,1994,168.49992,96.8334
Finland,FIN,1995,167.22128,100.25587
Finland,FIN,1996,170.15785,94.53267
Finland,FIN,1997,159.90355,100.05787
Finland,FIN,1998,160.79327,96.99156
Finland,FIN,1999,158.0626,93.498375
Finland,FIN,2000,150.35262,96.26153
Finland,FIN,2001,151.18556,93.67203
Finland,FIN,2002,146.6364,90.617
Finland,FIN,2003,144.1725,91.18959
Finland,FIN,2004,143.27863,89.46325
Finland,FIN,2005,139.51039,90.01456
Finland,FIN,2006,139.59558,86.952774
Finland,FIN,2007,134.87944,87.03608
Finland,FIN,2008,130.85498,87.36558
Finland,FIN,2009,129.81496,84.691505
Finland,FIN,2010,132.53432,87.83096
Finland,FIN,2011,128.12904,85.92591
Finland,FIN,2012,126.3853,85.73045
Finland,FIN,2013,125.12892,85.386475
Finland,FIN,2014,121.82728,82.54042
Finland,FIN,2015,121.678246,82.39144
Finland,FIN,2016,121.19797,83.428314
Finland,FIN,2017,119.56985,82.34319
Finland,FIN,2018,116.013855,80.070854
Finland,FIN,2019,116.718956,80.22363
Finland,FIN,2020,114.991264,79.27457
Finland,FIN,2021,115.111755,77.27388
France,FRA,1950,159.8053,120.25705
France,FRA,1951,158.36478,118.9093
France,FRA,1952,166.89056,123.149925
France,FRA,1953,167.42235,121.68088
France,FRA,1954,169.36894,121.63997
France,FRA,1955,171.17609,121.87131
France,FRA,1956,176.09346,122.07013
France,FRA,1957,180.59222,122.07518
France,FRA,1958,184.41968,121.70783
France,FRA,1959,184.51556,122.45318
France,FRA,1960,190.16985,122.188675
France,FRA,1961,193.8128,119.51262
France,FRA,1962,195.95401,120.22049
France,FRA,1963,201.89455,121.03504
France,FRA,1964,203.33298,120.0727
France,FRA,1965,204.5907,119.1151
France,FRA,1966,208.62659,119.452286
France,FRA,1967,210.54832,117.449356
France,FRA,1968,214.88753,117.974335
France,FRA,1969,207.05537,113.28988
France,FRA,1970,203.6344,110.702324
France,FRA,1971,208.97337,111.76973
France,FRA,1972,213.85393,112.71953
France,FRA,1973,215.2218,111.45974
France,FRA,1974,221.20496,111.647575
France,FRA,1975,219.59082,110.880066
France,FRA,1976,225.07452,110.06384
France,FRA,1977,224.59363,107.75188
France,FRA,1978,227.8128,107.51747
France,FRA,1979,228.56174,106.914925
France,FRA,1980,228.50706,106.13675
France,FRA,1981,230.2665,106.20299
France,FRA,1982,229.72684,105.20379
France,FRA,1983,230.24713,105.55715
France,FRA,1984,232.53812,104.91385
France,FRA,1985,233.12415,102.654205
France,FRA,1986,240.31778,104.75283
France,FRA,1987,233.66121,102.916275
France,FRA,1988,232.5339,102.5668
France,FRA,1989,231.72176,101.89808
France,FRA,1990,227.82298,99.76276
France,FRA,1991,226.74779,99.48732
France,FRA,1992,225.75882,99.504906
France,FRA,1993,223.86023,99.67225
France,FRA,1994,217.2819,97.641464
France,FRA,1995,214.9133,97.374115
France,FRA,1996,213.3851,96.810394
France,FRA,1997,208.56305,95.26961
France,FRA,1998,213.44736,97.29859
France,FRA,1999,209.85999,97.45636
France,FRA,2000,205.84308,95.95846
France,FRA,2001,203.2453,95.45198
France,FRA,2002,200.74988,95.804214
France,FRA,2003,196.92412,95.299164
France,FRA,2004,191.1696,93.811386
France,FRA,2005,189.58356,93.46
France,FRA,2006,184.37384,91.47422
France,FRA,2007,181.0427,89.45278
France,FRA,2008,176.40465,90.652725
France,FRA,2009,174.66597,90.00124
France,FRA,2010,169.93256,88.48386
France,FRA,2011,165.39828,87.18268
France,FRA,2012,161.29082,86.85124
France,FRA,2013,156.69443,84.8673
France,FRA,2014,155.8208,86.10311
France,FRA,2015,154.36394,86.095314
France,FRA,2016,151.03906,86.44437
France,FRA,2017,146.60428,86.3309
France,FRA,2018,142.64836,84.22552
France,FRA,2019,139.24126,84.01072
France,FRA,2020,135.87715,82.43899
French Guiana,GUF,1968,139.0386,46.75781
French Guiana,GUF,1969,80.248695,39.84506
French Guiana,GUF,1970,113.24963,63.98231
French Guiana,GUF,1971,184.84406,72.08722
French Guiana,GUF,1972,73.165,63.035004
French Guiana,GUF,1973,130.13936,74.745865
French Guiana,GUF,1974,136.29659,85.93244
French Guiana,GUF,1975,115.61835,93.185005
French Guiana,GUF,1976,143.02405,68.71942
French Guiana,GUF,1977,171.84186,101.25702
French Guiana,GUF,1978,169.58153,105.45496
French Guiana,GUF,1979,142.44597,53.757977
French Guiana,GUF,2001,156.87085,76.43207
French Guiana,GUF,2002,146.24298,80.15268
French Guiana,GUF,2003,118.47231,69.18382
French Guiana,GUF,2004,130.00269,90.176125
French Guiana,GUF,2005,153.45967,68.71566
French Guiana,GUF,2006,97.3304,66.71169
French Guiana,GUF,2007,115.08034,67.24933
French Guiana,GUF,2008,106.05008,92.080536
French Guiana,GUF,2009,122.82608,64.00177
French Guiana,GUF,2010,120.05114,60.9537
French Guiana,GUF,2011,98.986946,61.80986
French Guiana,GUF,2012,127.55009,74.91552
French Guiana,GUF,2013,101.15505,55.82206
French Guiana,GUF,2014,125.67638,72.18464
French Guiana,GUF,2015,144.87285,71.19406
French Guiana,GUF,2016,141.89778,90.28749
Georgia,GEO,1981,110.21197,72.17442
Georgia,GEO,1982,113.32075,71.3399
Georgia,GEO,1985,115.67106,71.85865
Georgia,GEO,1986,118.688484,73.632774
Georgia,GEO,1987,119.97616,72.594406
Georgia,GEO,1988,114.75864,75.60829
Georgia,GEO,1989,114.97913,70.97947
Georgia,GEO,1990,112.89741,70.079506
Georgia,GEO,1991,111.33151,66.935455
Georgia,GEO,1992,89.32501,62.2979
Georgia,GEO,1994,76.693436,52.65996
Georgia,GEO,1995,73.84835,50.834038
Georgia,GEO,1996,77.854996,50.21524
Georgia,GEO,1997,79.39707,58.16984
Georgia,GEO,1998,96.581314,61.874226
Georgia,GEO,1999,95.19674,60.51674
Georgia,GEO,2000,95.63355,61.725227
Georgia,GEO,2001,90.02429,62.119698
Georgia,GEO,2004,117.48619,77.31301
Georgia,GEO,2005,94.959335,62.14063
Georgia,GEO,2006,103.59149,61.976982
Georgia,GEO,2007,96.707825,55.834023
Georgia,GEO,2009,104.25721,65.770096
Georgia,GEO,2010,57.250496,34.513832
Georgia,GEO,2011,87.20944,51.2734
Georgia,GEO,2012,96.78731,53.49128
Georgia,GEO,2013,93.88267,51.247726
Georgia,GEO,2014,127.79361,72.672874
Georgia,GEO,2015,138.37184,81.0368
Georgia,GEO,2016,154.00613,86.37509
Georgia,GEO,2017,158.27399,88.537926
Georgia,GEO,2018,158.23404,92.55087
Georgia,GEO,2019,171.96921,93.9054
Georgia,GEO,2020,175.67609,95.56305
Georgia,GEO,2021,169.98607,87.78167
Germany,DEU,1990,205.39879,123.68562
Germany,DEU,1991,207.71657,126.18835
Germany,DEU,1992,207.99263,125.19374
Germany,DEU,1993,206.85963,124.98653
Germany,DEU,1994,202.37318,122.24606
Germany,DEU,1995,200.30153,120.447586
Germany,DEU,1996,196.78476,119.12529
Germany,DEU,1997,191.62953,116.01346
Germany,DEU,1998,190.1559,115.88133
Germany,DEU,1999,185.18695,113.28178
Germany,DEU,2000,182.46498,110.920265
Germany,DEU,2001,175.63943,107.967415
Germany,DEU,2002,173.9369,107.73243
Germany,DEU,2003,171.29741,105.5817
Germany,DEU,2004,166.88313,104.01838
Germany,DEU,2005,163.8771,103.27142
Germany,DEU,2006,160.40773,101.14664
Germany,DEU,2007,157.1069,99.77938
Germany,DEU,2008,156.85924,100.268364
Germany,DEU,2009,153.54889,98.89608
Germany,DEU,2010,151.49652,98.297455
Germany,DEU,2011,149.59879,98.55714
Germany,DEU,2012,146.44012,96.58569
Germany,DEU,2013,149.51094,97.38394
Germany,DEU,2014,145.60193,95.22787
Germany,DEU,2015,143.66606,95.16345
Germany,DEU,2016,142.8801,95.94471
Germany,DEU,2017,137.56288,94.251305
Germany,DEU,2018,137.18288,93.80085
Germany,DEU,2019,134.50128,93.06356
Germany,DEU,2020,132.71475,90.96354
Greece,GRC,1961,128.85968,83.676506
Greece,GRC,1962,130.7339,82.84527
Greece,GRC,1963,134.4986,83.049965
Greece,GRC,1964,136.29448,83.81919
Greece,GRC,1965,136.90312,85.81682
Greece,GRC,1966,140.99815,82.73386
Greece,GRC,1967,143.1407,83.9201
Greece,GRC,1968,142.12727,85.88672
Greece,GRC,1969,146.43558,86.44461
Greece,GRC,1970,137.215,80.84057
Greece,GRC,1971,140.58798,82.80634
Greece,GRC,1972,143.67906,85.950325
Greece,GRC,1973,146.64394,83.34016
Greece,GRC,1974,153.27771,86.1586
Greece,GRC,1975,155.10188,87.996544
Greece,GRC,1976,162.8176,93.60336
Greece,GRC,1977,161.86388,92.82857
Greece,GRC,1978,162.56535,92.762764
Greece,GRC,1979,167.23573,92.83203
Greece,GRC,1980,157.78659,91.686165
Greece,GRC,1981,162.17064,89.96926
Greece,GRC,1982,162.5912,90.84204
Greece,GRC,1983,166.74963,89.651184
Greece,GRC,1984,163.45006,90.15176
Greece,GRC,1985,165.56589,90.957794
Greece,GRC,1986,164.92133,89.58613
Greece,GRC,1987,164.49638,90.79322
Greece,GRC,1988,165.62431,90.33271
Greece,GRC,1989,164.27693,90.77031
Greece,GRC,1990,164.8905,88.163445
Greece,GRC,1991,166.93214,87.52218
Greece,GRC,1992,166.37964,89.607544
Greece,GRC,1993,167.74191,90.00457
Greece,GRC,1994,168.9382,90.01225
Greece,GRC,1995,171.2537,89.4356
Greece,GRC,1996,168.78479,90.76164
Greece,GRC,1997,167.76985,89.70314
Greece,GRC,1998,163.88332,87.77133
Greece,GRC,1999,169.42769,89.20991
Greece,GRC,2000,169.63797,88.49856
Greece,GRC,2001,170.2178,89.68845
Greece,GRC,2002,163.55376,89.72339
Greece,GRC,2003,165.551,86.99261
Greece,GRC,2004,166.58226,88.21976
Greece,GRC,2005,165.48686,87.17139
Greece,GRC,2006,157.87158,85.0655
Greece,GRC,2007,161.13876,87.26881
Greece,GRC,2008,160.086,86.55415
Greece,GRC,2009,158.12727,83.80522
Greece,GRC,2010,150.9455,83.82132
Greece,GRC,2011,150.85667,81.08065
Greece,GRC,2012,158.59636,82.981445
Greece,GRC,2013,159.02036,84.15028
Greece,GRC,2014,159.0593,83.145966
Greece,GRC,2015,158.56218,82.77165
Greece,GRC,2016,154.6431,85.675644
Greece,GRC,2017,154.48846,82.034645
Greece,GRC,2018,151.36752,82.08962
Greece,GRC,2019,149.26001,82.41688
Greece,GRC,2020,148.04053,82.75254
Grenada,GRD,1985,159.6228,134.29546
Grenada,GRD,1988,21.702293,34.62379
Grenada,GRD,1989,111.86924,75.93955
Grenada,GRD,1990,134.50182,86.22066
Grenada,GRD,1991,106.46306,79.66741
Grenada,GRD,1992,142.13116,52.126
Grenada,GRD,1993,105.37072,84.77934
Grenada,GRD,1994,133.75577,137.38646
Grenada,GRD,1995,171.46133,83.19467
Grenada,GRD,1996,187.01846,114.736046
Grenada,GRD,2001,111.19851,79.739784
Grenada,GRD,2002,169.82422,117.02554
Grenada,GRD,2003,180.28926,121.9081
Grenada,GRD,2004,183.35039,106.70565
Grenada,GRD,2005,182.23051,102.368774
Grenada,GRD,2006,205.05693,115.33168
Grenada,GRD,2007,207.18164,102.237045
Grenada,GRD,2008,157.36644,119.967
Grenada,GRD,2009,165.14427,108.00965
Grenada,GRD,2010,160.10658,107.98915
Grenada,GRD,2011,183.13539,120.264305
Grenada,GRD,2012,175.80219,120.29371
Grenada,GRD,2013,148.67949,92.85467
Grenada,GRD,2014,163.1349,109.02741
Grenada,GRD,2015,149.37988,117.75532
Grenada,GRD,2016,211.36383,105.61038
Grenada,GRD,2017,173.42053,113.97554
Grenada,GRD,2018,148.85745,117.51189
Grenada,GRD,2019,169.02095,141.95392
Grenada,GRD,2020,170.24123,116.630554
Grenada,GRD,2021,170.49731,93.033554
Guadeloupe,GLP,1974,148.9729,87.675545
Guadeloupe,GLP,1981,144.85648,85.8729
Guadeloupe,GLP,2000,134.57889,83.75898
Guadeloupe,GLP,2001,143.11061,88.836876
Guadeloupe,GLP,2002,171.50163,84.956764
Guadeloupe,GLP,2003,143.2627,83.62778
Guadeloupe,GLP,2004,149.63902,72.13053
Guadeloupe,GLP,2005,161.47458,84.42419
Guadeloupe,GLP,2006,165.84279,84.32208
Guadeloupe,GLP,2007,135.72679,87.994705
Guadeloupe,GLP,2008,137.88222,69.09983
Guadeloupe,GLP,2009,133.84346,74.2975
Guadeloupe,GLP,2010,135.72401,75.91512
Guadeloupe,GLP,2011,119.73325,67.468216
Guadeloupe,GLP,2012,122.50617,75.26417
Guadeloupe,GLP,2013,122.596,68.98378
Guadeloupe,GLP,2014,116.00807,75.81346
Guadeloupe,GLP,2015,114.88546,72.30374
Guadeloupe,GLP,2016,116.687126,80.18055
Guatemala,GTM,1963,68.98459,81.2461
Guatemala,GTM,1964,67.33465,92.5552
Guatemala,GTM,1965,45.189583,58.76631
Guatemala,GTM,1966,51.13959,58.33039
Guatemala,GTM,1967,50.859756,66.47005
Guatemala,GTM,1968,48.145565,57.740612
Guatemala,GTM,1969,49.46047,63.037224
Guatemala,GTM,1970,46.98632,58.25104
Guatemala,GTM,1971,51.840054,56.91203
Guatemala,GTM,1974,48.292812,65.05216
Guatemala,GTM,1975,52.23358,67.54177
Guatemala,GTM,1976,48.63169,60.33185
Guatemala,GTM,1977,50.906387,54.90921
Guatemala,GTM,1978,56.387207,63.87927
Guatemala,GTM,1979,55.23365,68.591606
Guatemala,GTM,1980,55.583824,63.1851
Guatemala,GTM,1981,56.590294,63.448692
Guatemala,GTM,1984,56.2734,75.822624
Guatemala,GTM,1986,49.447414,55.807007
Guatemala,GTM,1987,51.64943,55.407814
Guatemala,GTM,1988,55.20071,61.651737
Guatemala,GTM,1989,50.705032,62.255924
Guatemala,GTM,1990,51.402336,60.57755
Guatemala,GTM,1991,55.337246,60.623753
Guatemala,GTM,1992,53.24244,63.372448
Guatemala,GTM,1993,57.437782,67.78746
Guatemala,GTM,1994,79.40271,90.96235
Guatemala,GTM,1995,79.61551,85.73773
Guatemala,GTM,1996,65.11196,77.50182
Guatemala,GTM,1997,78.79152,85.02958
Guatemala,GTM,1998,82.0003,88.380356
Guatemala,GTM,1999,84.12453,88.562325
Guatemala,GTM,2000,87.14121,89.51931
Guatemala,GTM,2001,86.3785,84.845924
Guatemala,GTM,2002,88.64089,91.46933
Guatemala,GTM,2003,87.82067,93.70987
Guatemala,GTM,2004,92.15625,93.98582
Guatemala,GTM,2005,91.702576,88.47688
Guatemala,GTM,2006,91.04145,93.21475
Guatemala,GTM,2007,89.46191,90.30629
Guatemala,GTM,2008,88.57018,87.41289
Guatemala,GTM,2009,89.15851,89.13739
Guatemala,GTM,2010,85.21853,89.16659
Guatemala,GTM,2011,81.404564,83.54359
Guatemala,GTM,2012,83.33903,86.706345
Guatemala,GTM,2013,80.340256,83.4046
Guatemala,GTM,2014,78.66054,81.12695
Guatemala,GTM,2015,77.24519,76.65186
Guatemala,GTM,2016,74.93013,73.6908
Guatemala,GTM,2017,72.32312,72.754974
Guatemala,GTM,2018,70.65666,71.26112
Guatemala,GTM,2019,70.176254,69.41055
Guatemala,GTM,2020,74.07485,70.28137
Guatemala,GTM,2021,77.28169,72.60361
Guyana,GUY,1977,97.28543,101.69506
Guyana,GUY,1979,66.63526,55.97282
Guyana,GUY,1984,63.358593,57.475304
Guyana,GUY,1988,76.457756,65.0205
Guyana,GUY,1989,92.257454,90.96278
Guyana,GUY,1990,97.189835,82.49685
Guyana,GUY,1991,85.15917,73.259445
Guyana,GUY,1992,76.168076,72.53374
Guyana,GUY,1993,84.65071,90.5202
Guyana,GUY,1994,57.740345,62.48387
Guyana,GUY,1995,85.34544,73.77191
Guyana,GUY,1996,90.51787,72.93538
Guyana,GUY,1997,85.73343,86.92129
Guyana,GUY,1998,79.86904,79.86339
Guyana,GUY,1999,89.35601,69.29188
Guyana,GUY,2001,104.16221,98.41623
Guyana,GUY,2002,85.36022,79.79787
Guyana,GUY,2003,100.8382,80.62488
Guyana,GUY,2004,96.08622,82.26741
Guyana,GUY,2005,104.049576,81.75465
Guyana,GUY,2006,83.74205,72.4423
Guyana,GUY,2007,85.12019,89.45038
Guyana,GUY,2008,98.86333,86.690056
Guyana,GUY,2009,79.94525,79.506424
