Entity,Code,Year,"Age-standardized deaths from malignant neoplasms in males per 100,000 people","Age-standardized deaths from malignant neoplasms in females per 100,000 people"
Kuwait,KWT,2017,54.47882,59.30478
Kuwait,KWT,2018,50.017353,60.124886
Kuwait,KWT,2019,54.76044,61.58401
Kyrgyzstan,KGZ,1981,136.7002,77.50782
Kyrgyzstan,KGZ,1982,140.03387,81.468124
Kyrgyzstan,KGZ,1985,145.86375,81.8536
Kyrgyzstan,KGZ,1986,150.81671,82.101814
Kyrgyzstan,KGZ,1987,151.97906,80.75955
Kyrgyzstan,KGZ,1988,144.82565,87.5294
Kyrgyzstan,KGZ,1989,151.94432,76.38227
Kyrgyzstan,KGZ,1990,153.54886,82.48949
Kyrgyzstan,KGZ,1991,155.02626,84.66999
Kyrgyzstan,KGZ,1992,152.10783,86.85618
Kyrgyzstan,KGZ,1993,135.21394,75.51793
Kyrgyzstan,KGZ,1994,135.60504,76.66576
Kyrgyzstan,KGZ,1995,124.24708,73.31955
Kyrgyzstan,KGZ,1996,120.386894,72.990616
Kyrgyzstan,KGZ,1997,120.76886,72.256195
Kyrgyzstan,KGZ,1998,116.517265,75.09379
Kyrgyzstan,KGZ,1999,113.017715,75.09512
Kyrgyzstan,KGZ,2000,113.16314,75.700165
Kyrgyzstan,KGZ,2001,110.87343,71.38142
Kyrgyzstan,KGZ,2002,110.453514,73.66301
Kyrgyzstan,KGZ,2003,108.616844,77.02342
Kyrgyzstan,KGZ,2004,108.68053,74.77012
Kyrgyzstan,KGZ,2005,111.546234,71.514595
Kyrgyzstan,KGZ,2006,107.28766,74.1606
Kyrgyzstan,KGZ,2007,103.76395,69.52867
Kyrgyzstan,KGZ,2008,103.00333,72.032104
Kyrgyzstan,KGZ,2009,116.894356,72.651474
Kyrgyzstan,KGZ,2010,111.161,72.52875
Kyrgyzstan,KGZ,2011,113.76611,73.752106
Kyrgyzstan,KGZ,2012,108.99714,71.10478
Kyrgyzstan,KGZ,2013,111.64523,74.72762
Kyrgyzstan,KGZ,2014,119.37705,76.42821
Kyrgyzstan,KGZ,2015,114.196434,79.0933
Kyrgyzstan,KGZ,2016,113.20154,73.27598
Kyrgyzstan,KGZ,2017,109.32935,72.398544
Kyrgyzstan,KGZ,2018,111.29951,78.06181
Kyrgyzstan,KGZ,2019,108.679,74.471634
Latvia,LVA,1980,191.19453,106.31621
Latvia,LVA,1981,192.90974,104.70249
Latvia,LVA,1982,204.14368,105.04125
Latvia,LVA,1983,206.9905,105.44199
Latvia,LVA,1984,208.18695,110.09931
Latvia,LVA,1985,206.74971,114.17854
Latvia,LVA,1986,210.88638,110.21566
Latvia,LVA,1987,222.9915,112.39093
Latvia,LVA,1988,220.17052,107.400375
Latvia,LVA,1989,227.41228,112.89682
Latvia,LVA,1990,222.1562,112.159096
Latvia,LVA,1991,233.22562,109.21249
Latvia,LVA,1992,231.98433,108.01152
Latvia,LVA,1993,224.24814,108.90651
Latvia,LVA,1994,231.3086,109.286026
Latvia,LVA,1995,225.82213,111.96872
Latvia,LVA,1996,226.19348,108.770645
Latvia,LVA,1997,219.59796,111.69399
Latvia,LVA,1998,219.21677,114.56554
Latvia,LVA,1999,232.69266,108.341995
Latvia,LVA,2000,221.53668,109.48625
Latvia,LVA,2001,233.95757,111.39543
Latvia,LVA,2002,227.22375,109.39925
Latvia,LVA,2003,228.06699,110.286385
Latvia,LVA,2004,232.38629,108.8641
Latvia,LVA,2005,234.07565,108.36116
Latvia,LVA,2006,235.39482,115.37045
Latvia,LVA,2007,228.95871,110.68888
Latvia,LVA,2008,232.17659,107.12266
Latvia,LVA,2009,227.27814,114.39359
Latvia,LVA,2010,229.81592,115.38948
Latvia,LVA,2011,224.3548,108.91662
Latvia,LVA,2012,226.19257,107.908264
Latvia,LVA,2013,222.6749,106.94192
Latvia,LVA,2014,223.20201,106.091896
Latvia,LVA,2015,207.89076,110.71794
Latvia,LVA,2016,213.4463,104.37237
Latvia,LVA,2017,217.3276,105.699036
Latvia,LVA,2018,209.25697,107.92452
Latvia,LVA,2019,209.91678,106.04813
Latvia,LVA,2020,203.89423,109.18926
Latvia,LVA,2021,201.72034,99.90264
Lebanon,LBN,2019,62.676033,48.283295
Lebanon,LBN,2020,56.443928,45.368927
Lebanon,LBN,2021,52.40777,40.634354
Lithuania,LTU,1981,188.84593,102.7947
Lithuania,LTU,1982,189.14243,105.59865
Lithuania,LTU,1985,197.09308,108.56365
Lithuania,LTU,1986,197.63918,106.09404
Lithuania,LTU,1987,202.6694,103.39474
Lithuania,LTU,1988,207.36417,105.81804
Lithuania,LTU,1989,206.9972,108.14759
Lithuania,LTU,1990,218.26717,109.158394
Lithuania,LTU,1991,216.37434,110.38112
Lithuania,LTU,1992,228.06757,109.84783
Lithuania,LTU,1993,227.89095,116.34064
Lithuania,LTU,1994,227.39804,114.42158
Lithuania,LTU,1995,231.75386,112.624115
Lithuania,LTU,1996,227.82503,112.15118
Lithuania,LTU,1997,223.80035,108.08728
Lithuania,LTU,1998,224.67184,110.91195
Lithuania,LTU,1999,228.22255,112.708534
Lithuania,LTU,2000,226.6633,111.783
Lithuania,LTU,2001,225.12088,110.9188
Lithuania,LTU,2002,222.05016,110.74832
Lithuania,LTU,2003,217.27086,109.68176
Lithuania,LTU,2004,220.88179,108.27449
Lithuania,LTU,2005,217.95357,108.05024
Lithuania,LTU,2006,226.0941,103.798256
Lithuania,LTU,2007,230.62512,104.486824
Lithuania,LTU,2008,219.3371,111.86936
Lithuania,LTU,2009,221.13171,103.66768
Lithuania,LTU,2010,219.65788,100.8915
Lithuania,LTU,2011,214.74356,104.12929
Lithuania,LTU,2012,210.8499,99.78907
Lithuania,LTU,2013,203.91309,98.9549
Lithuania,LTU,2014,210.8029,96.682304
Lithuania,LTU,2015,214.89653,102.527824
Lithuania,LTU,2016,209.33961,101.20245
Lithuania,LTU,2017,200.0373,98.24643
Lithuania,LTU,2018,201.57405,96.949455
Lithuania,LTU,2019,198.58916,97.59319
Lithuania,LTU,2020,200.34883,97.34945
Lithuania,LTU,2021,184.60988,91.543816
Lithuania,LTU,2022,182.26779,95.47034
Luxembourg,LUX,1967,223.82147,151.98811
Luxembourg,LUX,1968,231.44621,134.84454
Luxembourg,LUX,1969,236.29721,138.09116
Luxembourg,LUX,1970,239.08519,135.74673
Luxembourg,LUX,1971,249.73015,127.3995
Luxembourg,LUX,1972,212.38797,145.61655
Luxembourg,LUX,1973,249.17459,131.67548
Luxembourg,LUX,1974,224.00578,122.081345
Luxembourg,LUX,1975,240.4128,140.80328
Luxembourg,LUX,1976,234.80994,131.75351
Luxembourg,LUX,1977,255.16884,126.75749
Luxembourg,LUX,1978,246.28784,133.15921
Luxembourg,LUX,1979,222.37733,128.55447
Luxembourg,LUX,1980,228.07304,150.2227
Luxembourg,LUX,1981,250.01305,147.19864
Luxembourg,LUX,1982,283.72513,138.71378
Luxembourg,LUX,1983,258.58853,126.59302
Luxembourg,LUX,1984,236.57962,139.54301
Luxembourg,LUX,1985,248.1508,140.18524
Luxembourg,LUX,1986,244.10976,119.11634
Luxembourg,LUX,1987,259.94156,135.0014
Luxembourg,LUX,1988,252.69582,123.73221
Luxembourg,LUX,1989,224.72762,125.783104
Luxembourg,LUX,1990,227.78763,130.65291
Luxembourg,LUX,1991,218.05759,122.12239
Luxembourg,LUX,1992,231.14804,121.26882
Luxembourg,LUX,1993,232.1967,122.24077
Luxembourg,LUX,1994,202.95502,118.108345
Luxembourg,LUX,1995,229.59236,112.04355
Luxembourg,LUX,1996,213.93782,107.84834
Luxembourg,LUX,1997,188.29865,123.31142
Luxembourg,LUX,1998,204.99619,110.03174
Luxembourg,LUX,1999,179.42413,102.36204
Luxembourg,LUX,2000,194.5308,106.06354
Luxembourg,LUX,2001,169.63727,107.88334
Luxembourg,LUX,2002,171.6277,98.51864
Luxembourg,LUX,2003,177.26509,101.33353
Luxembourg,LUX,2004,174.96266,85.43606
Luxembourg,LUX,2005,159.16957,89.948875
Luxembourg,LUX,2006,154.32133,93.46247
Luxembourg,LUX,2007,164.44147,101.901115
Luxembourg,LUX,2008,147.3662,92.52806
Luxembourg,LUX,2009,155.7779,100.810356
Luxembourg,LUX,2010,158.97522,92.31424
Luxembourg,LUX,2011,151.75554,96.85348
Luxembourg,LUX,2012,144.27626,94.92727
Luxembourg,LUX,2013,132.15414,92.518265
Luxembourg,LUX,2014,148.28278,85.72481
Luxembourg,LUX,2015,122.51447,88.84102
Luxembourg,LUX,2016,131.62418,78.98066
Luxembourg,LUX,2017,118.69447,90.89939
Luxembourg,LUX,2018,115.66486,79.73017
Luxembourg,LUX,2019,116.02055,78.65659
Luxembourg,LUX,2020,99.583694,73.776306
Luxembourg,LUX,2021,110.08328,70.9843
Luxembourg,LUX,2022,93.948,73.37107
Malaysia,MYS,2000,44.14577,32.688457
Malaysia,MYS,2001,42.489944,33.0599
Malaysia,MYS,2002,44.15392,34.030647
Malaysia,MYS,2003,44.629795,35.98976
Malaysia,MYS,2004,46.66536,36.16425
Malaysia,MYS,2005,45.228783,36.979256
Malaysia,MYS,2006,46.473972,37.001217
Malaysia,MYS,2007,48.98127,38.931774
Malaysia,MYS,2008,48.635525,40.483047
Malaysia,MYS,2009,44.105553,36.1341
Malaysia,MYS,2010,44.042828,35.994194
Malaysia,MYS,2011,44.849068,37.807343
Malaysia,MYS,2012,43.699448,37.117756
Malaysia,MYS,2013,43.950253,37.67265
Malaysia,MYS,2014,44.457108,38.989124
Malaysia,MYS,2015,44.137985,39.454952
Malaysia,MYS,2016,46.090042,39.944786
Malaysia,MYS,2017,51.005527,45.726875
Malaysia,MYS,2018,61.104908,54.78195
Malaysia,MYS,2019,53.78899,49.734596
Malaysia,MYS,2020,56.906574,50.955505
Maldives,MDV,2000,0,0
Maldives,MDV,2001,44.45303,24.871485
Maldives,MDV,2002,44.19074,25.77641
Maldives,MDV,2003,27.543837,15.503741
Maldives,MDV,2004,16.268751,22.835018
Maldives,MDV,2005,25.333614,14.509271
Maldives,MDV,2007,35.00585,28.11981
Maldives,MDV,2008,52.94418,28.720078
Maldives,MDV,2010,46.74357,33.14511
Maldives,MDV,2011,50.507637,41.894897
Maldives,MDV,2012,42.19118,36.913555
Maldives,MDV,2013,49.32552,36.072468
Maldives,MDV,2014,36.704784,27.5135
Maldives,MDV,2015,35.736805,28.492302
Maldives,MDV,2016,28.985315,22.580206
Maldives,MDV,2017,39.334915,25.469042
Maldives,MDV,2018,38.68662,27.181353
Maldives,MDV,2019,42.746838,30.549973
Malta,MLT,1965,152.77386,97.557655
Malta,MLT,1967,144.45564,99.433815
Malta,MLT,1968,133.09201,93.433
Malta,MLT,1969,122.37488,101.90738
Malta,MLT,1970,147.15092,93.66864
Malta,MLT,1971,149.31606,98.30256
Malta,MLT,1972,129.85797,89.73711
Malta,MLT,1973,148.82701,91.59826
Malta,MLT,1974,149.72002,107.92209
Malta,MLT,1975,164.58278,96.15887
Malta,MLT,1976,168.98093,106.30065
Malta,MLT,1977,155.9908,97.4938
Malta,MLT,1978,184.93974,127.971504
Malta,MLT,1979,185.71674,117.805954
Malta,MLT,1980,195.93217,126.154366
Malta,MLT,1981,239.98483,131.4123
Malta,MLT,1982,177.38506,140.41467
Malta,MLT,1983,190.71269,120.65988
Malta,MLT,1984,175.15399,134.12901
Malta,MLT,1985,186.27962,112.40535
Malta,MLT,1986,163.36775,105.12264
Malta,MLT,1987,178.44316,104.40339
Malta,MLT,1988,156.06705,100.88811
Malta,MLT,1989,166.09488,110.951035
Malta,MLT,1990,163.01819,102.189445
Malta,MLT,1991,177.13985,109.904434
Malta,MLT,1992,185.4162,119.29556
Malta,MLT,1993,177.26492,118.03553
Malta,MLT,1994,183.23128,127.09277
Malta,MLT,1995,200.21758,117.64459
Malta,MLT,1996,188.58383,110.73319
Malta,MLT,1997,179.45918,106.14189
Malta,MLT,1998,179.5977,108.06134
Malta,MLT,1999,180.60161,105.97913
Malta,MLT,2000,153.00577,114.45747
Malta,MLT,2001,167.11107,93.81567
Malta,MLT,2002,162.91878,99.28311
Malta,MLT,2003,146.23952,104.700806
Malta,MLT,2004,144.88295,96.753815
Malta,MLT,2005,137.99211,91.71131
Malta,MLT,2006,149.80731,97.40156
Malta,MLT,2007,147.15457,99.07243
Malta,MLT,2008,155.32715,91.908775
Malta,MLT,2009,146.55069,93.29149
Malta,MLT,2010,137.32658,98.00687
Malta,MLT,2011,137.87509,97.175995
Malta,MLT,2012,138.8986,100.788445
Malta,MLT,2013,126.05676,85.95586
Malta,MLT,2014,139.03093,82.7321
Malta,MLT,2015,128.59349,86.283714
Malta,MLT,2016,122.87636,88.195564
Malta,MLT,2017,122.11522,83.8408
Malta,MLT,2018,130.12372,95.62641
Malta,MLT,2019,112.1557,85.87384
Malta,MLT,2020,125.81498,81.613594
Martinique,MTQ,1970,165.15025,108.81284
Martinique,MTQ,1971,148.8298,101.91175
Martinique,MTQ,1974,142.85556,81.79331
Martinique,MTQ,1975,163.57907,87.28283
Martinique,MTQ,1981,136.96915,77.92057
Martinique,MTQ,1982,137.42195,81.0503
Martinique,MTQ,1985,212.97827,115.44753
Martinique,MTQ,2000,150.12325,76.34362
Martinique,MTQ,2001,145.17767,81.66736
Martinique,MTQ,2002,139.74286,74.69679
Martinique,MTQ,2003,148.94157,84.86777
Martinique,MTQ,2004,143.96689,74.98927
Martinique,MTQ,2005,127.951836,79.95012
Martinique,MTQ,2006,137.28462,77.42929
Martinique,MTQ,2007,126.177895,73.38573
Martinique,MTQ,2008,125.45666,87.85003
Martinique,MTQ,2009,132.06044,80.14486
Martinique,MTQ,2010,145.47806,74.18175
Martinique,MTQ,2011,117.33502,73.71818
Martinique,MTQ,2013,129.25676,79.62271
Martinique,MTQ,2014,123.965385,78.51846
Martinique,MTQ,2015,108.557915,83.423325
Martinique,MTQ,2016,117.49178,80.8463
Mauritius,MUS,1961,63.373333,77.52821
Mauritius,MUS,1962,72.27033,58.725502
Mauritius,MUS,1963,65.03189,78.881065
Mauritius,MUS,1964,70.06663,65.793396
Mauritius,MUS,1965,83.48113,67.10414
Mauritius,MUS,1966,88.49562,64.89128
Mauritius,MUS,1967,74.21722,70.051704
Mauritius,MUS,1968,93.60326,64.67171
Mauritius,MUS,1969,87.52755,77.90466
Mauritius,MUS,1970,90.218376,72.23042
Mauritius,MUS,1971,80.33043,53.88008
Mauritius,MUS,1972,88.26712,61.63279
Mauritius,MUS,1973,112.38592,69.64614
Mauritius,MUS,1974,79.42556,79.9952
Mauritius,MUS,1975,102.27485,67.9198
Mauritius,MUS,1976,109.22732,59.86549
Mauritius,MUS,1977,80.859795,66.777504
Mauritius,MUS,1978,85.08052,70.05332
Mauritius,MUS,1979,126.226814,66.66447
Mauritius,MUS,1980,101.560356,60.114597
Mauritius,MUS,1981,151.5739,76.964386
Mauritius,MUS,1982,127.532036,77.0023
Mauritius,MUS,1983,87.5689,70.03195
Mauritius,MUS,1984,104.2125,63.17194
Mauritius,MUS,1985,98.816444,70.48197
Mauritius,MUS,1986,99.09193,71.297844
Mauritius,MUS,1987,84.421425,77.93718
Mauritius,MUS,1988,98.39519,68.79291
Mauritius,MUS,1989,97.977585,67.92822
Mauritius,MUS,1990,101.57288,76.57157
Mauritius,MUS,1991,96.88336,66.53949
Mauritius,MUS,1992,98.10836,77.65035
Mauritius,MUS,1993,96.27785,68.09168
Mauritius,MUS,1994,94.24525,82.52507
Mauritius,MUS,1995,90.017296,70.33653
Mauritius,MUS,1996,95.28855,67.09703
Mauritius,MUS,1997,99.505066,57.170822
Mauritius,MUS,1998,98.295685,70.139755
Mauritius,MUS,1999,100.43425,69.39255
Mauritius,MUS,2000,85.184006,70.78121
Mauritius,MUS,2001,109.14301,77.016304
Mauritius,MUS,2002,101.30605,70.24322
Mauritius,MUS,2003,104.291,76.582504
Mauritius,MUS,2004,101.63387,78.3916
Mauritius,MUS,2005,90.73063,71.5446
Mauritius,MUS,2006,94.800896,70.38244
Mauritius,MUS,2007,98.66087,67.58139
Mauritius,MUS,2008,105.39003,75.55129
Mauritius,MUS,2009,98.22522,72.70268
Mauritius,MUS,2010,97.86205,69.82556
Mauritius,MUS,2011,93.88534,66.185036
Mauritius,MUS,2012,96.34474,70.43757
Mauritius,MUS,2013,98.845856,74.595764
Mauritius,MUS,2014,94.542076,70.455345
Mauritius,MUS,2015,94.69197,73.92349
Mauritius,MUS,2016,85.67937,75.32703
Mauritius,MUS,2017,90.94751,79.52908
Mauritius,MUS,2018,91.08879,73.92964
Mauritius,MUS,2019,91.63779,76.854256
Mauritius,MUS,2020,85.245804,77.688065
Mauritius,MUS,2021,84.17948,74.4949
Mauritius,MUS,2022,85.82793,79.32867
Mayotte,MYT,2012,59.727745,65.05944
Mayotte,MYT,2013,69.64285,42.828835
Mayotte,MYT,2014,78.14338,55.82862
Mayotte,MYT,2015,70.4872,66.18447
Mayotte,MYT,2016,94.25592,57.03955
Mexico,MEX,1955,41.762794,64.98798
Mexico,MEX,1956,47.302956,69.97095
Mexico,MEX,1957,54.604702,74.88687
Mexico,MEX,1958,53.54509,80.31157
Mexico,MEX,1959,52.025635,80.52627
Mexico,MEX,1960,56.39841,77.552246
Mexico,MEX,1961,54.4199,77.21435
Mexico,MEX,1962,52.666336,76.260056
Mexico,MEX,1963,55.985977,78.02606
Mexico,MEX,1964,57.886917,78.20902
Mexico,MEX,1965,59.58438,77.54569
Mexico,MEX,1966,58.166107,76.36212
Mexico,MEX,1967,57.54852,72.83486
Mexico,MEX,1968,55.930096,71.834305
Mexico,MEX,1969,62.419224,81.08231
Mexico,MEX,1970,63.38969,81.00942
Mexico,MEX,1971,60.227203,79.111824
Mexico,MEX,1972,61.61691,78.81409
Mexico,MEX,1973,61.407833,77.099396
Mexico,MEX,1974,62.96941,76.15244
Mexico,MEX,1975,63.376575,75.44969
Mexico,MEX,1976,65.62142,75.3984
Mexico,MEX,1977,67.06976,77.37023
Mexico,MEX,1978,67.41554,74.90021
Mexico,MEX,1979,71.60125,77.32086
Mexico,MEX,1980,70.6925,75.99423
Mexico,MEX,1981,78.80163,83.096756
Mexico,MEX,1982,81.6371,84.61857
Mexico,MEX,1983,85.67052,90.95836
Mexico,MEX,1984,76.99526,79.78443
Mexico,MEX,1985,88.597,89.30019
Mexico,MEX,1986,90.5869,89.61536
Mexico,MEX,1987,93.023926,91.98786
Mexico,MEX,1988,97.157135,92.19561
Mexico,MEX,1989,98.55894,91.444244
Mexico,MEX,1990,97.75609,88.99228
Mexico,MEX,1991,96.358315,88.80802
Mexico,MEX,1992,97.1309,90.55567
Mexico,MEX,1993,97.024635,90.1355
Mexico,MEX,1994,98.81449,89.557236
Mexico,MEX,1995,99.834366,89.450806
Mexico,MEX,1996,89.13345,82.84461
Mexico,MEX,1997,88.82294,81.88755
Mexico,MEX,1998,88.724754,81.22259
Mexico,MEX,1999,87.728516,80.43171
Mexico,MEX,2000,87.68493,79.2303
Mexico,MEX,2001,86.117355,77.88029
Mexico,MEX,2002,88.0319,77.870674
Mexico,MEX,2003,88.07156,76.892586
Mexico,MEX,2004,86.06293,76.35989
Mexico,MEX,2005,86.26636,75.711845
Mexico,MEX,2006,83.90719,74.91955
Mexico,MEX,2007,81.438354,72.51273
Mexico,MEX,2008,83.18969,72.868706
Mexico,MEX,2009,80.61891,71.18821
Mexico,MEX,2010,80.578896,70.41176
Mexico,MEX,2011,78.93435,69.56535
Mexico,MEX,2012,79.35609,68.70785
Mexico,MEX,2013,76.900024,66.85264
Mexico,MEX,2014,78.23004,68.43535
Mexico,MEX,2015,78.21806,68.36329
Mexico,MEX,2016,78.95775,68.81489
Mexico,MEX,2017,77.87405,68.38831
Mexico,MEX,2018,76.63376,67.97825
Mexico,MEX,2019,77.328575,67.71424
Mexico,MEX,2020,77.55071,67.022835
Mexico,MEX,2021,72.99509,65.33777
Moldova,MDA,1981,127.55781,84.08177
Moldova,MDA,1982,130.23544,81.17517
Moldova,MDA,1985,140.16212,83.261986
Moldova,MDA,1986,153.1512,86.847176
Moldova,MDA,1987,156.87695,91.04611
Moldova,MDA,1988,163.89943,89.78961
Moldova,MDA,1989,174.57762,96.71248
Moldova,MDA,1990,174.43723,96.8145
Moldova,MDA,1991,174.50174,100.22521
Moldova,MDA,1992,172.55965,96.222374
Moldova,MDA,1993,172.92332,98.933525
Moldova,MDA,1994,179.53871,98.8648
Moldova,MDA,1995,172.75967,94.58808
Moldova,MDA,1996,169.65472,94.84474
Moldova,MDA,1997,167.20454,91.260216
Moldova,MDA,1998,164.06938,91.3303
Moldova,MDA,1999,153.17752,91.519554
Moldova,MDA,2000,152.40039,89.09326
Moldova,MDA,2001,155.69598,90.16834
Moldova,MDA,2002,161.60057,91.71658
Moldova,MDA,2003,160.0121,95.34564
Moldova,MDA,2004,169.11224,92.635025
Moldova,MDA,2005,171.55492,94.48932
Moldova,MDA,2006,174.19247,99.129295
Moldova,MDA,2007,167.03326,97.79325
Moldova,MDA,2008,170.38432,98.71003
Moldova,MDA,2009,176.2252,98.400055
Moldova,MDA,2010,174.95479,95.914795
Moldova,MDA,2011,170.34436,95.74742
Moldova,MDA,2012,177.66705,90.92676
Moldova,MDA,2013,174.38918,92.27137
Moldova,MDA,2014,175.07198,94.609695
Moldova,MDA,2015,177.51932,93.37911
Moldova,MDA,2016,177.30858,92.309166
Moldova,MDA,2017,173.6814,87.827324
Moldova,MDA,2018,172.63135,85.82792
Mongolia,MNG,1994,268.36478,183.9629
Mongolia,MNG,2016,288.35242,176.839
Mongolia,MNG,2017,261.59875,157.63739
Mongolia,MNG,2018,263.2472,165.81984
Mongolia,MNG,2019,275.56262,168.12108
Mongolia,MNG,2020,247.82976,149.92717
Mongolia,MNG,2021,241.45093,145.02164
Montenegro,MNE,2000,147.5186,83.256966
Montenegro,MNE,2001,144.83405,88.797035
Montenegro,MNE,2002,162.0427,95.79791
Montenegro,MNE,2003,166.63248,87.01058
Montenegro,MNE,2004,158.13396,89.004
Montenegro,MNE,2005,158.48875,95.87666
Montenegro,MNE,2006,150.69173,87.85309
Montenegro,MNE,2007,145.45547,83.24861
Montenegro,MNE,2008,140.1576,76.20293
Montenegro,MNE,2009,124.91444,80.70636
Montenegro,MNE,2017,156.39243,95.36545
Montenegro,MNE,2019,134.41275,97.87273
Netherlands,NLD,1950,167.82031,149.53287
Netherlands,NLD,1951,167.01675,150.9829
Netherlands,NLD,1952,168.49709,149.74336
Netherlands,NLD,1953,169.0365,145.71863
Netherlands,NLD,1954,173.10838,147.08879
Netherlands,NLD,1955,172.92735,142.10353
Netherlands,NLD,1956,173.90338,144.78152
Netherlands,NLD,1957,174.89377,141.30734
Netherlands,NLD,1958,179.09409,142.17018
Netherlands,NLD,1959,180.81085,138.21283
Netherlands,NLD,1960,184.79227,140.85782
Netherlands,NLD,1961,190.05196,138.07489
Netherlands,NLD,1962,190.59251,136.58424
Netherlands,NLD,1963,197.22563,138.93771
Netherlands,NLD,1964,201.59848,140.11433
Netherlands,NLD,1965,200.96825,139.27188
Netherlands,NLD,1966,204.24986,140.91257
Netherlands,NLD,1967,206.84882,141.77667
Netherlands,NLD,1968,218.03249,141.53603
Netherlands,NLD,1969,212.79646,139.99934
Netherlands,NLD,1970,212.59041,137.61969
Netherlands,NLD,1971,214.98793,134.18825
Netherlands,NLD,1972,217.6064,134.22536
Netherlands,NLD,1973,223.81523,135.15923
Netherlands,NLD,1974,223.85568,132.17857
Netherlands,NLD,1975,228.50603,131.58333
Netherlands,NLD,1976,229.537,126.62931
Netherlands,NLD,1977,223.80013,126.19858
Netherlands,NLD,1978,232.3635,127.4833
Netherlands,NLD,1979,229.62909,129.34843
Netherlands,NLD,1980,234.29652,123.33703
Netherlands,NLD,1981,233.70274,127.57021
Netherlands,NLD,1982,234.225,124.36783
Netherlands,NLD,1983,232.44049,124.96308
Netherlands,NLD,1984,234.4458,124.15967
Netherlands,NLD,1985,232.04987,125.53168
Netherlands,NLD,1986,235.56723,125.06013
Netherlands,NLD,1987,237.17735,127.68304
Netherlands,NLD,1988,235.9177,126.986534
Netherlands,NLD,1989,230.55154,126.54463
Netherlands,NLD,1990,224.68315,125.056
Netherlands,NLD,1991,223.96059,125.24623
Netherlands,NLD,1992,223.47542,123.18401
Netherlands,NLD,1993,221.51683,124.85005
Netherlands,NLD,1994,216.69142,125.044876
Netherlands,NLD,1995,213.99991,122.288475
Netherlands,NLD,1996,213.8324,124.27616
Netherlands,NLD,1997,206.72899,124.39083
Netherlands,NLD,1998,205.0555,121.88335
Netherlands,NLD,1999,204.84009,124.30742
Netherlands,NLD,2000,198.45003,121.64794
Netherlands,NLD,2001,192.78658,120.1009
Netherlands,NLD,2002,190.00041,121.09972
Netherlands,NLD,2003,187.005,119.393974
Netherlands,NLD,2004,185.18771,120.01719
Netherlands,NLD,2005,181.95901,120.5221
Netherlands,NLD,2006,177.90999,118.524895
Netherlands,NLD,2007,175.86655,116.33159
Netherlands,NLD,2008,172.84793,119.33181
Netherlands,NLD,2009,172.35306,116.09916
Netherlands,NLD,2010,172.11221,116.50459
Netherlands,NLD,2011,165.76648,118.65265
Netherlands,NLD,2012,164.85252,115.74943
Netherlands,NLD,2013,155.44354,110.96717
Netherlands,NLD,2014,152.77449,110.27142
Netherlands,NLD,2015,152.93326,110.81014
Netherlands,NLD,2016,152.1764,111.54643
Netherlands,NLD,2017,147.87508,106.85026
Netherlands,NLD,2018,137.38884,102.855865
Netherlands,NLD,2019,132.30682,100.82548
Netherlands,NLD,2020,130.47998,100.27158
Netherlands,NLD,2021,130.99355,100.52481
Netherlands,NLD,2022,129.17712,99.10064
New Zealand,NZL,1950,154.56458,130.97586
New Zealand,NZL,1951,156.09535,137.09114
New Zealand,NZL,1952,152.10849,135.0679
New Zealand,NZL,1953,154.67763,124.617714
New Zealand,NZL,1954,154.35138,126.875206
New Zealand,NZL,1955,161.0426,133.02249
New Zealand,NZL,1956,158.27092,126.06909
New Zealand,NZL,1957,163.32213,123.12646
New Zealand,NZL,1958,159.4665,128.28433
New Zealand,NZL,1959,164.34271,122.95575
New Zealand,NZL,1960,153.93489,123.6085
New Zealand,NZL,1961,165.84229,129.3164
New Zealand,NZL,1962,169.65465,125.64033
New Zealand,NZL,1963,177.94276,126.93042
New Zealand,NZL,1964,167.9505,125.584
New Zealand,NZL,1965,173.62292,128.60004
New Zealand,NZL,1966,172.57666,124.430885
New Zealand,NZL,1967,168.61415,125.40781
New Zealand,NZL,1968,181.77701,125.059326
New Zealand,NZL,1969,186.09863,125.877655
New Zealand,NZL,1970,195.81021,133.09222
New Zealand,NZL,1971,196.19809,129.82947
New Zealand,NZL,1972,185.04259,130.94069
New Zealand,NZL,1973,195.6088,132.13005
New Zealand,NZL,1974,201.20464,138.9158
New Zealand,NZL,1975,202.53381,135.98062
New Zealand,NZL,1976,199.77759,136.32884
New Zealand,NZL,1977,203.26103,141.56128
New Zealand,NZL,1978,195.3956,137.6143
New Zealand,NZL,1979,197.48183,137.23665
New Zealand,NZL,1980,198.11037,138.40135
New Zealand,NZL,1981,202.24718,134.50359
New Zealand,NZL,1982,198.85704,138.5299
New Zealand,NZL,1983,200.23874,142.1601
New Zealand,NZL,1984,202.292,132.97108
New Zealand,NZL,1985,204.12764,140.11205
New Zealand,NZL,1986,200.2013,136.96098
New Zealand,NZL,1987,197.68597,143.8325
New Zealand,NZL,1988,199.95079,140.79277
New Zealand,NZL,1989,198.47333,144.52773
New Zealand,NZL,1990,197.43507,144.43977
New Zealand,NZL,1991,188.35289,140.3011
New Zealand,NZL,1992,196.38608,129.83244
New Zealand,NZL,1993,194.26894,134.39693
New Zealand,NZL,1994,190.38116,133.3007
New Zealand,NZL,1995,190.61153,138.97179
New Zealand,NZL,1996,184.65977,138.95279
New Zealand,NZL,1997,179.25749,130.537
